originAirport,destinationAirport,minPrice
CWB,BCN,757
CWB,BUE,260
CWB,EZE,302
CWB,LAX,706
CWB,LIS,739
CWB,MAD,744
CWB,MIA,597
CWB,NYC,628
CWB,OPO,970
LIS,ARN,133
LIS,ATH,143
LIS,BOS,428
LIS,CWB,881
LIS,GIG,618
LIS,GRU,593
LIS,JFK,402
LIS,KEF,223
LIS,LON,50
LIS,MIL,53
LIS,NAP,117
LIS,PAR,54
LIS,PMO,141
LIS,PRG,107
LIS,ROM,79
LIS,SVQ,44
LIS,VLC,30
MAD,BOS,421
MAD,CWB,796
MAD,NYC,354
MAD,SAO,637
MIL,CAG,55
MIL,CFU,74
MIL,CTA,39
MIL,DUS,48
MIL,HER,101
MIL,LAX,437
MIL,NYC,310
MIL,OSL,74
MIL,PMO,39
MIL,PRG,51
MIL,TGD,90
MIL,TIA,50
MIL,VIE,46
MIL,ZAD,36
MIL,ZAG,39
MIL,ZTH,156
OPO,AGP,35
OPO,BCN,39
OPO,BIO,51
OPO,BLQ,89
OPO,BOD,46
OPO,BRU,68
OPO,CWB,961
OPO,FNC,49
OPO,GIG,714
OPO,GRU,695
OPO,KEF,201
OPO,LON,64
OPO,LPA,61
OPO,MAD,27
OPO,MIL,38
OPO,MRS,58
OPO,NAP,118
OPO,PAR,47
OPO,PDL,77
OPO,PMO,136
OPO,PRG,117
OPO,ROM,79
OPO,TLS,55
OPO,VLC,40
PTO,CWB,168
SAO,LAX,589
SAO,LIS,558
SAO,NYC,564
SAO,OPO,724
