originAirport,destinationAirport,minPrice
CWB,BCN,751
CWB,BUE,292
CWB,EZE,284
CWB,LAX,653
CWB,LIS,782
CWB,MAD,764
CWB,MIA,571
CWB,NYC,616
CWB,OPO,930
LIS,ARN,130
LIS,ATH,135
LIS,BOS,447
LIS,CWB,884
LIS,GIG,652
LIS,GRU,614
LIS,JFK,369
LIS,KEF,207
LIS,LON,59
LIS,MIL,60
LIS,NAP,99
LIS,PAR,51
LIS,PMO,146
LIS,PRG,130
LIS,ROM,83
LIS,SVQ,29
LIS,VLC,34
MAD,BOS,308
MAD,CWB,787
MAD,NYC,328
MAD,SAO,675
MIL,CAG,37
MIL,CFU,73
MIL,CTA,37
MIL,DUS,53
MIL,HER,87
MIL,LAX,433
MIL,NYC,347
MIL,OSL,94
MIL,PMO,35
MIL,PRG,47
MIL,TGD,96
MIL,TIA,51
MIL,VIE,31
MIL,ZAD,26
MIL,ZAG,46
MIL,ZTH,159
OPO,AGP,46
OPO,BCN,41
OPO,BIO,29
OPO,BLQ,88
OPO,BOD,39
OPO,BRU,69
OPO,CWB,927
OPO,FNC,53
OPO,GIG,754
OPO,GRU,684
OPO,KEF,162
OPO,LON,67
OPO,LPA,85
OPO,MAD,21
OPO,MIL,51
OPO,MRS,61
OPO,NAP,88
OPO,PAR,53
OPO,PDL,88
OPO,PMO,115
OPO,PRG,119
OPO,ROM,78
OPO,TLS,44
OPO,VLC,44
PTO,CWB,133
SAO,LAX,524
SAO,LIS,552
SAO,NYC,542
SAO,OPO,721
