originAirport,destinationAirport,minPrice
CWB,BCN,784
CWB,BUE,276
CWB,EZE,301
CWB,LAX,686
CWB,LIS,731
CWB,MAD,736
CWB,MIA,578
CWB,NYC,571
CWB,OPO,959
LIS,ARN,139
LIS,ATH,147
LIS,BOS,454
LIS,CWB,848
LIS,GIG,622
LIS,GRU,614
LIS,JFK,408
LIS,KEF,220
LIS,LON,49
LIS,MIL,61
LIS,NAP,127
LIS,PAR,54
LIS,PMO,132
LIS,PRG,136
LIS,ROM,77
LIS,SVQ,32
LIS,VLC,38
MAD,BOS,376
MAD,CWB,784
MAD,NYC,267
MAD,SAO,643
MIL,CAG,54
MIL,CFU,66
MIL,CTA,35
MIL,DUS,46
MIL,HER,88
MIL,LAX,457
MIL,NYC,336
MIL,OSL,84
MIL,PMO,38
MIL,PRG,47
MIL,TGD,102
MIL,TIA,50
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,47
MIL,ZTH,162
OPO,AGP,35
OPO,BCN,36
OPO,BIO,41
OPO,BLQ,94
OPO,BOD,46
OPO,BRU,76
OPO,CWB,963
OPO,FNC,44
OPO,GIG,754
OPO,GRU,684
OPO,KEF,166
OPO,LON,66
OPO,LPA,47
OPO,MAD,30
OPO,MIL,48
OPO,MRS,59
OPO,NAP,103
OPO,PAR,50
OPO,PDL,82
OPO,PMO,134
OPO,PRG,126
OPO,ROM,62
OPO,TLS,56
OPO,VLC,43
PTO,CWB,148
SAO,LAX,504
SAO,LIS,551
SAO,NYC,495
SAO,OPO,739
