originAirport,destinationAirport,minPrice
CWB,BCN,750
CWB,BUE,291
CWB,EZE,282
CWB,LAX,652
CWB,LIS,794
CWB,MAD,763
CWB,MIA,572
CWB,NYC,611
CWB,OPO,929
LIS,ARN,130
LIS,ATH,136
LIS,BOS,446
LIS,CWB,883
LIS,GIG,634
LIS,GRU,611
LIS,JFK,369
LIS,KEF,204
LIS,LON,56
LIS,MIL,53
LIS,NAP,125
LIS,PAR,54
LIS,PMO,116
LIS,PRG,129
LIS,ROM,78
LIS,SVQ,25
LIS,VLC,38
MAD,BOS,307
MAD,CWB,788
MAD,NYC,328
MAD,SAO,674
MIL,CAG,37
MIL,CFU,72
MIL,CTA,37
MIL,DUS,52
MIL,HER,87
MIL,LAX,433
MIL,NYC,346
MIL,OSL,94
MIL,PMO,34
MIL,PRG,46
MIL,TGD,96
MIL,TIA,51
MIL,VIE,30
MIL,ZAD,48
MIL,ZAG,46
MIL,ZTH,159
OPO,AGP,30
OPO,BCN,32
OPO,BIO,15
OPO,BLQ,90
OPO,BOD,28
OPO,BRU,64
OPO,CWB,926
OPO,FNC,38
OPO,GIG,755
OPO,GRU,675
OPO,KEF,183
OPO,LON,64
OPO,LPA,63
OPO,MAD,25
OPO,MIL,31
OPO,MRS,59
OPO,NAP,93
OPO,PAR,52
OPO,PDL,88
OPO,PMO,104
OPO,PRG,86
OPO,ROM,68
OPO,TLS,30
OPO,VLC,32
PTO,CWB,133
SAO,LAX,525
SAO,LIS,52
SAO,NYC,529
SAO,OPO,581
