originAirport,destinationAirport,minPrice
CWB,BCN,742
CWB,BUE,299
CWB,EZE,183
CWB,LAX,696
CWB,LIS,722
CWB,MAD,656
CWB,MIA,542
CWB,NYC,548
CWB,OPO,740
LIS,ARN,144
LIS,ATH,122
LIS,BOS,317
LIS,CWB,874
LIS,GIG,728
LIS,GRU,635
LIS,JFK,333
LIS,KEF,153
LIS,LON,46
LIS,MIL,60
LIS,NAP,137
LIS,PAR,45
LIS,PMO,157
LIS,PRG,122
LIS,ROM,96
LIS,SVQ,31
LIS,VLC,41
MAD,BOS,286
MAD,CWB,758
MAD,NYC,346
MAD,SAO,524
MIL,CAG,24
MIL,CFU,57
MIL,CTA,41
MIL,DUS,34
MIL,HER,72
MIL,LAX,475
MIL,NYC,335
MIL,OSL,77
MIL,PMO,42
MIL,PRG,30
MIL,TGD,110
MIL,TIA,52
MIL,VIE,38
MIL,ZAD,38
MIL,ZAG,35
MIL,ZTH,91
OPO,AGP,38
OPO,BCN,44
OPO,BIO,35
OPO,BLQ,79
OPO,BOD,45
OPO,BRU,82
OPO,CWB,766
OPO,FNC,52
OPO,GIG,799
OPO,GRU,725
OPO,KEF,167
OPO,LON,65
OPO,LPA,57
OPO,MAD,31
OPO,MIL,49
OPO,MRS,41
OPO,NAP,116
OPO,PAR,46
OPO,PDL,53
OPO,PMO,64
OPO,PRG,131
OPO,ROM,68
OPO,TLS,30
OPO,VLC,41
PTO,CWB,228
SAO,LAX,564
SAO,LIS,547
SAO,NYC,542
SAO,OPO,674
