originAirport,destinationAirport,minPrice
CWB,BCN,799
CWB,BUE,278
CWB,EZE,275
CWB,LAX,616
CWB,LIS,809
CWB,MAD,789
CWB,MIA,623
CWB,NYC,653
CWB,OPO,926
LIS,ARN,138
LIS,ATH,150
LIS,BOS,486
LIS,CWB,875
LIS,GIG,675
LIS,GRU,619
LIS,JFK,411
LIS,KEF,169
LIS,LON,55
LIS,MIL,53
LIS,NAP,115
LIS,PAR,46
LIS,PMO,169
LIS,PRG,124
LIS,ROM,76
LIS,SVQ,42
LIS,VLC,30
MAD,BOS,349
MAD,CWB,814
MAD,NYC,347
MAD,SAO,668
MIL,CAG,35
MIL,CFU,74
MIL,CTA,41
MIL,DUS,39
MIL,HER,90
MIL,LAX,444
MIL,NYC,328
MIL,OSL,77
MIL,PMO,41
MIL,PRG,53
MIL,TGD,83
MIL,TIA,41
MIL,VIE,31
MIL,ZAD,49
MIL,ZAG,49
MIL,ZTH,169
OPO,AGP,49
OPO,BCN,37
OPO,BIO,43
OPO,BLQ,83
OPO,BOD,59
OPO,BRU,62
OPO,CWB,975
OPO,FNC,38
OPO,GIG,775
OPO,GRU,757
OPO,KEF,165
OPO,LON,64
OPO,LPA,69
OPO,MAD,26
OPO,MIL,38
OPO,MRS,53
OPO,NAP,80
OPO,PAR,46
OPO,PDL,65
OPO,PMO,112
OPO,PRG,115
OPO,ROM,68
OPO,TLS,46
OPO,VLC,50
PTO,CWB,164
SAO,LAX,583
SAO,LIS,568
SAO,NYC,593
SAO,OPO,731
