originAirport,destinationAirport,minPrice
CWB,BCN,651
CWB,BUE,174
CWB,EZE,185
CWB,LAX,697
CWB,LIS,714
CWB,MAD,675
CWB,MIA,614
CWB,NYC,629
CWB,OPO,753
LIS,ARN,90
LIS,ATH,143
LIS,BOS,374
LIS,CWB,876
LIS,GIG,556
LIS,GRU,596
LIS,JFK,323
LIS,KEF,155
LIS,LON,48
LIS,MIL,28
LIS,NAP,64
LIS,PAR,40
LIS,PMO,146
LIS,PRG,95
LIS,ROM,53
LIS,SVQ,31
LIS,VLC,57
MAD,BOS,287
MAD,CWB,674
MAD,NYC,302
MAD,SAO,519
MIL,CAG,25
MIL,CFU,59
MIL,CTA,23
MIL,DUS,32
MIL,HER,75
MIL,LAX,416
MIL,NYC,287
MIL,OSL,59
MIL,PMO,22
MIL,PRG,30
MIL,TGD,47
MIL,TIA,52
MIL,VIE,20
MIL,ZAD,41
MIL,ZAG,35
MIL,ZTH,177
OPO,AGP,41
OPO,BCN,34
OPO,BIO,35
OPO,BLQ,57
OPO,BOD,32
OPO,BRU,49
OPO,CWB,778
OPO,FNC,28
OPO,GIG,571
OPO,GRU,569
OPO,KEF,169
OPO,LON,29
OPO,LPA,59
OPO,MAD,27
OPO,MIL,32
OPO,MRS,43
OPO,NAP,57
OPO,PAR,48
OPO,PDL,45
OPO,PMO,65
OPO,PRG,82
OPO,ROM,56
OPO,TLS,35
OPO,VLC,42
PTO,CWB,151
SAO,LAX,568
SAO,LIS,550
SAO,NYC,526
SAO,OPO,612
