originAirport,destinationAirport,minPrice
CWB,BCN,659
CWB,BUE,173
CWB,EZE,179
CWB,LAX,691
CWB,LIS,708
CWB,MAD,644
CWB,MIA,586
CWB,NYC,607
CWB,OPO,727
LIS,ARN,91
LIS,ATH,103
LIS,BOS,301
LIS,CWB,601
LIS,GIG,468
LIS,GRU,542
LIS,JFK,309
LIS,KEF,128
LIS,LON,43
LIS,MIL,28
LIS,NAP,64
LIS,PAR,37
LIS,PMO,75
LIS,PRG,88
LIS,ROM,53
LIS,SVQ,29
LIS,VLC,36
MAD,BOS,268
MAD,CWB,662
MAD,NYC,277
MAD,SAO,494
MIL,CAG,23
MIL,CFU,49
MIL,CTA,22
MIL,DUS,63
MIL,HER,65
MIL,LAX,408
MIL,NYC,287
MIL,OSL,53
MIL,PMO,20
MIL,PRG,31
MIL,TGD,53
MIL,TIA,44
MIL,VIE,18
MIL,ZAD,34
MIL,ZAG,33
MIL,ZTH,89
OPO,AGP,33
OPO,BCN,33
OPO,BIO,36
OPO,BLQ,57
OPO,BOD,34
OPO,BRU,42
OPO,CWB,753
OPO,FNC,27
OPO,GIG,558
OPO,GRU,558
OPO,KEF,156
OPO,LON,29
OPO,LPA,52
OPO,MAD,26
OPO,MIL,31
OPO,MRS,40
OPO,NAP,57
OPO,PAR,31
OPO,PDL,52
OPO,PMO,61
OPO,PRG,79
OPO,ROM,61
OPO,TLS,30
OPO,VLC,37
PTO,CWB,140
SAO,LAX,547
SAO,LIS,503
SAO,NYC,519
SAO,OPO,568
