originAirport,destinationAirport,minPrice
CWB,BCN,653
CWB,BUE,301
CWB,EZE,324
CWB,LAX,635
CWB,LIS,728
CWB,MAD,652
CWB,MIA,614
CWB,NYC,539
CWB,OPO,759
LIS,ARN,113
LIS,ATH,135
LIS,BOS,425
LIS,CWB,889
LIS,GIG,605
LIS,GRU,640
LIS,JFK,404
LIS,KEF,132
LIS,LON,38
LIS,MIL,49
LIS,NAP,118
LIS,PAR,45
LIS,PMO,173
LIS,PRG,149
LIS,ROM,54
LIS,SVQ,31
LIS,VLC,60
MAD,BOS,313
MAD,CWB,794
MAD,NYC,346
MAD,SAO,612
MIL,CAG,25
MIL,CFU,58
MIL,CTA,38
MIL,DUS,61
MIL,HER,92
MIL,LAX,492
MIL,NYC,334
MIL,OSL,59
MIL,PMO,35
MIL,PRG,30
MIL,TGD,100
MIL,TIA,55
MIL,VIE,24
MIL,ZAD,32
MIL,ZAG,61
MIL,ZTH,115
OPO,AGP,59
OPO,BCN,46
OPO,BIO,45
OPO,BLQ,57
OPO,BOD,32
OPO,BRU,87
OPO,CWB,943
OPO,FNC,47
OPO,GIG,569
OPO,GRU,567
OPO,KEF,198
OPO,LON,70
OPO,LPA,82
OPO,MAD,33
OPO,MIL,44
OPO,MRS,45
OPO,NAP,114
OPO,PAR,45
OPO,PDL,84
OPO,PMO,119
OPO,PRG,124
OPO,ROM,58
OPO,TLS,48
OPO,VLC,41
PTO,CWB,136
SAO,LAX,590
SAO,LIS,555
SAO,NYC,532
SAO,OPO,603
