originAirport,destinationAirport,minPrice
CWB,BCN,742
CWB,BUE,299
CWB,EZE,312
CWB,LAX,611
CWB,LIS,775
CWB,MAD,709
CWB,MIA,542
CWB,NYC,548
CWB,OPO,853
LIS,ARN,144
LIS,ATH,127
LIS,BOS,383
LIS,CWB,875
LIS,GIG,665
LIS,GRU,635
LIS,JFK,333
LIS,KEF,183
LIS,LON,46
LIS,MIL,60
LIS,NAP,137
LIS,PAR,45
LIS,PMO,157
LIS,PRG,122
LIS,ROM,96
LIS,SVQ,31
LIS,VLC,51
MAD,BOS,372
MAD,CWB,758
MAD,NYC,346
MAD,SAO,604
MIL,CAG,42
MIL,CFU,58
MIL,CTA,41
MIL,DUS,34
MIL,HER,96
MIL,LAX,476
MIL,NYC,335
MIL,OSL,77
MIL,PMO,42
MIL,PRG,45
MIL,TGD,110
MIL,TIA,49
MIL,VIE,38
MIL,ZAD,38
MIL,ZAG,53
MIL,ZTH,132
OPO,AGP,38
OPO,BCN,44
OPO,BIO,66
OPO,BLQ,79
OPO,BOD,45
OPO,BRU,85
OPO,CWB,889
OPO,FNC,48
OPO,GIG,800
OPO,GRU,726
OPO,KEF,211
OPO,LON,61
OPO,LPA,70
OPO,MAD,34
OPO,MIL,49
OPO,MRS,60
OPO,NAP,116
OPO,PAR,45
OPO,PDL,56
OPO,PMO,126
OPO,PRG,131
OPO,ROM,73
OPO,TLS,30
OPO,VLC,41
PTO,CWB,228
SAO,LAX,573
SAO,LIS,668
SAO,NYC,468
SAO,OPO,674
