originAirport,destinationAirport,minPrice
CWB,BCN,779
CWB,BUE,290
CWB,EZE,300
CWB,LAX,680
CWB,LIS,753
CWB,MAD,734
CWB,MIA,562
CWB,NYC,575
CWB,OPO,902
LIS,ARN,138
LIS,ATH,120
LIS,BOS,477
LIS,CWB,841
LIS,GIG,659
LIS,GRU,620
LIS,JFK,410
LIS,KEF,214
LIS,LON,70
LIS,MIL,60
LIS,NAP,97
LIS,PAR,48
LIS,PMO,128
LIS,PRG,131
LIS,ROM,62
LIS,SVQ,28
LIS,VLC,33
MAD,BOS,372
MAD,CWB,780
MAD,NYC,330
MAD,SAO,642
MIL,CAG,54
MIL,CFU,75
MIL,CTA,32
MIL,DUS,42
MIL,HER,87
MIL,LAX,452
MIL,NYC,333
MIL,OSL,85
MIL,PMO,37
MIL,PRG,47
MIL,TGD,101
MIL,TIA,51
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,46
MIL,ZTH,161
OPO,AGP,51
OPO,BCN,37
OPO,BIO,34
OPO,BLQ,106
OPO,BOD,42
OPO,BRU,80
OPO,CWB,955
OPO,FNC,44
OPO,GIG,803
OPO,GRU,681
OPO,KEF,180
OPO,LON,63
OPO,LPA,86
OPO,MAD,31
OPO,MIL,50
OPO,MRS,43
OPO,NAP,78
OPO,PAR,42
OPO,PDL,87
OPO,PMO,114
OPO,PRG,115
OPO,ROM,70
OPO,TLS,28
OPO,VLC,38
PTO,CWB,147
SAO,LAX,506
SAO,LIS,533
SAO,NYC,492
SAO,OPO,685
