originAirport,destinationAirport,minPrice
CWB,BCN,799
CWB,BUE,177
CWB,EZE,197
CWB,LAX,616
CWB,LIS,809
CWB,MAD,673
CWB,MIA,586
CWB,NYC,601
CWB,OPO,926
LIS,ARN,103
LIS,ATH,145
LIS,BOS,486
LIS,CWB,875
LIS,GIG,635
LIS,GRU,591
LIS,JFK,411
LIS,KEF,171
LIS,LON,55
LIS,MIL,53
LIS,NAP,117
LIS,PAR,46
LIS,PMO,169
LIS,PRG,124
LIS,ROM,76
LIS,SVQ,36
LIS,VLC,30
MAD,BOS,307
MAD,CWB,814
MAD,NYC,298
MAD,SAO,512
MIL,CAG,22
MIL,CFU,53
MIL,CTA,41
MIL,DUS,61
MIL,HER,68
MIL,LAX,420
MIL,NYC,299
MIL,OSL,55
MIL,PMO,41
MIL,PRG,29
MIL,TGD,83
MIL,TIA,45
MIL,VIE,31
MIL,ZAD,32
MIL,ZAG,49
MIL,ZTH,84
OPO,AGP,42
OPO,BCN,37
OPO,BIO,43
OPO,BLQ,58
OPO,BOD,59
OPO,BRU,73
OPO,CWB,732
OPO,FNC,38
OPO,GIG,775
OPO,GRU,757
OPO,KEF,165
OPO,LON,64
OPO,LPA,71
OPO,MAD,30
OPO,MIL,33
OPO,MRS,49
OPO,NAP,80
OPO,PAR,38
OPO,PDL,65
OPO,PMO,70
OPO,PRG,115
OPO,ROM,68
OPO,TLS,46
OPO,VLC,50
PTO,CWB,164
SAO,LAX,564
SAO,LIS,557
SAO,NYC,593
SAO,OPO,602
