originAirport,destinationAirport,minPrice
CWB,BCN,777
CWB,BUE,290
CWB,EZE,297
CWB,LAX,678
CWB,LIS,721
CWB,MAD,732
CWB,MIA,562
CWB,NYC,566
CWB,OPO,949
LIS,ARN,138
LIS,ATH,126
LIS,BOS,476
LIS,CWB,839
LIS,GIG,607
LIS,GRU,616
LIS,JFK,404
LIS,KEF,207
LIS,LON,46
LIS,MIL,53
LIS,NAP,110
LIS,PAR,48
LIS,PMO,139
LIS,PRG,135
LIS,ROM,68
LIS,SVQ,32
LIS,VLC,37
MAD,BOS,371
MAD,CWB,739
MAD,NYC,329
MAD,SAO,606
MIL,CAG,54
MIL,CFU,62
MIL,CTA,32
MIL,DUS,42
MIL,HER,87
MIL,LAX,451
MIL,NYC,332
MIL,OSL,83
MIL,PMO,38
MIL,PRG,47
MIL,TGD,101
MIL,TIA,50
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,46
MIL,ZTH,160
OPO,AGP,37
OPO,BCN,26
OPO,BIO,48
OPO,BLQ,99
OPO,BOD,41
OPO,BRU,64
OPO,CWB,808
OPO,FNC,44
OPO,GIG,792
OPO,GRU,680
OPO,KEF,199
OPO,LON,58
OPO,LPA,87
OPO,MAD,29
OPO,MIL,48
OPO,MRS,44
OPO,NAP,98
OPO,PAR,45
OPO,PDL,81
OPO,PMO,109
OPO,PRG,107
OPO,ROM,90
OPO,TLS,45
OPO,VLC,43
PTO,CWB,146
SAO,LAX,446
SAO,LIS,521
SAO,NYC,495
SAO,OPO,714
