originAirport,destinationAirport,minPrice
CWB,BCN,755
CWB,BUE,259
CWB,EZE,301
CWB,LAX,706
CWB,LIS,737
CWB,MAD,741
CWB,MIA,595
CWB,NYC,625
CWB,OPO,967
LIS,ARN,156
LIS,ATH,134
LIS,BOS,478
LIS,CWB,878
LIS,GIG,642
LIS,GRU,584
LIS,JFK,409
LIS,KEF,209
LIS,LON,48
LIS,MIL,53
LIS,NAP,121
LIS,PAR,50
LIS,PMO,156
LIS,PRG,113
LIS,ROM,76
LIS,SVQ,34
LIS,VLC,26
MAD,BOS,420
MAD,CWB,795
MAD,NYC,356
MAD,SAO,635
MIL,CAG,55
MIL,CFU,74
MIL,CTA,38
MIL,DUS,48
MIL,HER,101
MIL,LAX,435
MIL,NYC,311
MIL,OSL,74
MIL,PMO,39
MIL,PRG,51
MIL,TGD,89
MIL,TIA,48
MIL,VIE,46
MIL,ZAD,35
MIL,ZAG,39
MIL,ZTH,154
OPO,AGP,44
OPO,BCN,36
OPO,BIO,32
OPO,BLQ,95
OPO,BOD,43
OPO,BRU,55
OPO,CWB,958
OPO,FNC,49
OPO,GIG,756
OPO,GRU,695
OPO,KEF,163
OPO,LON,56
OPO,LPA,77
OPO,MAD,30
OPO,MIL,45
OPO,MRS,53
OPO,NAP,85
OPO,PAR,47
OPO,PDL,76
OPO,PMO,128
OPO,PRG,113
OPO,ROM,71
OPO,TLS,54
OPO,VLC,46
PTO,CWB,177
SAO,LAX,587
SAO,LIS,554
SAO,NYC,558
SAO,OPO,707
