originAirport,destinationAirport,minPrice
CWB,BCN,647
CWB,BUE,171
CWB,EZE,186
CWB,LAX,687
CWB,LIS,712
CWB,MAD,656
CWB,MIA,600
CWB,NYC,615
CWB,OPO,734
LIS,ARN,87
LIS,ATH,105
LIS,BOS,308
LIS,CWB,888
LIS,GIG,558
LIS,GRU,524
LIS,JFK,312
LIS,KEF,152
LIS,LON,43
LIS,MIL,28
LIS,NAP,64
LIS,PAR,38
LIS,PMO,78
LIS,PRG,95
LIS,ROM,53
LIS,SVQ,33
LIS,VLC,35
MAD,BOS,275
MAD,CWB,663
MAD,NYC,292
MAD,SAO,512
MIL,CAG,23
MIL,CFU,55
MIL,CTA,23
MIL,DUS,65
MIL,HER,68
MIL,LAX,411
MIL,NYC,281
MIL,OSL,58
MIL,PMO,20
MIL,PRG,29
MIL,TGD,50
MIL,TIA,50
MIL,VIE,28
MIL,ZAD,37
MIL,ZAG,31
MIL,ZTH,91
OPO,AGP,42
OPO,BCN,35
OPO,BIO,35
OPO,BLQ,54
OPO,BOD,34
OPO,BRU,49
OPO,CWB,947
OPO,FNC,28
OPO,GIG,569
OPO,GRU,564
OPO,KEF,155
OPO,LON,29
OPO,LPA,56
OPO,MAD,26
OPO,MIL,32
OPO,MRS,41
OPO,NAP,57
OPO,PAR,32
OPO,PDL,49
OPO,PMO,63
OPO,PRG,80
OPO,ROM,59
OPO,TLS,32
OPO,VLC,40
PTO,CWB,134
SAO,LAX,550
SAO,LIS,537
SAO,NYC,438
SAO,OPO,587
