originAirport,destinationAirport,minPrice
CWB,BCN,749
CWB,BUE,292
CWB,EZE,284
CWB,LAX,651
CWB,LIS,796
CWB,MAD,763
CWB,MIA,570
CWB,NYC,611
CWB,OPO,957
LIS,ARN,118
LIS,ATH,159
LIS,BOS,445
LIS,CWB,882
LIS,GIG,651
LIS,GRU,612
LIS,JFK,368
LIS,KEF,198
LIS,LON,71
LIS,MIL,61
LIS,NAP,115
LIS,PAR,51
LIS,PMO,140
LIS,PRG,129
LIS,ROM,83
LIS,SVQ,30
LIS,VLC,44
MAD,BOS,307
MAD,CWB,787
MAD,NYC,332
MAD,SAO,673
MIL,CAG,37
MIL,CFU,72
MIL,CTA,37
MIL,DUS,52
MIL,HER,87
MIL,LAX,432
MIL,NYC,346
MIL,OSL,93
MIL,PMO,34
MIL,PRG,47
MIL,TGD,96
MIL,TIA,51
MIL,VIE,30
MIL,ZAD,26
MIL,ZAG,46
MIL,ZTH,159
OPO,AGP,35
OPO,BCN,34
OPO,BIO,29
OPO,BLQ,89
OPO,BOD,39
OPO,BRU,74
OPO,CWB,925
OPO,FNC,43
OPO,GIG,799
OPO,GRU,738
OPO,KEF,200
OPO,LON,55
OPO,LPA,76
OPO,MAD,23
OPO,MIL,40
OPO,MRS,58
OPO,NAP,87
OPO,PAR,50
OPO,PDL,88
OPO,PMO,139
OPO,PRG,121
OPO,ROM,74
OPO,TLS,44
OPO,VLC,49
PTO,CWB,133
SAO,LAX,524
SAO,LIS,539
SAO,NYC,539
SAO,OPO,719
