originAirport,destinationAirport,minPrice
CWB,BCN,778
CWB,BUE,312
CWB,EZE,367
CWB,LAX,669
CWB,LIS,804
CWB,MAD,773
CWB,MIA,558
CWB,NYC,599
CWB,OPO,843
LIS,ARN,129
LIS,ATH,147
LIS,BOS,395
LIS,CWB,894
LIS,GIG,738
LIS,GRU,612
LIS,JFK,339
LIS,KEF,178
LIS,LON,41
LIS,MIL,53
LIS,NAP,112
LIS,PAR,48
LIS,PMO,156
LIS,PRG,134
LIS,ROM,88
LIS,SVQ,32
LIS,VLC,30
MAD,BOS,401
MAD,CWB,792
MAD,NYC,337
MAD,SAO,588
MIL,CAG,50
MIL,CFU,61
MIL,CTA,40
MIL,DUS,40
MIL,HER,82
MIL,LAX,491
MIL,NYC,342
MIL,OSL,95
MIL,PMO,45
MIL,PRG,42
MIL,TGD,92
MIL,TIA,43
MIL,VIE,41
MIL,ZAD,25
MIL,ZAG,44
MIL,ZTH,143
OPO,AGP,36
OPO,BCN,37
OPO,BIO,75
OPO,BLQ,93
OPO,BOD,42
OPO,BRU,84
OPO,CWB,845
OPO,FNC,47
OPO,GIG,802
OPO,GRU,648
OPO,KEF,205
OPO,LON,65
OPO,LPA,90
OPO,MAD,33
OPO,MIL,44
OPO,MRS,63
OPO,NAP,60
OPO,PAR,41
OPO,PDL,63
OPO,PMO,137
OPO,PRG,112
OPO,ROM,58
OPO,TLS,29
OPO,VLC,36
PTO,CWB,161
SAO,LAX,564
SAO,LIS,629
SAO,NYC,502
SAO,OPO,678
