originAirport,destinationAirport,minPrice
CWB,BCN,782
CWB,BUE,291
CWB,EZE,301
CWB,LAX,683
CWB,LIS,808
CWB,MAD,737
CWB,MIA,564
CWB,NYC,578
CWB,OPO,930
LIS,ARN,136
LIS,ATH,125
LIS,BOS,429
LIS,CWB,844
LIS,GIG,567
LIS,GRU,567
LIS,JFK,401
LIS,KEF,214
LIS,LON,65
LIS,MIL,53
LIS,NAP,134
LIS,PAR,48
LIS,PMO,133
LIS,PRG,136
LIS,ROM,59
LIS,SVQ,32
LIS,VLC,55
MAD,BOS,373
MAD,CWB,782
MAD,NYC,331
MAD,SAO,644
MIL,CAG,54
MIL,CFU,58
MIL,CTA,33
MIL,DUS,42
MIL,HER,87
MIL,LAX,454
MIL,NYC,334
MIL,OSL,83
MIL,PMO,37
MIL,PRG,47
MIL,TGD,102
MIL,TIA,51
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,46
MIL,ZTH,162
OPO,AGP,35
OPO,BCN,31
OPO,BIO,61
OPO,BLQ,102
OPO,BOD,41
OPO,BRU,56
OPO,CWB,927
OPO,FNC,40
OPO,GIG,537
OPO,GRU,723
OPO,KEF,164
OPO,LON,52
OPO,LPA,71
OPO,MAD,29
OPO,MIL,44
OPO,MRS,50
OPO,NAP,111
OPO,PAR,46
OPO,PDL,48
OPO,PMO,110
OPO,PRG,129
OPO,ROM,78
OPO,TLS,39
OPO,VLC,46
PTO,CWB,147
SAO,LAX,507
SAO,LIS,557
SAO,NYC,494
SAO,OPO,640
