originAirport,destinationAirport,minPrice
CWB,BCN,769
CWB,BUE,338
CWB,EZE,304
CWB,LAX,695
CWB,LIS,661
CWB,MAD,775
CWB,MIA,571
CWB,NYC,589
CWB,OPO,846
LIS,ARN,166
LIS,ATH,115
LIS,BOS,414
LIS,CWB,825
LIS,GIG,626
LIS,GRU,611
LIS,JFK,406
LIS,KEF,161
LIS,LON,71
LIS,MIL,53
LIS,NAP,110
LIS,PAR,55
LIS,PMO,116
LIS,PRG,139
LIS,ROM,75
LIS,SVQ,35
LIS,VLC,41
MAD,BOS,360
MAD,CWB,836
MAD,NYC,321
MAD,SAO,622
MIL,CAG,41
MIL,CFU,59
MIL,CTA,35
MIL,DUS,45
MIL,HER,94
MIL,LAX,467
MIL,NYC,326
MIL,OSL,91
MIL,PMO,43
MIL,PRG,46
MIL,TGD,64
MIL,TIA,49
MIL,VIE,45
MIL,ZAD,38
MIL,ZAG,38
MIL,ZTH,147
OPO,AGP,44
OPO,BCN,33
OPO,BIO,48
OPO,BLQ,103
OPO,BOD,44
OPO,BRU,72
OPO,CWB,924
OPO,FNC,32
OPO,GIG,699
OPO,GRU,646
OPO,KEF,192
OPO,LON,67
OPO,LPA,66
OPO,MAD,28
OPO,MIL,57
OPO,MRS,54
OPO,NAP,109
OPO,PAR,47
OPO,PDL,69
OPO,PMO,142
OPO,PRG,115
OPO,ROM,76
OPO,TLS,30
OPO,VLC,38
PTO,CWB,147
SAO,LAX,472
SAO,LIS,531
SAO,NYC,521
SAO,OPO,675
