originAirport,destinationAirport,minPrice
CWB,BCN,704
CWB,BUE,319
CWB,EZE,330
CWB,LAX,670
CWB,LIS,711
CWB,MAD,712
CWB,MIA,535
CWB,NYC,516
CWB,OPO,839
LIS,ARN,110
LIS,ATH,142
LIS,BOS,372
LIS,CWB,873
LIS,GIG,653
LIS,GRU,633
LIS,JFK,356
LIS,KEF,174
LIS,LON,33
LIS,MIL,52
LIS,NAP,122
LIS,PAR,47
LIS,PMO,121
LIS,PRG,136
LIS,ROM,81
LIS,SVQ,37
LIS,VLC,56
MAD,BOS,361
MAD,CWB,721
MAD,NYC,303
MAD,SAO,612
MIL,CAG,42
MIL,CFU,67
MIL,CTA,47
MIL,DUS,32
MIL,HER,99
MIL,LAX,491
MIL,NYC,313
MIL,OSL,93
MIL,PMO,36
MIL,PRG,42
MIL,TGD,102
MIL,TIA,62
MIL,VIE,35
MIL,ZAD,33
MIL,ZAG,41
MIL,ZTH,175
OPO,AGP,44
OPO,BCN,46
OPO,BIO,36
OPO,BLQ,79
OPO,BOD,42
OPO,BRU,90
OPO,CWB,891
OPO,FNC,53
OPO,GIG,751
OPO,GRU,717
OPO,KEF,183
OPO,LON,65
OPO,LPA,100
OPO,MAD,26
OPO,MIL,44
OPO,MRS,58
OPO,NAP,97
OPO,PAR,47
OPO,PDL,70
OPO,PMO,102
OPO,PRG,103
OPO,ROM,64
OPO,TLS,45
OPO,VLC,46
PTO,CWB,172
SAO,LAX,520
SAO,LIS,616
SAO,NYC,511
SAO,OPO,674
