originAirport,destinationAirport,minPrice
CWB,BCN,770
CWB,BUE,338
CWB,EZE,305
CWB,LAX,695
CWB,LIS,833
CWB,MAD,777
CWB,MIA,566
CWB,NYC,588
CWB,OPO,833
LIS,ARN,134
LIS,ATH,156
LIS,BOS,449
LIS,CWB,877
LIS,GIG,651
LIS,GRU,623
LIS,JFK,373
LIS,KEF,200
LIS,LON,53
LIS,MIL,53
LIS,NAP,140
LIS,PAR,44
LIS,PMO,125
LIS,PRG,151
LIS,ROM,68
LIS,SVQ,32
LIS,VLC,39
MAD,BOS,359
MAD,CWB,838
MAD,NYC,319
MAD,SAO,623
MIL,CAG,39
MIL,CFU,58
MIL,CTA,35
MIL,DUS,45
MIL,HER,94
MIL,LAX,470
MIL,NYC,330
MIL,OSL,92
MIL,PMO,42
MIL,PRG,48
MIL,TGD,94
MIL,TIA,49
MIL,VIE,44
MIL,ZAD,37
MIL,ZAG,40
MIL,ZTH,148
OPO,AGP,40
OPO,BCN,33
OPO,BIO,32
OPO,BLQ,97
OPO,BOD,41
OPO,BRU,69
OPO,CWB,917
OPO,FNC,39
OPO,GIG,701
OPO,GRU,646
OPO,KEF,163
OPO,LON,68
OPO,LPA,79
OPO,MAD,32
OPO,MIL,49
OPO,MRS,47
OPO,NAP,110
OPO,PAR,47
OPO,PDL,57
OPO,PMO,76
OPO,PRG,133
OPO,ROM,63
OPO,TLS,31
OPO,VLC,37
PTO,CWB,147
SAO,LAX,469
SAO,LIS,570
SAO,NYC,521
SAO,OPO,689
