originAirport,destinationAirport,minPrice
CWB,BCN,659
CWB,BUE,177
CWB,EZE,193
CWB,LAX,718
CWB,LIS,720
CWB,MAD,673
CWB,MIA,590
CWB,NYC,603
CWB,OPO,751
LIS,ARN,96
LIS,ATH,112
LIS,BOS,331
LIS,CWB,624
LIS,GIG,533
LIS,GRU,557
LIS,JFK,334
LIS,KEF,141
LIS,LON,41
LIS,MIL,40
LIS,NAP,68
LIS,PAR,43
LIS,PMO,79
LIS,PRG,93
LIS,ROM,58
LIS,SVQ,30
LIS,VLC,33
MAD,BOS,296
MAD,CWB,664
MAD,NYC,300
MAD,SAO,520
MIL,CAG,22
MIL,CFU,51
MIL,CTA,23
MIL,DUS,61
MIL,HER,66
MIL,LAX,422
MIL,NYC,293
MIL,OSL,55
MIL,PMO,22
MIL,PRG,30
MIL,TGD,55
MIL,TIA,44
MIL,VIE,20
MIL,ZAD,35
MIL,ZAG,32
MIL,ZTH,83
OPO,AGP,38
OPO,BCN,30
OPO,BIO,29
OPO,BLQ,58
OPO,BOD,38
OPO,BRU,50
OPO,CWB,744
OPO,FNC,33
OPO,GIG,541
OPO,GRU,568
OPO,KEF,161
OPO,LON,28
OPO,LPA,50
OPO,MAD,27
OPO,MIL,37
OPO,MRS,47
OPO,NAP,62
OPO,PAR,38
OPO,PDL,58
OPO,PMO,70
OPO,PRG,79
OPO,ROM,68
OPO,TLS,30
OPO,VLC,38
PTO,CWB,128
SAO,LAX,566
SAO,LIS,523
SAO,NYC,545
SAO,OPO,594
