originAirport,destinationAirport,minPrice
CWB,BCN,744
CWB,BUE,294
CWB,EZE,280
CWB,LAX,634
CWB,LIS,831
CWB,MAD,740
CWB,MIA,588
CWB,NYC,548
CWB,OPO,812
LIS,ARN,131
LIS,ATH,117
LIS,BOS,452
LIS,CWB,838
LIS,GIG,468
LIS,GRU,583
LIS,JFK,407
LIS,KEF,181
LIS,LON,68
LIS,MIL,49
LIS,NAP,101
LIS,PAR,47
LIS,PMO,117
LIS,PRG,137
LIS,ROM,52
LIS,SVQ,33
LIS,VLC,36
MAD,BOS,371
MAD,CWB,751
MAD,NYC,304
MAD,SAO,572
MIL,CAG,55
MIL,CFU,60
MIL,CTA,34
MIL,DUS,44
MIL,HER,100
MIL,LAX,465
MIL,NYC,324
MIL,OSL,84
MIL,PMO,38
MIL,PRG,49
MIL,TGD,85
MIL,TIA,45
MIL,VIE,36
MIL,ZAD,38
MIL,ZAG,58
MIL,ZTH,167
OPO,AGP,35
OPO,BCN,27
OPO,BIO,42
OPO,BLQ,85
OPO,BOD,41
OPO,BRU,52
OPO,CWB,879
OPO,FNC,40
OPO,GIG,735
OPO,GRU,562
OPO,KEF,157
OPO,LON,62
OPO,LPA,74
OPO,MAD,30
OPO,MIL,40
OPO,MRS,43
OPO,NAP,71
OPO,PAR,39
OPO,PDL,74
OPO,PMO,113
OPO,PRG,132
OPO,ROM,76
OPO,TLS,35
OPO,VLC,38
PTO,CWB,124
SAO,LAX,434
SAO,LIS,534
SAO,NYC,510
SAO,OPO,640
