originAirport,destinationAirport,minPrice
CWB,BCN,769
CWB,BUE,337
CWB,EZE,304
CWB,LAX,695
CWB,LIS,749
CWB,MAD,775
CWB,MIA,571
CWB,NYC,589
CWB,OPO,796
LIS,ARN,150
LIS,ATH,114
LIS,BOS,451
LIS,CWB,875
LIS,GIG,630
LIS,GRU,611
LIS,JFK,406
LIS,KEF,178
LIS,LON,71
LIS,MIL,57
LIS,NAP,114
LIS,PAR,55
LIS,PMO,123
LIS,PRG,126
LIS,ROM,74
LIS,SVQ,34
LIS,VLC,36
MAD,BOS,360
MAD,CWB,836
MAD,NYC,321
MAD,SAO,621
MIL,CAG,41
MIL,CFU,59
MIL,CTA,35
MIL,DUS,45
MIL,HER,94
MIL,LAX,467
MIL,NYC,326
MIL,OSL,91
MIL,PMO,43
MIL,PRG,46
MIL,TGD,64
MIL,TIA,49
MIL,VIE,45
MIL,ZAD,38
MIL,ZAG,38
MIL,ZTH,147
OPO,AGP,57
OPO,BCN,33
OPO,BIO,49
OPO,BLQ,92
OPO,BOD,40
OPO,BRU,69
OPO,CWB,923
OPO,FNC,32
OPO,GIG,699
OPO,GRU,646
OPO,KEF,172
OPO,LON,65
OPO,LPA,69
OPO,MAD,24
OPO,MIL,57
OPO,MRS,55
OPO,NAP,100
OPO,PAR,40
OPO,PDL,63
OPO,PMO,139
OPO,PRG,113
OPO,ROM,55
OPO,TLS,35
OPO,VLC,36
PTO,CWB,147
SAO,LAX,472
SAO,LIS,578
SAO,NYC,521
SAO,OPO,679
