originAirport,destinationAirport,minPrice
CWB,BCN,799
CWB,BUE,278
CWB,EZE,196
CWB,LAX,715
CWB,LIS,748
CWB,MAD,789
CWB,MIA,623
CWB,NYC,653
CWB,OPO,752
LIS,ARN,103
LIS,ATH,113
LIS,BOS,340
LIS,CWB,628
LIS,GIG,534
LIS,GRU,553
LIS,JFK,402
LIS,KEF,167
LIS,LON,42
LIS,MIL,40
LIS,NAP,117
LIS,PAR,42
LIS,PMO,80
LIS,PRG,94
LIS,ROM,58
LIS,SVQ,29
LIS,VLC,32
MAD,BOS,346
MAD,CWB,665
MAD,NYC,301
MAD,SAO,519
MIL,CAG,22
MIL,CFU,72
MIL,CTA,41
MIL,DUS,38
MIL,HER,91
MIL,LAX,421
MIL,NYC,296
MIL,OSL,77
MIL,PMO,41
MIL,PRG,53
MIL,TGD,85
MIL,TIA,45
MIL,VIE,20
MIL,ZAD,50
MIL,ZAG,31
MIL,ZTH,169
OPO,AGP,41
OPO,BCN,32
OPO,BIO,34
OPO,BLQ,56
OPO,BOD,37
OPO,BRU,48
OPO,CWB,742
OPO,FNC,35
OPO,GIG,542
OPO,GRU,734
OPO,KEF,161
OPO,LON,66
OPO,LPA,51
OPO,MAD,27
OPO,MIL,33
OPO,MRS,41
OPO,NAP,62
OPO,PAR,39
OPO,PDL,56
OPO,PMO,70
OPO,PRG,79
OPO,ROM,68
OPO,TLS,30
OPO,VLC,38
PTO,CWB,129
SAO,LAX,566
SAO,LIS,539
SAO,NYC,543
SAO,OPO,595
