originAirport,destinationAirport,minPrice
CWB,BCN,776
CWB,BUE,313
CWB,EZE,378
CWB,LAX,668
CWB,LIS,843
CWB,MAD,764
CWB,MIA,558
CWB,NYC,593
CWB,OPO,840
LIS,ARN,136
LIS,ATH,154
LIS,BOS,418
LIS,CWB,891
LIS,GIG,481
LIS,GRU,626
LIS,JFK,360
LIS,KEF,191
LIS,LON,43
LIS,MIL,52
LIS,NAP,114
LIS,PAR,54
LIS,PMO,163
LIS,PRG,159
LIS,ROM,94
LIS,SVQ,38
LIS,VLC,60
MAD,BOS,388
MAD,CWB,789
MAD,NYC,336
MAD,SAO,672
MIL,CAG,51
MIL,CFU,58
MIL,CTA,40
MIL,DUS,39
MIL,HER,83
MIL,LAX,490
MIL,NYC,341
MIL,OSL,88
MIL,PMO,44
MIL,PRG,41
MIL,TGD,87
MIL,TIA,42
MIL,VIE,40
MIL,ZAD,27
MIL,ZAG,27
MIL,ZTH,147
OPO,AGP,55
OPO,BCN,52
OPO,BIO,41
OPO,BLQ,103
OPO,BOD,40
OPO,BRU,99
OPO,CWB,951
OPO,FNC,46
OPO,GIG,840
OPO,GRU,758
OPO,KEF,188
OPO,LON,61
OPO,LPA,87
OPO,MAD,35
OPO,MIL,49
OPO,MRS,51
OPO,NAP,122
OPO,PAR,45
OPO,PDL,71
OPO,PMO,162
OPO,PRG,124
OPO,ROM,83
OPO,TLS,34
OPO,VLC,57
PTO,CWB,160
SAO,LAX,565
SAO,LIS,673
SAO,NYC,506
SAO,OPO,681
