originAirport,destinationAirport,minPrice
CWB,BCN,651
CWB,BUE,174
CWB,EZE,188
CWB,LAX,701
CWB,LIS,727
CWB,MAD,675
CWB,MIA,614
CWB,NYC,629
CWB,OPO,753
LIS,ARN,90
LIS,ATH,108
LIS,BOS,323
LIS,CWB,633
LIS,GIG,555
LIS,GRU,535
LIS,JFK,323
LIS,KEF,132
LIS,LON,38
LIS,MIL,28
LIS,NAP,65
LIS,PAR,37
LIS,PMO,77
LIS,PRG,95
LIS,ROM,54
LIS,SVQ,24
LIS,VLC,37
MAD,BOS,287
MAD,CWB,673
MAD,NYC,302
MAD,SAO,612
MIL,CAG,25
MIL,CFU,58
MIL,CTA,22
MIL,DUS,61
MIL,HER,75
MIL,LAX,416
MIL,NYC,285
MIL,OSL,59
MIL,PMO,22
MIL,PRG,30
MIL,TGD,46
MIL,TIA,52
MIL,VIE,24
MIL,ZAD,40
MIL,ZAG,35
MIL,ZTH,91
OPO,AGP,47
OPO,BCN,37
OPO,BIO,35
OPO,BLQ,57
OPO,BOD,32
OPO,BRU,48
OPO,CWB,772
OPO,FNC,28
OPO,GIG,569
OPO,GRU,567
OPO,KEF,168
OPO,LON,29
OPO,LPA,59
OPO,MAD,27
OPO,MIL,32
OPO,MRS,43
OPO,NAP,58
OPO,PAR,33
OPO,PDL,48
OPO,PMO,65
OPO,PRG,82
OPO,ROM,56
OPO,TLS,35
OPO,VLC,41
PTO,CWB,136
SAO,LAX,567
SAO,LIS,550
SAO,NYC,526
SAO,OPO,603
