originAirport,destinationAirport,minPrice
CWB,BCN,799
CWB,BUE,278
CWB,EZE,275
CWB,LAX,614
CWB,LIS,809
CWB,MAD,789
CWB,MIA,623
CWB,NYC,653
CWB,OPO,931
LIS,ARN,138
LIS,ATH,161
LIS,BOS,381
LIS,CWB,875
LIS,GIG,603
LIS,GRU,592
LIS,JFK,402
LIS,KEF,169
LIS,LON,54
LIS,MIL,53
LIS,NAP,115
LIS,PAR,52
LIS,PMO,121
LIS,PRG,140
LIS,ROM,80
LIS,SVQ,39
LIS,VLC,37
MAD,BOS,346
MAD,CWB,814
MAD,NYC,347
MAD,SAO,668
MIL,CAG,38
MIL,CFU,73
MIL,CTA,41
MIL,DUS,39
MIL,HER,91
MIL,LAX,444
MIL,NYC,329
MIL,OSL,77
MIL,PMO,41
MIL,PRG,53
MIL,TGD,83
MIL,TIA,40
MIL,VIE,31
MIL,ZAD,49
MIL,ZAG,46
MIL,ZTH,166
OPO,AGP,51
OPO,BCN,28
OPO,BIO,42
OPO,BLQ,99
OPO,BOD,40
OPO,BRU,62
OPO,CWB,975
OPO,FNC,43
OPO,GIG,776
OPO,GRU,766
OPO,KEF,172
OPO,LON,60
OPO,LPA,69
OPO,MAD,30
OPO,MIL,38
OPO,MRS,51
OPO,NAP,80
OPO,PAR,46
OPO,PDL,71
OPO,PMO,112
OPO,PRG,125
OPO,ROM,77
OPO,TLS,56
OPO,VLC,48
PTO,CWB,164
SAO,LAX,586
SAO,LIS,541
SAO,NYC,594
SAO,OPO,732
