originAirport,destinationAirport,minPrice
CWB,BCN,743
CWB,BUE,299
CWB,EZE,314
CWB,LAX,611
CWB,LIS,725
CWB,MAD,710
CWB,MIA,543
CWB,NYC,549
CWB,OPO,792
LIS,ARN,89
LIS,ATH,125
LIS,BOS,383
LIS,CWB,875
LIS,GIG,665
LIS,GRU,638
LIS,JFK,333
LIS,KEF,179
LIS,LON,38
LIS,MIL,53
LIS,NAP,125
LIS,PAR,48
LIS,PMO,78
LIS,PRG,136
LIS,ROM,86
LIS,SVQ,32
LIS,VLC,42
MAD,BOS,372
MAD,CWB,759
MAD,NYC,346
MAD,SAO,604
MIL,CAG,42
MIL,CFU,58
MIL,CTA,41
MIL,DUS,34
MIL,HER,96
MIL,LAX,476
MIL,NYC,338
MIL,OSL,76
MIL,PMO,42
MIL,PRG,45
MIL,TGD,110
MIL,TIA,49
MIL,VIE,38
MIL,ZAD,40
MIL,ZAG,53
MIL,ZTH,135
OPO,AGP,44
OPO,BCN,44
OPO,BIO,60
OPO,BLQ,81
OPO,BOD,45
OPO,BRU,48
OPO,CWB,889
OPO,FNC,48
OPO,GIG,584
OPO,GRU,709
OPO,KEF,213
OPO,LON,61
OPO,LPA,84
OPO,MAD,29
OPO,MIL,34
OPO,MRS,42
OPO,NAP,106
OPO,PAR,47
OPO,PDL,53
OPO,PMO,126
OPO,PRG,103
OPO,ROM,71
OPO,TLS,32
OPO,VLC,42
PTO,CWB,222
SAO,LAX,572
SAO,LIS,666
SAO,NYC,468
SAO,OPO,674
