originAirport,destinationAirport,minPrice
CWB,BCN,649
CWB,BUE,298
CWB,EZE,324
CWB,LAX,630
CWB,LIS,724
CWB,MAD,648
CWB,MIA,534
CWB,NYC,534
CWB,OPO,755
LIS,ARN,112
LIS,ATH,86
LIS,BOS,353
LIS,CWB,885
LIS,GIG,634
LIS,GRU,619
LIS,JFK,402
LIS,KEF,167
LIS,LON,30
LIS,MIL,49
LIS,NAP,106
LIS,PAR,47
LIS,PMO,172
LIS,PRG,77
LIS,ROM,71
LIS,SVQ,32
LIS,VLC,60
MAD,BOS,314
MAD,CWB,788
MAD,NYC,344
MAD,SAO,468
MIL,CAG,44
MIL,CFU,94
MIL,CTA,37
MIL,DUS,36
MIL,HER,91
MIL,LAX,488
MIL,NYC,334
MIL,OSL,97
MIL,PMO,35
MIL,PRG,39
MIL,TGD,100
MIL,TIA,55
MIL,VIE,35
MIL,ZAD,42
MIL,ZAG,67
MIL,ZTH,114
OPO,AGP,50
OPO,BCN,39
OPO,BIO,37
OPO,BLQ,102
OPO,BOD,42
OPO,BRU,87
OPO,CWB,939
OPO,FNC,56
OPO,GIG,715
OPO,GRU,694
OPO,KEF,197
OPO,LON,69
OPO,LPA,81
OPO,MAD,35
OPO,MIL,46
OPO,MRS,57
OPO,NAP,125
OPO,PAR,49
OPO,PDL,82
OPO,PMO,166
OPO,PRG,131
OPO,ROM,55
OPO,TLS,39
OPO,VLC,53
PTO,CWB,184
SAO,LAX,584
SAO,LIS,552
SAO,NYC,531
SAO,OPO,596
