originAirport,destinationAirport,minPrice
CWB,BCN,758
CWB,BUE,260
CWB,EZE,302
CWB,LAX,705
CWB,LIS,740
CWB,MAD,745
CWB,MIA,593
CWB,NYC,628
CWB,OPO,972
LIS,ARN,119
LIS,ATH,125
LIS,BOS,459
LIS,CWB,902
LIS,GIG,663
LIS,GRU,617
LIS,JFK,406
LIS,KEF,168
LIS,LON,48
LIS,MIL,54
LIS,NAP,108
LIS,PAR,49
LIS,PMO,120
LIS,PRG,136
LIS,ROM,79
LIS,SVQ,33
LIS,VLC,29
MAD,BOS,421
MAD,CWB,800
MAD,NYC,365
MAD,SAO,638
MIL,CAG,54
MIL,CFU,56
MIL,CTA,39
MIL,DUS,48
MIL,HER,101
MIL,LAX,437
MIL,NYC,309
MIL,OSL,72
MIL,PMO,39
MIL,PRG,51
MIL,TGD,91
MIL,TIA,48
MIL,VIE,36
MIL,ZAD,34
MIL,ZAG,39
MIL,ZTH,155
OPO,AGP,43
OPO,BCN,37
OPO,BIO,48
OPO,BLQ,103
OPO,BOD,34
OPO,BRU,57
OPO,CWB,957
OPO,FNC,49
OPO,GIG,763
OPO,GRU,681
OPO,KEF,169
OPO,LON,53
OPO,LPA,72
OPO,MAD,27
OPO,MIL,40
OPO,MRS,47
OPO,NAP,85
OPO,PAR,41
OPO,PDL,71
OPO,PMO,117
OPO,PRG,79
OPO,ROM,74
OPO,TLS,41
OPO,VLC,44
PTO,CWB,185
SAO,LAX,590
SAO,LIS,564
SAO,NYC,558
SAO,OPO,693
