originAirport,destinationAirport,minPrice
CWB,BCN,779
CWB,BUE,290
CWB,EZE,300
CWB,LAX,680
CWB,LIS,805
CWB,MAD,734
CWB,MIA,562
CWB,NYC,575
CWB,OPO,880
LIS,ARN,138
LIS,ATH,129
LIS,BOS,475
LIS,CWB,823
LIS,GIG,616
LIS,GRU,617
LIS,JFK,410
LIS,KEF,214
LIS,LON,50
LIS,MIL,60
LIS,NAP,116
LIS,PAR,50
LIS,PMO,113
LIS,PRG,135
LIS,ROM,62
LIS,SVQ,34
LIS,VLC,38
MAD,BOS,372
MAD,CWB,780
MAD,NYC,330
MAD,SAO,642
MIL,CAG,53
MIL,CFU,60
MIL,CTA,32
MIL,DUS,42
MIL,HER,87
MIL,LAX,452
MIL,NYC,333
MIL,OSL,83
MIL,PMO,38
MIL,PRG,47
MIL,TGD,101
MIL,TIA,50
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,46
MIL,ZTH,161
OPO,AGP,54
OPO,BCN,36
OPO,BIO,34
OPO,BLQ,104
OPO,BOD,41
OPO,BRU,66
OPO,CWB,789
OPO,FNC,44
OPO,GIG,787
OPO,GRU,728
OPO,KEF,169
OPO,LON,74
OPO,LPA,83
OPO,MAD,29
OPO,MIL,42
OPO,MRS,43
OPO,NAP,91
OPO,PAR,47
OPO,PDL,82
OPO,PMO,105
OPO,PRG,120
OPO,ROM,80
OPO,TLS,45
OPO,VLC,40
PTO,CWB,147
SAO,LAX,506
SAO,LIS,555
SAO,NYC,496
SAO,OPO,728
