originAirport,destinationAirport,minPrice
CWB,BCN,774
CWB,BUE,339
CWB,EZE,299
CWB,LAX,689
CWB,LIS,759
CWB,MAD,780
CWB,MIA,572
CWB,NYC,589
CWB,OPO,811
LIS,ARN,161
LIS,ATH,144
LIS,BOS,454
LIS,CWB,819
LIS,GIG,659
LIS,GRU,621
LIS,JFK,359
LIS,KEF,142
LIS,LON,60
LIS,MIL,54
LIS,NAP,100
LIS,PAR,52
LIS,PMO,142
LIS,PRG,153
LIS,ROM,73
LIS,SVQ,46
LIS,VLC,48
MAD,BOS,363
MAD,CWB,843
MAD,NYC,290
MAD,SAO,629
MIL,CAG,37
MIL,CFU,58
MIL,CTA,37
MIL,DUS,45
MIL,HER,98
MIL,LAX,462
MIL,NYC,331
MIL,OSL,96
MIL,PMO,43
MIL,PRG,46
MIL,TGD,93
MIL,TIA,48
MIL,VIE,45
MIL,ZAD,39
MIL,ZAG,39
MIL,ZTH,148
OPO,AGP,46
OPO,BCN,33
OPO,BIO,48
OPO,BLQ,106
OPO,BOD,47
OPO,BRU,72
OPO,CWB,929
OPO,FNC,33
OPO,GIG,702
OPO,GRU,643
OPO,KEF,173
OPO,LON,52
OPO,LPA,76
OPO,MAD,30
OPO,MIL,42
OPO,MRS,43
OPO,NAP,92
OPO,PAR,47
OPO,PDL,69
OPO,PMO,129
OPO,PRG,108
OPO,ROM,71
OPO,TLS,34
OPO,VLC,43
PTO,CWB,149
SAO,LAX,485
SAO,LIS,621
SAO,NYC,528
SAO,OPO,683
