originAirport,destinationAirport,minPrice
CWB,BCN,799
CWB,BUE,278
CWB,EZE,279
CWB,LAX,604
CWB,LIS,748
CWB,MAD,789
CWB,MIA,623
CWB,NYC,653
CWB,OPO,930
LIS,ARN,138
LIS,ATH,138
LIS,BOS,413
LIS,CWB,874
LIS,GIG,614
LIS,GRU,637
LIS,JFK,408
LIS,KEF,182
LIS,LON,48
LIS,MIL,53
LIS,NAP,117
LIS,PAR,50
LIS,PMO,131
LIS,PRG,121
LIS,ROM,80
LIS,SVQ,34
LIS,VLC,37
MAD,BOS,346
MAD,CWB,814
MAD,NYC,347
MAD,SAO,668
MIL,CAG,38
MIL,CFU,72
MIL,CTA,41
MIL,DUS,38
MIL,HER,91
MIL,LAX,443
MIL,NYC,329
MIL,OSL,77
MIL,PMO,41
MIL,PRG,53
MIL,TGD,85
MIL,TIA,40
MIL,VIE,31
MIL,ZAD,50
MIL,ZAG,46
MIL,ZTH,169
OPO,AGP,43
OPO,BCN,28
OPO,BIO,34
OPO,BLQ,99
OPO,BOD,39
OPO,BRU,73
OPO,CWB,939
OPO,FNC,44
OPO,GIG,782
OPO,GRU,734
OPO,KEF,164
OPO,LON,65
OPO,LPA,71
OPO,MAD,30
OPO,MIL,39
OPO,MRS,41
OPO,NAP,80
OPO,PAR,47
OPO,PDL,71
OPO,PMO,120
OPO,PRG,79
OPO,ROM,69
OPO,TLS,48
OPO,VLC,51
PTO,CWB,165
SAO,LAX,586
SAO,LIS,569
SAO,NYC,589
SAO,OPO,722
