originAirport,destinationAirport,minPrice
CWB,BCN,706
CWB,BUE,320
CWB,EZE,331
CWB,LAX,672
CWB,LIS,711
CWB,MAD,714
CWB,MIA,538
CWB,NYC,624
CWB,OPO,743
LIS,ARN,89
LIS,ATH,143
LIS,BOS,351
LIS,CWB,875
LIS,GIG,555
LIS,GRU,637
LIS,JFK,357
LIS,KEF,182
LIS,LON,48
LIS,MIL,53
LIS,NAP,112
LIS,PAR,51
LIS,PMO,139
LIS,PRG,136
LIS,ROM,86
LIS,SVQ,33
LIS,VLC,51
MAD,BOS,362
MAD,CWB,723
MAD,NYC,298
MAD,SAO,608
MIL,CAG,42
MIL,CFU,58
MIL,CTA,48
MIL,DUS,61
MIL,HER,100
MIL,LAX,492
MIL,NYC,314
MIL,OSL,60
MIL,PMO,36
MIL,PRG,43
MIL,TGD,48
MIL,TIA,60
MIL,VIE,25
MIL,ZAD,42
MIL,ZAG,54
MIL,ZTH,174
OPO,AGP,45
OPO,BCN,36
OPO,BIO,32
OPO,BLQ,91
OPO,BOD,32
OPO,BRU,73
OPO,CWB,774
OPO,FNC,46
OPO,GIG,752
OPO,GRU,719
OPO,KEF,171
OPO,LON,55
OPO,LPA,74
OPO,MAD,26
OPO,MIL,44
OPO,MRS,42
OPO,NAP,106
OPO,PAR,49
OPO,PDL,54
OPO,PMO,104
OPO,PRG,108
OPO,ROM,62
OPO,TLS,45
OPO,VLC,41
PTO,CWB,173
SAO,LAX,522
SAO,LIS,602
SAO,NYC,534
SAO,OPO,611
