originAirport,destinationAirport,minPrice
CWB,BCN,712
CWB,BUE,328
CWB,EZE,312
CWB,LAX,659
CWB,LIS,753
CWB,MAD,741
CWB,MIA,555
CWB,NYC,606
CWB,OPO,828
LIS,ARN,124
LIS,ATH,104
LIS,BOS,306
LIS,CWB,817
LIS,GIG,552
LIS,GRU,518
LIS,JFK,311
LIS,KEF,145
LIS,LON,43
LIS,MIL,28
LIS,NAP,63
LIS,PAR,38
LIS,PMO,77
LIS,PRG,96
LIS,ROM,53
LIS,SVQ,34
LIS,VLC,37
MAD,BOS,370
MAD,CWB,722
MAD,NYC,291
MAD,SAO,514
MIL,CAG,45
MIL,CFU,54
MIL,CTA,35
MIL,DUS,41
MIL,HER,74
MIL,LAX,476
MIL,NYC,317
MIL,OSL,78
MIL,PMO,39
MIL,PRG,42
MIL,TGD,90
MIL,TIA,49
MIL,VIE,34
MIL,ZAD,30
MIL,ZAG,49
MIL,ZTH,167
OPO,AGP,42
OPO,BCN,33
OPO,BIO,35
OPO,BLQ,54
OPO,BOD,33
OPO,BRU,48
OPO,CWB,924
OPO,FNC,27
OPO,GIG,565
OPO,GRU,562
OPO,KEF,154
OPO,LON,30
OPO,LPA,57
OPO,MAD,26
OPO,MIL,32
OPO,MRS,41
OPO,NAP,57
OPO,PAR,31
OPO,PDL,49
OPO,PMO,62
OPO,PRG,80
OPO,ROM,61
OPO,TLS,28
OPO,VLC,39
PTO,CWB,157
SAO,LAX,559
SAO,LIS,541
SAO,NYC,500
SAO,OPO,584
