originAirport,destinationAirport,minPrice
CWB,BCN,769
CWB,BUE,338
CWB,EZE,305
CWB,LAX,695
CWB,LIS,853
CWB,MAD,776
CWB,MIA,558
CWB,NYC,586
CWB,OPO,732
LIS,ARN,90
LIS,ATH,126
LIS,BOS,401
LIS,CWB,799
LIS,GIG,569
LIS,GRU,623
LIS,JFK,405
LIS,KEF,226
LIS,LON,46
LIS,MIL,53
LIS,NAP,119
LIS,PAR,52
LIS,PMO,120
LIS,PRG,144
LIS,ROM,53
LIS,SVQ,32
LIS,VLC,36
MAD,BOS,360
MAD,CWB,837
MAD,NYC,280
MAD,SAO,620
MIL,CAG,41
MIL,CFU,58
MIL,CTA,35
MIL,DUS,63
MIL,HER,93
MIL,LAX,469
MIL,NYC,330
MIL,OSL,91
MIL,PMO,41
MIL,PRG,49
MIL,TGD,94
MIL,TIA,49
MIL,VIE,26
MIL,ZAD,38
MIL,ZAG,40
MIL,ZTH,148
OPO,AGP,42
OPO,BCN,32
OPO,BIO,30
OPO,BLQ,104
OPO,BOD,42
OPO,BRU,67
OPO,CWB,914
OPO,FNC,38
OPO,GIG,523
OPO,GRU,523
OPO,KEF,194
OPO,LON,60
OPO,LPA,77
OPO,MAD,23
OPO,MIL,31
OPO,MRS,50
OPO,NAP,103
OPO,PAR,42
OPO,PDL,68
OPO,PMO,104
OPO,PRG,136
OPO,ROM,77
OPO,TLS,30
OPO,VLC,37
PTO,CWB,149
SAO,LAX,462
SAO,LIS,509
SAO,NYC,521
SAO,OPO,643
