originAirport,destinationAirport,minPrice
CWB,BCN,650
CWB,BUE,299
CWB,EZE,324
CWB,LAX,630
CWB,LIS,725
CWB,MAD,648
CWB,MIA,535
CWB,NYC,534
CWB,OPO,755
LIS,ARN,112
LIS,ATH,86
LIS,BOS,423
LIS,CWB,872
LIS,GIG,634
LIS,GRU,580
LIS,JFK,402
LIS,KEF,147
LIS,LON,33
LIS,MIL,49
LIS,NAP,114
LIS,PAR,49
LIS,PMO,172
LIS,PRG,77
LIS,ROM,71
LIS,SVQ,37
LIS,VLC,59
MAD,BOS,315
MAD,CWB,788
MAD,NYC,344
MAD,SAO,606
MIL,CAG,44
MIL,CFU,94
MIL,CTA,37
MIL,DUS,36
MIL,HER,91
MIL,LAX,488
MIL,NYC,335
MIL,OSL,97
MIL,PMO,35
MIL,PRG,39
MIL,TGD,100
MIL,TIA,55
MIL,VIE,35
MIL,ZAD,42
MIL,ZAG,67
MIL,ZTH,114
OPO,AGP,50
OPO,BCN,40
OPO,BIO,56
OPO,BLQ,99
OPO,BOD,42
OPO,BRU,70
OPO,CWB,940
OPO,FNC,56
OPO,GIG,716
OPO,GRU,548
OPO,KEF,197
OPO,LON,69
OPO,LPA,56
OPO,MAD,32
OPO,MIL,41
OPO,MRS,57
OPO,NAP,109
OPO,PAR,49
OPO,PDL,82
OPO,PMO,166
OPO,PRG,110
OPO,ROM,55
OPO,TLS,40
OPO,VLC,53
PTO,CWB,184
SAO,LAX,585
SAO,LIS,553
SAO,NYC,531
SAO,OPO,597
