originAirport,destinationAirport,minPrice
CWB,BCN,775
CWB,BUE,312
CWB,EZE,377
CWB,LAX,661
CWB,LIS,748
CWB,MAD,763
CWB,MIA,557
CWB,NYC,597
CWB,OPO,772
LIS,ARN,136
LIS,ATH,147
LIS,BOS,418
LIS,CWB,819
LIS,GIG,651
LIS,GRU,616
LIS,JFK,358
LIS,KEF,144
LIS,LON,48
LIS,MIL,45
LIS,NAP,108
LIS,PAR,55
LIS,PMO,127
LIS,PRG,136
LIS,ROM,78
LIS,SVQ,35
LIS,VLC,62
MAD,BOS,388
MAD,CWB,788
MAD,NYC,274
MAD,SAO,671
MIL,CAG,51
MIL,CFU,57
MIL,CTA,39
MIL,DUS,39
MIL,HER,84
MIL,LAX,489
MIL,NYC,340
MIL,OSL,89
MIL,PMO,44
MIL,PRG,41
MIL,TGD,88
MIL,TIA,43
MIL,VIE,40
MIL,ZAD,27
MIL,ZAG,43
MIL,ZTH,148
OPO,AGP,54
OPO,BCN,44
OPO,BIO,44
OPO,BLQ,87
OPO,BOD,41
OPO,BRU,76
OPO,CWB,911
OPO,FNC,42
OPO,GIG,842
OPO,GRU,609
OPO,KEF,214
OPO,LON,61
OPO,LPA,87
OPO,MAD,33
OPO,MIL,49
OPO,MRS,45
OPO,NAP,111
OPO,PAR,53
OPO,PDL,80
OPO,PMO,112
OPO,PRG,126
OPO,ROM,65
OPO,TLS,29
OPO,VLC,50
PTO,CWB,160
SAO,LAX,565
SAO,LIS,666
SAO,NYC,502
SAO,OPO,669
