originAirport,destinationAirport,minPrice
CWB,BCN,650
CWB,BUE,299
CWB,EZE,323
CWB,LAX,629
CWB,LIS,725
CWB,MAD,649
CWB,MIA,535
CWB,NYC,537
CWB,OPO,755
LIS,ARN,112
LIS,ATH,121
LIS,BOS,423
LIS,CWB,837
LIS,GIG,603
LIS,GRU,643
LIS,JFK,394
LIS,KEF,120
LIS,LON,36
LIS,MIL,49
LIS,NAP,136
LIS,PAR,48
LIS,PMO,154
LIS,PRG,148
LIS,ROM,86
LIS,SVQ,37
LIS,VLC,60
MAD,BOS,312
MAD,CWB,790
MAD,NYC,345
MAD,SAO,609
MIL,CAG,44
MIL,CFU,89
MIL,CTA,38
MIL,DUS,35
MIL,HER,91
MIL,LAX,489
MIL,NYC,333
MIL,OSL,102
MIL,PMO,35
MIL,PRG,36
MIL,TGD,99
MIL,TIA,55
MIL,VIE,32
MIL,ZAD,31
MIL,ZAG,57
MIL,ZTH,115
OPO,AGP,64
OPO,BCN,46
OPO,BIO,40
OPO,BLQ,107
OPO,BOD,41
OPO,BRU,67
OPO,CWB,932
OPO,FNC,53
OPO,GIG,711
OPO,GRU,689
OPO,KEF,197
OPO,LON,51
OPO,LPA,81
OPO,MAD,11
OPO,MIL,41
OPO,MRS,46
OPO,NAP,102
OPO,PAR,46
OPO,PDL,82
OPO,PMO,161
OPO,PRG,120
OPO,ROM,67
OPO,TLS,47
OPO,VLC,48
PTO,CWB,181
SAO,LAX,585
SAO,LIS,553
SAO,NYC,530
SAO,OPO,597
