City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,130,50.87,Ryanair,PAR,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-PAR/2023-06-01/2023-06-05/,50.87,1.0
Londres,Reino Unido,145,61.04,easyJet,LON,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-LON/2023-06-07/2023-06-11/,61.04,1.0
Nova Iorque,Estados Unidos,890,430.98,Iberia,NYC,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-NYC/2023-06-07/2023-06-13/,430.98,1.0
Banguecoque,Tailândia,2510,845.3,Várias companhias aéreas,BKK,2023-06-09,2023-06-16,http://kayak.com/flights/OPO-BKK/2023-06-09/2023-06-16/,845.3,1.0
Madrid,Espanha,75,52.72,Várias companhias aéreas,MAD,2023-06-08,2023-06-15,http://kayak.com/flights/OPO-MAD/2023-06-08/2023-06-15/,52.72,1.0
Miami,Estados Unidos,1010,443.0,Air Europa,MIA,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-MIA/2023-06-07/2023-06-13/,443.0,1.0
Barcelona,Espanha,115,76.77,Várias companhias aéreas,BCN,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-BCN/2023-06-08/2023-06-12/,76.77,1.0
Frankfurt,Alemanha,760,125.78,Air Europa,FRA,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-FRA/2023-06-07/2023-06-11/,125.78,1.0
Viena,Áustria,1175,131.33,Várias companhias aéreas,VIE,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-VIE/2023-06-06/2023-06-13/,131.33,1.0
Amesterdão,Holanda,995,129.48,Várias companhias aéreas,AMS,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-AMS/2023-06-08/2023-06-12/,129.48,1.0
Roma,Itália,180,110.06,Ryanair,ROM,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-ROM/2023-06-01/2023-06-08/,110.06,1.0
Berlim,Alemanha,205,122.08,Várias companhias aéreas,BER,2023-06-26,2023-06-30,http://kayak.com/flights/OPO-BER/2023-06-26/2023-06-30/,122.08,1.0
Cidade do México,México,1150,680.68,KLM,MEX,2023-06-20,2023-06-25,http://kayak.com/flights/OPO-MEX/2023-06-20/2023-06-25/,680.68,1.0
Zurique,Suíça,155,75.84,easyJet,ZRH,2023-06-07,2023-06-14,http://kayak.com/flights/OPO-ZRH/2023-06-07/2023-06-14/,75.84,1.0
Newark,Estados Unidos,475,575.25,United Airlines,EWR,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-EWR/2023-06-07/2023-06-11/,575.25,1.0
Atenas,Grécia,985,218.26,Várias companhias aéreas,ATH,2023-06-16,2023-06-21,http://kayak.com/flights/OPO-ATH/2023-06-16/2023-06-21/,218.26,1.0
Milão,Itália,155,50.87,Várias companhias aéreas,MIL,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-MIL/2023-06-01/2023-06-05/,50.87,1.0
Telavive,Israel,1995,404.16,Brussels Airlines,TLV,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-TLV/2023-06-16/2023-06-23/,404.16,1.0
Manchester,Reino Unido,815,142.43,Várias companhias aéreas,MAN,2023-06-26,2023-06-30,http://kayak.com/flights/OPO-MAN/2023-06-26/2023-06-30/,142.43,1.0
Tóquio,Japão,1750,1022.87,SWISS,NRT,2023-06-17,2023-06-24,http://kayak.com/flights/OPO-NRT/2023-06-17/2023-06-24/,1022.87,1.0
Denpasar,Indonésia,2610,993.27,Iberia,DPS,2023-06-17,2023-06-24,http://kayak.com/flights/OPO-DPS/2023-06-17/2023-06-24/,993.27,1.0
Dublin,Irlanda,610,364.39,Várias companhias aéreas,DUB,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-DUB/2023-06-07/2023-06-11/,364.39,1.0
Dusseldorf,Alemanha,1565,172.95,KLM,DUS,2023-06-05,2023-06-09,http://kayak.com/flights/OPO-DUS/2023-06-05/2023-06-09/,172.95,1.0
Bruxelas,Bélgica,735,104.51,Várias companhias aéreas,BRU,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-BRU/2023-06-01/2023-06-08/,104.51,1.0
Palma de Maiorca,Espanha,880,61.04,Várias companhias aéreas,PMI,2023-06-12,2023-06-17,http://kayak.com/flights/OPO-PMI/2023-06-12/2023-06-17/,61.04,1.0
Málaga,Espanha,450,83.24,Iberia,AGP,2023-06-03,2023-06-10,http://kayak.com/flights/OPO-AGP/2023-06-03/2023-06-10/,83.24,1.0
Toronto,Canadá,1460,423.58,Iberia,YYZ,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-YYZ/2023-06-06/2023-06-13/,423.58,1.0
Hamburgo,Alemanha,880,135.96,easyJet,HAM,2023-06-07,2023-06-14,http://kayak.com/flights/OPO-HAM/2023-06-07/2023-06-14/,135.96,1.0
San José,Costa Rica,1930,1207.83,United Airlines,SJO,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-SJO/2023-06-16/2023-06-23/,1207.83,1.0
Veneza,Itália,540,111.91,Ryanair,VCE,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-VCE/2023-06-01/2023-06-05/,111.91,1.0
Estocolmo,Suécia,1580,154.45,easyJet,STO,2023-06-24,2023-06-28,http://kayak.com/flights/OPO-STO/2023-06-24/2023-06-28/,154.45,1.0
Praga,República Checa,1355,125.78,TAP AIR PORTUGAL,PRG,2023-06-05,2023-06-09,http://kayak.com/flights/OPO-PRG/2023-06-05/2023-06-09/,125.78,1.0
Budapeste,Hungria,610,176.65,Várias companhias aéreas,BUD,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-BUD/2023-06-07/2023-06-11/,176.65,1.0
Cairo,Egito,870,532.71,Várias companhias aéreas,CAI,2023-06-09,2023-06-13,http://kayak.com/flights/OPO-CAI/2023-06-09/2023-06-13/,532.71,1.0
Genebra,Suíça,135,63.82,easyJet,GVA,2023-06-18,2023-06-24,http://kayak.com/flights/OPO-GVA/2023-06-18/2023-06-24/,63.82,1.0
Nice,França,145,86.94,easyJet,NCE,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-NCE/2023-06-07/2023-06-13/,86.94,1.0
Marselha,França,130,56.42,Ryanair,MRS,2023-06-03,2023-06-07,http://kayak.com/flights/OPO-MRS/2023-06-03/2023-06-07/,56.42,1.0
Nápoles,Itália,525,144.28,Várias companhias aéreas,NAP,2023-06-06,2023-06-11,http://kayak.com/flights/OPO-NAP/2023-06-06/2023-06-11/,144.28,1.0
Billund,Dinamarca,600,156.3,Várias companhias aéreas,BLL,2023-06-08,2023-06-13,http://kayak.com/flights/OPO-BLL/2023-06-08/2023-06-13/,156.3,1.0
Edimburgo,Reino Unido,945,156.3,easyJet,EDI,2023-06-11,2023-06-17,http://kayak.com/flights/OPO-EDI/2023-06-11/2023-06-17/,156.3,1.0
Marraquexe,Marrocos,535,135.03,Air Europa,RAK,2023-06-25,2023-06-29,http://kayak.com/flights/OPO-RAK/2023-06-25/2023-06-29/,135.03,1.0
