City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2040,591.91,LOT,ICN,2023-11-25,2023-11-30,http://kayak.com/flights/MAD-ICN/2023-11-25/2023-11-30/,591.91,1
Paris,França,130,45.04,Ryanair,PAR,2023-09-30,2023-10-05,http://kayak.com/flights/MAD-PAR/2023-09-30/2023-10-05/,45.04,1
Londres,Reino Unido,150,64.34,Ryanair,LON,2023-10-20,2023-10-26,http://kayak.com/flights/MAD-LON/2023-10-20/2023-10-26/,64.34,1
Nova Iorque,Estados Unidos,1535,300.55,PLAY,NYC,2023-05-31,2023-06-06,http://kayak.com/flights/MAD-NYC/2023-05-31/2023-06-06/,300.55,1
Los Angeles,Estados Unidos,1355,585.47,Delta,LAX,2024-01-16,2024-01-22,http://kayak.com/flights/MAD-LAX/2024-01-16/2024-01-22/,585.47,1
Copenhaga,Dinamarca,750,92.83,Ryanair,CPH,2023-05-25,2023-05-30,http://kayak.com/flights/MAD-CPH/2023-05-25/2023-05-30/,92.83,1
Barcelona,Espanha,85,34.01,Vueling,BCN,2023-05-10,2023-05-17,http://kayak.com/flights/MAD-BCN/2023-05-10/2023-05-17/,34.01,1
São Francisco,Estados Unidos,1755,492.64,SWISS,SFO,2023-05-02,2023-05-09,http://kayak.com/flights/MAD-SFO/2023-05-02/2023-05-09/,492.64,1
Lisboa,Portugal,85,32.17,easyJet,LIS,2023-05-03,2023-05-10,http://kayak.com/flights/MAD-LIS/2023-05-03/2023-05-10/,32.17,1
Miami,Estados Unidos,1980,446.69,Royal Air Maroc,MIA,2023-10-05,2023-10-11,http://kayak.com/flights/MAD-MIA/2023-10-05/2023-10-11/,446.69,1
Viena,Áustria,185,89.16,Ryanair,VIE,2023-06-14,2023-06-18,http://kayak.com/flights/MAD-VIE/2023-06-14/2023-06-18/,89.16,1
Banguecoque,Tailândia,940,653.49,Kuwait Airways,BKK,2023-10-27,2023-11-02,http://kayak.com/flights/MAD-BKK/2023-10-27/2023-11-02/,653.49,1
Boston,Estados Unidos,1500,298.71,PLAY,BOS,2023-11-20,2023-11-26,http://kayak.com/flights/MAD-BOS/2023-11-20/2023-11-26/,298.71,1
Frankfurt,Alemanha,170,107.54,Iberia,FRA,2024-01-25,2024-02-01,http://kayak.com/flights/MAD-FRA/2024-01-25/2024-02-01/,107.54,1
Amesterdão,Holanda,160,104.78,Iberia,AMS,2024-01-25,2024-02-01,http://kayak.com/flights/MAD-AMS/2024-01-25/2024-02-01/,104.78,1
Berlim,Alemanha,945,92.83,Ryanair,BER,2023-06-09,2023-06-13,http://kayak.com/flights/MAD-BER/2023-06-09/2023-06-13/,92.83,1
Roma,Itália,155,56.99,Wizz Air,ROM,2023-05-30,2023-06-06,http://kayak.com/flights/MAD-ROM/2023-05-30/2023-06-06/,56.99,1
Istambul,Turquia,2355,200.37,Várias companhias aéreas,IST,2023-05-19,2023-05-23,http://kayak.com/flights/MAD-IST/2023-05-19/2023-05-23/,200.37,1
Munique,Alemanha,160,148.9,Lufthansa,MUC,2023-05-17,2023-05-21,http://kayak.com/flights/MAD-MUC/2023-05-17/2023-05-21/,148.9,1
Newark,Estados Unidos,675,352.02,TAP AIR PORTUGAL,EWR,2024-01-12,2024-01-19,http://kayak.com/flights/MAD-EWR/2024-01-12/2024-01-19/,352.02,1
Atenas,Grécia,1205,152.58,Várias companhias aéreas,ATH,2023-05-10,2023-05-16,http://kayak.com/flights/MAD-ATH/2023-05-10/2023-05-16/,152.58,1
