City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2310,571.09,LOT,ICN,2023-02-02,2023-02-09,http://kayak.com/flights/MXP-ICN/2023-02-02/2023-02-09/,571.09,1.0
Paris,França,95,39.61,easyJet,PAR,2023-03-21,2023-03-25,http://kayak.com/flights/MXP-PAR/2023-03-21/2023-03-25/,39.61,1.0
Londres,Reino Unido,120,16.58,Ryanair,LON,2023-01-26,2023-01-30,http://kayak.com/flights/MXP-LON/2023-01-26/2023-01-30/,16.58,1.0
Nova Iorque,Estados Unidos,855,316.86,American Airlines,NYC,2023-02-09,2023-02-13,http://kayak.com/flights/MXP-NYC/2023-02-09/2023-02-13/,316.86,1.0
Los Angeles,Estados Unidos,1161,456.87,Várias companhias aéreas,LAX,2023-03-28,2023-04-03,http://kayak.com/flights/MXP-LAX/2023-03-28/2023-04-03/,456.87,1.0
Copenhaga,Dinamarca,125,48.82,easyJet,CPH,2023-05-11,2023-05-15,http://kayak.com/flights/MXP-CPH/2023-05-11/2023-05-15/,48.82,1.0
Banguecoque,Tailândia,1300,590.43,Singapore Airlines,BKK,2023-11-01,2023-11-08,http://kayak.com/flights/MXP-BKK/2023-11-01/2023-11-08/,590.43,1.0
Madrid,Espanha,140,41.45,Ryanair,MAD,2023-03-22,2023-03-29,http://kayak.com/flights/MXP-MAD/2023-03-22/2023-03-29/,41.45,1.0
Miami,Estados Unidos,872,361.08,British Airways,MIA,2023-03-02,2023-03-07,http://kayak.com/flights/MXP-MIA/2023-03-02/2023-03-07/,361.08,1.0
Barcelona,Espanha,100,30.4,easyJet,BCN,2023-03-08,2023-03-15,http://kayak.com/flights/MXP-BCN/2023-03-08/2023-03-15/,30.4,1.0
Frankfurt,Alemanha,665,105.01,Várias companhias aéreas,FRA,2023-02-16,2023-02-20,http://kayak.com/flights/MXP-FRA/2023-02-16/2023-02-20/,105.01,1.0
São Francisco,Estados Unidos,970,374.89,Scandinavian Airlines,SFO,2023-02-20,2023-02-24,http://kayak.com/flights/MXP-SFO/2023-02-20/2023-02-24/,374.89,1.0
