City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Estrasburgo,França,680,243.32,Várias companhias aéreas,SXB,2023-12-07,2023-12-11,http://kayak.com/flights/OPO-SXB/2023-12-07/2023-12-11/,243.32,1.0,2023,12,OPO,278.79,421.093,449.48,2023-04-25 02:33:42,True,-35.47000000000003,-12.722837978406695,Thursday,Monday,4 days
Roterdão,Holanda,1455,216.18,Várias companhias aéreas,RTM,2023-09-20,2023-09-26,http://kayak.com/flights/OPO-RTM/2023-09-20/2023-09-26/,216.18,1.0,2023,9,OPO,244.77,301.31583333333333,245.32,2023-04-25 02:33:42,True,-28.590000000000003,-11.680352984434368,Wednesday,Tuesday,6 days
Dortmund,Alemanha,160,108.55,Ryanair,DTM,2023-06-21,2023-06-26,http://kayak.com/flights/OPO-DTM/2023-06-21/2023-06-26/,108.55,1.0,2023,6,OPO,116.73,426.8953333333333,225.45,2023-04-25 02:33:42,True,-8.180000000000007,-7.007624432450961,Wednesday,Monday,5 days
Bilbau,Espanha,75,75.08,Volotea,BIO,2023-08-24,2023-08-31,http://kayak.com/flights/OPO-BIO/2023-08-24/2023-08-31/,75.08,1.0,2023,8,OPO,79.89,98.21538461538461,96.465,2023-04-25 02:33:42,True,-4.810000000000002,-6.020778570534488,Thursday,Thursday,7 days
Clermont-Ferrand,França,1600,214.37,Várias companhias aéreas,CFE,2023-08-30,2023-09-03,http://kayak.com/flights/OPO-CFE/2023-08-30/2023-09-03/,214.37,1.0,2023,8,OPO,227.08,258.755,239.79,2023-04-25 02:33:42,True,-12.710000000000008,-5.597146380130353,Wednesday,Sunday,4 days
Christchurch,Nova Zelândia,2175,2860.07,Emirates,CHC,2023-07-28,2023-08-03,http://kayak.com/flights/OPO-CHC/2023-07-28/2023-08-03/,2860.07,1.0,2023,7,OPO,2975.96,3104.0409090909093,3178.38,2023-04-25 02:33:42,True,-115.88999999999987,-3.894205567279126,Friday,Thursday,6 days
Malé,Maldivas,1875,823.11,Iberia,MLE,2023-10-02,2023-10-06,http://kayak.com/flights/OPO-MLE/2023-10-02/2023-10-06/,823.11,1.0,2023,10,OPO,846.29,888.1811111111111,872.97,2023-04-25 02:33:42,True,-23.17999999999995,-2.739013813231865,Monday,Friday,4 days
Orlando,Estados Unidos,1399,526.43,Delta,MCO,2023-08-29,2023-09-05,http://kayak.com/flights/OPO-MCO/2023-08-29/2023-09-05/,526.43,1.0,2023,8,OPO,540.48,665.50125,575.02,2023-04-25 02:33:42,True,-14.050000000000068,-2.599541148608657,Tuesday,Tuesday,7 days
Amesterdão,Holanda,1640,102.21,Várias companhias aéreas,AMS,2023-11-15,2023-11-22,http://kayak.com/flights/OPO-AMS/2023-11-15/2023-11-22/,102.21,1.0,2023,11,OPO,102.99,135.2224,117.91,2023-04-25 02:33:42,True,-0.7800000000000011,-0.7573550830177699,Wednesday,Wednesday,7 days
Barcelona,Espanha,115,37.99,Vueling,BCN,2024-03-08,2024-03-13,http://kayak.com/flights/OPO-BCN/2024-03-08/2024-03-13/,37.99,1.0,2024,3,OPO,38.22,38.22,38.22,2023-04-25 02:33:42,True,-0.22999999999999687,-0.6017791732077364,Friday,Wednesday,5 days
Ibiza,Espanha,105,43.42,Vueling,IBZ,2023-06-27,2023-07-04,http://kayak.com/flights/OPO-IBZ/2023-06-27/2023-07-04/,43.42,1.0,2023,6,OPO,43.68,87.14979591836735,85.84,2023-04-25 02:33:42,True,-0.259999999999998,-0.5952380952380907,Tuesday,Tuesday,7 days
Olbia,Itália,1355,123.92,Várias companhias aéreas,OLB,2023-09-23,2023-09-27,http://kayak.com/flights/OPO-OLB/2023-09-23/2023-09-27/,123.92,1.0,2023,9,OPO,124.66,185.56315789473683,151.92,2023-04-25 02:33:42,True,-0.7399999999999949,-0.5936146317984878,Saturday,Wednesday,4 days
Dubrovnik,Croácia,640,125.73,Várias companhias aéreas,DBV,2023-05-31,2023-06-07,http://kayak.com/flights/OPO-DBV/2023-05-31/2023-06-07/,125.73,1.0,2023,5,OPO,126.48,184.64769230769232,182.46,2023-04-25 02:33:42,True,-0.75,-0.5929791271347249,Wednesday,Wednesday,7 days
Lodz,Polónia,520,104.02,Ryanair,LCJ,2023-06-15,2023-06-20,http://kayak.com/flights/OPO-LCJ/2023-06-15/2023-06-20/,104.02,1.0,2023,6,OPO,104.64,150.4578125,158.845,2023-04-25 02:33:42,True,-0.6200000000000045,-0.5925076452599431,Thursday,Tuesday,5 days
Baton Rouge,Estados Unidos,1674,791.45,British Airways,BTR,2023-04-24,2023-05-01,http://kayak.com/flights/OPO-BTR/2023-04-24/2023-05-01/,791.45,1.0,2023,4,OPO,796.16,796.16,796.16,2023-04-25 02:33:42,True,-4.709999999999923,-0.5915896302250706,Monday,Monday,7 days
Darlington,Reino Unido,1225,272.26,Ryanair,MME,2023-05-23,2023-05-30,http://kayak.com/flights/OPO-MME/2023-05-23/2023-05-30/,272.26,1.0,2023,5,OPO,273.88,273.88,273.88,2023-04-25 02:33:42,True,-1.6200000000000045,-0.5914999269753194,Tuesday,Tuesday,7 days
Saragoça,Espanha,1120,346.43,Várias companhias aéreas,ZAZ,2023-07-30,2023-08-06,http://kayak.com/flights/OPO-ZAZ/2023-07-30/2023-08-06/,346.43,1.0,2023,7,OPO,348.49,348.49,348.49,2023-04-25 02:33:42,True,-2.0600000000000023,-0.5911216964618791,Sunday,Sunday,7 days
Batumi,Geórgia,1780,686.53,Várias companhias aéreas,BUS,2023-04-24,2023-05-01,http://kayak.com/flights/OPO-BUS/2023-04-24/2023-05-01/,686.53,1.0,2023,4,OPO,690.61,751.34,690.61,2023-04-25 02:33:42,True,-4.080000000000041,-0.5907820622348418,Monday,Monday,7 days
Fes,Marrocos,505,132.97,Ryanair,FEZ,2023-09-27,2023-10-01,http://kayak.com/flights/OPO-FEZ/2023-09-27/2023-10-01/,132.97,1.0,2023,9,OPO,133.76,181.225,197.145,2023-04-25 02:33:42,True,-0.789999999999992,-0.590610047846884,Wednesday,Sunday,4 days
Saint Peter,Jersey,600,181.81,Várias companhias aéreas,JER,2023-06-22,2023-06-29,http://kayak.com/flights/OPO-JER/2023-06-22/2023-06-29/,181.81,1.0,2023,6,OPO,182.89,204.326,184.70999999999998,2023-04-25 02:33:42,True,-1.079999999999984,-0.5905188911367402,Thursday,Thursday,7 days
Ioánnina,Grécia,1580,474.87,Várias companhias aéreas,IOA,2023-08-26,2023-09-02,http://kayak.com/flights/OPO-IOA/2023-08-26/2023-09-02/,474.87,1.0,2023,8,OPO,477.69,477.78222222222223,477.7,2023-04-25 02:33:42,True,-2.819999999999993,-0.5903410161401732,Saturday,Saturday,7 days
Vancouver,Canadá,1730,621.4,Air Transat,YVR,2023-10-15,2023-10-21,http://kayak.com/flights/OPO-YVR/2023-10-15/2023-10-21/,621.4,1.0,2023,10,OPO,625.09,668.7790909090909,668.8,2023-04-25 02:33:42,True,-3.6900000000000546,-0.5903149946407804,Sunday,Saturday,6 days
Gibraltar,Gibraltar,1590,463.11,Várias companhias aéreas,GIB,2023-07-22,2023-07-28,http://kayak.com/flights/OPO-GIB/2023-07-22/2023-07-28/,463.11,1.0,2023,7,OPO,465.86,465.86428571428576,465.86,2023-04-25 02:33:42,True,-2.75,-0.5903061005452281,Saturday,Friday,6 days
Rovaniemi,Finlândia,1905,623.21,Turkish Airlines,RVN,2023-11-04,2023-11-09,http://kayak.com/flights/OPO-RVN/2023-11-04/2023-11-09/,623.21,1.0,2023,11,OPO,626.91,627.03,626.92,2023-04-25 02:33:42,True,-3.699999999999932,-0.5901963599240612,Saturday,Thursday,5 days
Lima,Perú,1285,761.6,Várias companhias aéreas,LIM,2023-09-14,2023-09-21,http://kayak.com/flights/OPO-LIM/2023-09-14/2023-09-21/,761.6,1.0,2023,9,OPO,766.12,854.713448275862,819.15,2023-04-25 02:33:42,True,-4.519999999999982,-0.5899859029916961,Thursday,Thursday,7 days
Kittilä,Finlândia,1110,749.84,Várias companhias aéreas,KTT,2023-12-01,2023-12-05,http://kayak.com/flights/OPO-KTT/2023-12-01/2023-12-05/,749.84,1.0,2023,12,OPO,754.29,754.4333333333333,754.3,2023-04-25 02:33:42,True,-4.449999999999932,-0.589958769173651,Friday,Tuesday,4 days
Albany,Estados Unidos,2424,899.99,United Airlines,ALB,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-ALB/2023-06-08/2023-06-12/,899.99,1.0,2023,6,OPO,905.33,1048.5631818181819,1052.16,2023-04-25 02:33:42,True,-5.340000000000032,-0.589840168778239,Thursday,Monday,4 days
Saint-Pierre-des-Corps,França,1111,530.95,Air France,XSH,2023-05-25,2023-06-01,http://kayak.com/flights/OPO-XSH/2023-05-25/2023-06-01/,530.95,1.0,2023,5,OPO,534.1,534.1,534.1,2023-04-25 02:33:42,True,-3.1499999999999773,-0.5897771952817782,Thursday,Thursday,7 days
Willemstad,Curaçao,2285,901.8,Várias companhias aéreas,CUR,2023-09-07,2023-09-13,http://kayak.com/flights/OPO-CUR/2023-09-07/2023-09-13/,901.8,1.0,2023,9,OPO,907.15,1061.4981818181818,1077.13,2023-04-25 02:33:42,True,-5.350000000000023,-0.5897591357548391,Thursday,Wednesday,6 days
Albuquerque,Estados Unidos,1329,741.7,Lufthansa,ABQ,2023-10-12,2023-10-19,http://kayak.com/flights/OPO-ABQ/2023-10-12/2023-10-19/,741.7,1.0,2023,10,OPO,746.1,850.0066666666667,901.03,2023-04-25 02:33:42,True,-4.399999999999977,-0.5897332797212139,Thursday,Thursday,7 days
Macapá,Brasil,2805,1315.16,TAP AIR PORTUGAL,MCP,2023-12-26,2024-01-02,http://kayak.com/flights/OPO-MCP/2023-12-26/2024-01-02/,1315.16,1.0,2023,12,OPO,1322.96,1322.966,1322.96,2023-04-25 02:33:42,True,-7.7999999999999545,-0.5895869867569657,Tuesday,Tuesday,7 days
Seattle,Estados Unidos,2045,719.99,American Airlines,SEA,2023-10-11,2023-10-16,http://kayak.com/flights/OPO-SEA/2023-10-11/2023-10-16/,719.99,1.0,2023,10,OPO,724.26,724.26,724.26,2023-04-25 02:33:42,True,-4.269999999999982,-0.5895672824676197,Wednesday,Monday,5 days
Joanesburgo,África do Sul,1110,819.49,Brussels Airlines,JNB,2023-08-31,2023-09-07,http://kayak.com/flights/OPO-JNB/2023-08-31/2023-09-07/,819.49,1.0,2023,8,OPO,824.35,824.35,824.35,2023-04-25 02:33:42,True,-4.860000000000014,-0.5895554072905942,Thursday,Thursday,7 days
Calgary,Canadá,1670,1018.48,Air Transat,YYC,2023-07-08,2023-07-15,http://kayak.com/flights/OPO-YYC/2023-07-08/2023-07-15/,1018.48,1.0,2023,7,OPO,1024.52,1365.5240000000001,1487.72,2023-04-25 02:33:42,True,-6.039999999999964,-0.589544371998591,Saturday,Saturday,7 days
Gotemburgo,Suécia,1210,136.59,Várias companhias aéreas,GOT,2023-09-28,2023-10-03,http://kayak.com/flights/OPO-GOT/2023-09-28/2023-10-03/,136.59,1.0,2023,9,OPO,137.4,137.4,137.4,2023-04-25 02:33:42,True,-0.8100000000000023,-0.5895196506550235,Thursday,Tuesday,5 days
Arusha,Tanzânia,2520,858.38,British Airways,JRO,2023-10-03,2023-10-10,http://kayak.com/flights/OPO-JRO/2023-10-03/2023-10-10/,858.38,1.0,2023,10,OPO,863.47,943.51875,906.43,2023-04-25 02:33:42,True,-5.090000000000032,-0.5894819738960279,Tuesday,Tuesday,7 days
Velas,Portugal,2635,199.0,Várias companhias aéreas,SJZ,2023-11-01,2023-11-05,http://kayak.com/flights/OPO-SJZ/2023-11-01/2023-11-05/,199.0,1.0,2023,11,OPO,200.18,200.18,200.18,2023-04-25 02:33:42,True,-1.1800000000000068,-0.5894694774702802,Wednesday,Sunday,4 days
Phu Quoc,Vietname,2385,1667.92,Várias companhias aéreas,PQC,2023-12-28,2024-01-04,http://kayak.com/flights/OPO-PQC/2023-12-28/2024-01-04/,1667.92,1.0,2023,12,OPO,1677.81,1677.81,1677.81,2023-04-25 02:33:42,True,-9.889999999999873,-0.5894588779420717,Thursday,Thursday,7 days
Papete,Polinésia Francesa,2600,1792.74,Várias companhias aéreas,PPT,2023-12-28,2024-01-04,http://kayak.com/flights/OPO-PPT/2023-12-28/2024-01-04/,1792.74,1.0,2023,12,OPO,1803.37,1803.37,1803.37,2023-04-25 02:33:42,True,-10.629999999999882,-0.5894519704774884,Thursday,Thursday,7 days
Windhoek,Namíbia,2130,1108.03,Várias companhias aéreas,WDH,2023-08-23,2023-08-30,http://kayak.com/flights/OPO-WDH/2023-08-23/2023-08-30/,1108.03,1.0,2023,8,OPO,1114.6,1342.1792857142857,1503.78,2023-04-25 02:33:42,True,-6.569999999999936,-0.5894491297326339,Wednesday,Wednesday,7 days
Atlanta,Estados Unidos,1070,610.55,Várias companhias aéreas,ATL,2023-09-21,2023-09-26,http://kayak.com/flights/OPO-ATL/2023-09-21/2023-09-26/,610.55,1.0,2023,9,OPO,614.17,617.557,617.81,2023-04-25 02:33:42,True,-3.6200000000000045,-0.5894133546086596,Thursday,Tuesday,5 days
Rzeszów,Polónia,1710,312.06,Ryanair,RZE,2023-05-24,2023-05-30,http://kayak.com/flights/OPO-RZE/2023-05-24/2023-05-30/,312.06,1.0,2023,5,OPO,313.91,343.8618181818182,336.62,2023-04-25 02:33:42,True,-1.8500000000000227,-0.58934089388679,Wednesday,Tuesday,6 days
Graz,Áustria,830,249.65,Várias companhias aéreas,GRZ,2023-06-28,2023-07-05,http://kayak.com/flights/OPO-GRZ/2023-06-28/2023-07-05/,249.65,1.0,2023,6,OPO,251.13,275.7515789473684,293.12,2023-04-25 02:33:42,True,-1.4799999999999898,-0.5893362003743041,Wednesday,Wednesday,7 days
Bhubaneswar,Índia,2705,1023.91,IndiGo,BBI,2023-07-29,2023-08-05,http://kayak.com/flights/OPO-BBI/2023-07-29/2023-08-05/,1023.91,1.0,2023,7,OPO,1029.98,1029.984,1029.98,2023-04-25 02:33:42,True,-6.07000000000005,-0.589331831686057,Saturday,Saturday,7 days
Cuzco,Perú,1670,961.5,Várias companhias aéreas,CUZ,2024-02-12,2024-02-16,http://kayak.com/flights/OPO-CUZ/2024-02-12/2024-02-16/,961.5,1.0,2024,2,OPO,967.2,967.2040000000001,967.2,2023-04-25 02:33:42,True,-5.7000000000000455,-0.5893300248139005,Monday,Friday,4 days
Nassau,Bahamas,2790,1012.15,Várias companhias aéreas,NAS,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-NAS/2023-05-13/2023-05-20/,1012.15,1.0,2023,5,OPO,1018.15,1058.621818181818,1069.17,2023-04-25 02:33:42,True,-6.0,-0.589304130039778,Saturday,Saturday,7 days
