City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Curitiba,Brasil,2090,761.74,Delta,CWB,2023-09-20,2023-09-27,http://kayak.com/flights/MAD-CWB/2023-09-20/2023-09-27/,761.74,1,2023,9,MAD,975.18,975.18,975.18,2023-06-10 02:51:12,True,-213.43999999999994,-21.887241329805775,Wednesday,Wednesday,7 days
Fort-de-France,Martinica,1705,982.82,Air France,FDF,2023-08-05,2023-08-12,http://kayak.com/flights/MAD-FDF/2023-08-05/2023-08-12/,982.82,1,2023,8,MAD,1148.52,1259.92375,1187.73,2023-06-10 02:51:12,True,-165.69999999999993,-14.427262912269697,Saturday,Saturday,7 days
Hangzhou,China,1605,778.46,Várias companhias aéreas,HGH,2023-08-31,2023-09-05,http://kayak.com/flights/MAD-HGH/2023-08-31/2023-09-05/,778.46,1,2023,8,MAD,903.72,1067.5271428571427,1032.34,2023-06-10 02:51:12,True,-125.25999999999999,-13.860487761696099,Thursday,Tuesday,5 days
Sibiu,Roménia,995,166.29,Lufthansa,SBZ,2023-11-23,2023-11-28,http://kayak.com/flights/MAD-SBZ/2023-11-23/2023-11-28/,166.29,1,2023,11,MAD,187.82,207.29250000000002,188.88,2023-06-10 02:51:12,True,-21.53,-11.463102970929615,Thursday,Tuesday,5 days
Cúcuta,Colômbia,1277,862.06,Avianca,CUC,2023-07-09,2023-07-16,http://kayak.com/flights/MAD-CUC/2023-07-09/2023-07-16/,862.06,1,2023,7,MAD,952.01,1123.6499999999999,1149.74,2023-06-10 02:51:12,True,-89.95000000000005,-9.448430163548707,Sunday,Sunday,7 days
Bucaramanga,Colômbia,1210,893.65,Avianca,BGA,2023-07-09,2023-07-16,http://kayak.com/flights/MAD-BGA/2023-07-09/2023-07-16/,893.65,1,2023,7,MAD,981.9,1044.8313333333333,1063.68,2023-06-10 02:51:12,True,-88.25,-8.987676952846522,Sunday,Sunday,7 days
Brindisi,Itália,185,57.6,Ryanair,BDS,2023-09-14,2023-09-21,http://kayak.com/flights/MAD-BDS/2023-09-14/2023-09-21/,57.6,1,2023,9,MAD,62.62,105.82232142857143,107.295,2023-06-10 02:51:12,True,-5.019999999999996,-8.016608112424139,Thursday,Thursday,7 days
Mascate,Omã,1395,533.22,Várias companhias aéreas,MCT,2023-08-07,2023-08-13,http://kayak.com/flights/MAD-MCT/2023-08-07/2023-08-13/,533.22,1,2023,8,MAD,578.42,578.7879999999999,578.42,2023-06-10 02:51:12,True,-45.19999999999993,-7.814390927008046,Monday,Sunday,6 days
Yichang,China,1905,894.57,Várias companhias aéreas,YIH,2023-12-04,2023-12-09,http://kayak.com/flights/MAD-YIH/2023-12-04/2023-12-09/,894.57,1,2023,12,MAD,950.26,1100.0116666666665,1079.0,2023-06-10 02:51:12,True,-55.68999999999994,-5.860501336476327,Monday,Saturday,5 days
Nova Orleães,Estados Unidos,1154,592.67,Várias companhias aéreas,MSY,2023-11-15,2023-11-22,http://kayak.com/flights/MAD-MSY/2023-11-15/2023-11-22/,592.67,1,2023,11,MAD,598.38,599.49,598.38,2023-06-10 02:51:12,True,-5.710000000000036,-0.9542431230990401,Wednesday,Wednesday,7 days
Tânger,Marrocos,90,36.23,Ryanair,TNG,2023-09-20,2023-09-27,http://kayak.com/flights/MAD-TNG/2023-09-20/2023-09-27/,36.23,1,2023,9,MAD,36.3,43.916,39.26,2023-06-10 02:51:12,True,-0.07000000000000028,-0.19283746556473907,Wednesday,Wednesday,7 days
Granadilla de Abona,Espanha,185,64.1,Ryanair,TFS,2023-11-11,2023-11-15,http://kayak.com/flights/MAD-TFS/2023-11-11/2023-11-15/,64.1,1,2023,11,MAD,64.22,69.87170212765957,67.39,2023-06-10 02:51:12,True,-0.12000000000000455,-0.18685767673622633,Saturday,Wednesday,4 days
Gotemburgo,Suécia,1575,141.2,Várias companhias aéreas,GOT,2023-11-22,2023-11-29,http://kayak.com/flights/MAD-GOT/2023-11-22/2023-11-29/,141.2,1,2023,11,MAD,141.46,160.89,160.89,2023-06-10 02:51:12,True,-0.2600000000000193,-0.18379753994063291,Wednesday,Wednesday,7 days
São Sebastião,Espanha,65,49.24,Iberia,EAS,2023-10-15,2023-10-20,http://kayak.com/flights/MAD-EAS/2023-10-15/2023-10-20/,49.24,1,2023,10,MAD,49.33,59.236969696969695,50.4,2023-06-10 02:51:12,True,-0.0899999999999963,-0.1824447597810588,Sunday,Friday,5 days
Préveza,Grécia,1325,109.62,Ryanair,PVK,2023-09-20,2023-09-26,http://kayak.com/flights/MAD-PVK/2023-09-20/2023-09-26/,109.62,1,2023,9,MAD,109.82,327.7838709677419,296.74,2023-06-10 02:51:12,True,-0.19999999999998863,-0.18211619012929214,Wednesday,Tuesday,6 days
Santa Cruz de la Palma,Espanha,190,71.53,Iberia Express,SPC,2024-02-01,2024-02-06,http://kayak.com/flights/MAD-SPC/2024-02-01/2024-02-06/,71.53,1,2024,2,MAD,71.66,112.16666666666667,82.6,2023-06-10 02:51:12,True,-0.12999999999999545,-0.18141222439296045,Thursday,Tuesday,5 days
Ancona,Itália,1630,204.37,Ryanair,AOI,2023-07-05,2023-07-10,http://kayak.com/flights/MAD-AOI/2023-07-05/2023-07-10/,204.37,1,2023,7,MAD,204.74,315.4339393939394,296.70500000000004,2023-06-10 02:51:12,True,-0.37000000000000455,-0.1807170069356279,Wednesday,Monday,5 days
Parma,Itália,2660,232.24,Várias companhias aéreas,PMF,2023-07-26,2023-07-31,http://kayak.com/flights/MAD-PMF/2023-07-26/2023-07-31/,232.24,1,2023,7,MAD,232.66,1045.721818181818,341.89,2023-06-10 02:51:12,True,-0.4199999999999875,-0.18052093183185228,Wednesday,Monday,5 days
Schiphol,Holanda,165,116.12,Iberia,AMS,2024-03-06,2024-03-10,http://kayak.com/flights/MAD-AMS/2024-03-06/2024-03-10/,116.12,1,2024,3,MAD,116.33,116.33,116.33,2023-06-10 02:51:12,True,-0.20999999999999375,-0.18052093183185228,Wednesday,Sunday,4 days
Cardiff,Reino Unido,1130,149.56,Várias companhias aéreas,CWL,2023-11-21,2023-11-25,http://kayak.com/flights/MAD-CWL/2023-11-21/2023-11-25/,149.56,1,2023,11,MAD,149.83,174.47250000000003,149.83,2023-06-10 02:51:12,True,-0.27000000000001023,-0.18020423146233078,Tuesday,Saturday,4 days
