City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1220,525.14,Lufthansa,ICN,2024-03-11,2024-03-18,http://kayak.com/flights/LIS-ICN/2024-03-11/2024-03-18/,525.14,1.0
Paris,França,160,67.5,Vueling,PAR,2023-11-25,2023-11-30,http://kayak.com/flights/LIS-PAR/2023-11-25/2023-11-30/,67.5,1.0
Nova Iorque,Estados Unidos,1060,339.31,Finnair,NYC,2024-03-06,2024-03-10,http://kayak.com/flights/LIS-NYC/2024-03-06/2024-03-10/,339.31,1.0
Los Angeles,Estados Unidos,1285,600.03,Finnair,LAX,2023-11-03,2023-11-10,http://kayak.com/flights/LIS-LAX/2023-11-03/2023-11-10/,600.03,1.0
Londres,Reino Unido,170,54.55,Wizz Air UK,LON,2023-11-10,2023-11-17,http://kayak.com/flights/LIS-LON/2023-11-10/2023-11-17/,54.55,1.0
Copenhaga,Dinamarca,1660,162.72,Várias companhias aéreas,CPH,2023-06-29,2023-07-04,http://kayak.com/flights/LIS-CPH/2023-06-29/2023-07-04/,162.72,1.0
São Francisco,Estados Unidos,1085,589.86,Companhia aérea não revelada,SFO,2023-08-24,2023-08-28,http://kayak.com/flights/LIS-SFO/2023-08-24/2023-08-28/,589.86,1.0
Madrid,Espanha,85,52.7,easyJet,MAD,2023-06-20,2023-06-27,http://kayak.com/flights/LIS-MAD/2023-06-20/2023-06-27/,52.7,1.0
Banguecoque,Tailândia,2825,926.39,Várias companhias aéreas,BKK,2023-06-03,2023-06-10,http://kayak.com/flights/LIS-BKK/2023-06-03/2023-06-10/,926.39,1.0
Barcelona,Espanha,125,58.25,Ryanair,BCN,2023-06-21,2023-06-28,http://kayak.com/flights/LIS-BCN/2023-06-21/2023-06-28/,58.25,1.0
Miami,Estados Unidos,2223,471.52,Companhia aérea não revelada,MIA,2023-06-13,2023-06-20,http://kayak.com/flights/LIS-MIA/2023-06-13/2023-06-20/,471.52,1.0
Boston,Estados Unidos,1205,550.11,American Airlines,BOS,2023-06-03,2023-06-08,http://kayak.com/flights/LIS-BOS/2023-06-03/2023-06-08/,550.11,1.0
Viena,Áustria,225,143.31,Ryanair,VIE,2023-11-13,2023-11-17,http://kayak.com/flights/LIS-VIE/2023-11-13/2023-11-17/,143.31,1.0
Frankfurt,Alemanha,190,174.74,TAP AIR PORTUGAL,FRA,2024-05-09,2024-05-13,http://kayak.com/flights/LIS-FRA/2024-05-09/2024-05-13/,174.74,1.0
Amesterdão,Holanda,195,104.48,Vueling,AMS,2023-10-18,2023-10-24,http://kayak.com/flights/LIS-AMS/2023-10-18/2023-10-24/,104.48,1.0
Nova Deli,Índia,1980,737.79,Várias companhias aéreas,DEL,2023-06-13,2023-06-20,http://kayak.com/flights/LIS-DEL/2023-06-13/2023-06-20/,737.79,1.0
Istambul,Turquia,1335,262.57,Várias companhias aéreas,IST,2023-09-06,2023-09-12,http://kayak.com/flights/LIS-IST/2023-09-06/2023-09-12/,262.57,1.0
Atlanta,Estados Unidos,1193,624.99,Companhia aérea não revelada,ATL,2023-09-13,2023-09-17,http://kayak.com/flights/LIS-ATL/2023-09-13/2023-09-17/,624.99,1.0
