City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Bratislava,Eslováquia,970,177.7,Ryanair,BTS,2023-08-31,2023-09-04,http://kayak.com/flights/LIS-BTS/2023-08-31/2023-09-04/,177.7,1.0,2023,8,LIS,1320.43,1320.43,1320.43,2023-03-22 02:32:44,True,-1142.73,-86.54226274774126
Kahului,Estados Unidos,2180,1280.13,Várias companhias aéreas,OGG,2023-05-22,2023-05-29,http://kayak.com/flights/LIS-OGG/2023-05-22/2023-05-29/,1280.13,1.0,2023,5,LIS,3381.65,3383.91,3383.91,2023-03-22 02:32:44,True,-2101.52,-62.14481096506144
Gibraltar,Gibraltar,1165,305.15,Várias companhias aéreas,GIB,2023-04-18,2023-04-22,http://kayak.com/flights/LIS-GIB/2023-04-18/2023-04-22/,305.15,1.0,2023,4,LIS,555.5,573.5671428571428,556.71,2023-03-22 02:32:44,True,-250.35000000000002,-45.06750675067507
San Jose,Estados Unidos,1130,678.21,British Airways,SJC,2023-06-08,2023-06-13,http://kayak.com/flights/LIS-SJC/2023-06-08/2023-06-13/,678.21,1.0,2023,6,LIS,1178.65,1214.7292857142857,1211.66,2023-03-22 02:32:44,True,-500.44000000000005,-42.45874517456412
Basileia,Suíça,265,121.88,easyJet,EAP,2023-07-13,2023-07-20,http://kayak.com/flights/LIS-EAP/2023-07-13/2023-07-20/,121.88,1.0,2023,7,LIS,209.1,209.1,209.1,2023-03-22 02:32:44,True,-87.22,-41.712099473935915
Gdansk,Polónia,1510,184.21,Várias companhias aéreas,GDN,2023-09-05,2023-09-11,http://kayak.com/flights/LIS-GDN/2023-09-05/2023-09-11/,184.21,1.0,2023,9,LIS,250.61,251.13000000000002,251.26,2023-03-22 02:32:44,True,-66.4,-26.495351342723755
Argel,Argélia,1035,277.24,Várias companhias aéreas,ALG,2023-04-20,2023-04-27,http://kayak.com/flights/LIS-ALG/2023-04-20/2023-04-27/,277.24,1.0,2023,4,LIS,359.2,387.92555555555555,359.39,2023-03-22 02:32:44,True,-81.95999999999998,-22.817371937639194
Génova,Itália,1480,187.93,Várias companhias aéreas,GOA,2023-09-22,2023-09-29,http://kayak.com/flights/LIS-GOA/2023-09-22/2023-09-29/,187.93,1.0,2023,9,LIS,242.76,242.77499999999998,242.77499999999998,2023-03-22 02:32:44,True,-54.829999999999984,-22.58609326083374
Burgas,Bulgária,960,412.14,Várias companhias aéreas,BOJ,2023-07-03,2023-07-09,http://kayak.com/flights/LIS-BOJ/2023-07-03/2023-07-09/,412.14,1.0,2023,7,LIS,529.09,812.1343478260869,727.58,2023-03-22 02:32:44,True,-116.95000000000005,-22.103989869398408
Erevã,Arménia,1305,483.77,Várias companhias aéreas,EVN,2023-07-18,2023-07-23,http://kayak.com/flights/LIS-EVN/2023-07-18/2023-07-23/,483.77,1.0,2023,7,LIS,611.91,730.3675,678.385,2023-03-22 02:32:44,True,-128.14,-20.94098805379876
Crotone,Itália,1130,244.68,Várias companhias aéreas,CRV,2023-07-13,2023-07-20,http://kayak.com/flights/LIS-CRV/2023-07-13/2023-07-20/,244.68,1.0,2023,7,LIS,308.94,312.104,312.41499999999996,2023-03-22 02:32:44,True,-64.25999999999999,-20.80015536997475
Bodø,Noruega,1420,406.55,Várias companhias aéreas,BOO,2023-04-21,2023-04-25,http://kayak.com/flights/LIS-BOO/2023-04-21/2023-04-25/,406.55,1.0,2023,4,LIS,490.64,491.73900000000003,491.95500000000004,2023-03-22 02:32:44,True,-84.08999999999997,-17.138839067340612
Mahón,Espanha,130,70.71,easyJet,MAH,2023-10-19,2023-10-26,http://kayak.com/flights/LIS-MAH/2023-10-19/2023-10-26/,70.71,1.0,2023,10,LIS,84.89,97.47142857142856,96.1,2023-03-22 02:32:44,True,-14.180000000000007,-16.703969843326664
Chennai,Índia,1555,918.23,IndiGo,MAA,2023-04-20,2023-04-27,http://kayak.com/flights/LIS-MAA/2023-04-20/2023-04-27/,918.23,1.0,2023,4,LIS,1056.87,1099.6244444444444,1056.94,2023-03-22 02:32:44,True,-138.63999999999987,-13.117980451711176
Lima,Perú,1350,627.04,Várias companhias aéreas,LIM,2023-11-06,2023-11-13,http://kayak.com/flights/LIS-LIM/2023-11-06/2023-11-13/,627.04,1.0,2023,11,LIS,715.61,761.5283333333333,718.62,2023-03-22 02:32:44,True,-88.57000000000005,-12.376853313955932
Funchal,Portugal,105,40.01,TAP AIR PORTUGAL,FNC,2023-12-14,2023-12-19,http://kayak.com/flights/LIS-FNC/2023-12-14/2023-12-19/,40.01,1.0,2023,12,LIS,44.78,48.846,44.87,2023-03-22 02:32:44,True,-4.770000000000003,-10.65207682000894
Lajes,Portugal,155,39.08,Ryanair,TER,2023-05-05,2023-05-12,http://kayak.com/flights/LIS-TER/2023-05-05/2023-05-12/,39.08,1.0,2023,5,LIS,43.54,64.60363636363637,64.83,2023-03-22 02:32:44,True,-4.460000000000001,-10.243454294901243
Luqa,Malta,880,104.2,Várias companhias aéreas,MLA,2023-10-18,2023-10-25,http://kayak.com/flights/LIS-MLA/2023-10-18/2023-10-25/,104.2,1.0,2023,10,LIS,115.03,134.4088888888889,131.22,2023-03-22 02:32:44,True,-10.829999999999998,-9.414935234286705
Katovice,Polónia,1625,179.56,Várias companhias aéreas,KTW,2023-06-01,2023-06-08,http://kayak.com/flights/LIS-KTW/2023-06-01/2023-06-08/,179.56,1.0,2023,6,LIS,197.77,197.77,197.77,2023-03-22 02:32:44,True,-18.210000000000008,-9.207665469990395
Lagos,Nigéria,1550,632.62,Air France,LOS,2023-04-01,2023-04-07,http://kayak.com/flights/LIS-LOS/2023-04-01/2023-04-07/,632.62,1.0,2023,4,LIS,695.8,812.1957142857143,797.12,2023-03-22 02:32:44,True,-63.17999999999995,-9.08019545846507
Barcelona,Espanha,130,30.71,Vueling,BCN,2023-05-18,2023-05-23,http://kayak.com/flights/LIS-BCN/2023-05-18/2023-05-23/,30.71,1.0,2023,5,LIS,33.66,55.89829268292683,50.62,2023-03-22 02:32:44,True,-2.9499999999999957,-8.764111705288164
Krabi,Tailândia,2225,906.14,Emirates,KBV,2023-06-07,2023-06-11,http://kayak.com/flights/LIS-KBV/2023-06-07/2023-06-11/,906.14,1.0,2023,6,LIS,987.18,1027.219090909091,1046.58,2023-03-22 02:32:44,True,-81.03999999999996,-8.209242488705197
Iași,Roménia,1225,104.2,Várias companhias aéreas,IAS,2023-05-11,2023-05-16,http://kayak.com/flights/LIS-IAS/2023-05-11/2023-05-16/,104.2,1.0,2023,5,LIS,112.09,140.665,125.94,2023-03-22 02:32:44,True,-7.890000000000001,-7.038986528682309
Porto,Portugal,60,66.99,TAP AIR PORTUGAL,OPO,2023-06-12,2023-06-18,http://kayak.com/flights/LIS-OPO/2023-06-12/2023-06-18/,66.99,1.0,2023,6,LIS,70.99,74.19,70.99,2023-03-22 02:32:44,True,-4.0,-5.634596422031272
Sharm El Sheikh,Egito,880,253.05,Várias companhias aéreas,SSH,2023-10-17,2023-10-24,http://kayak.com/flights/LIS-SSH/2023-10-17/2023-10-24/,253.05,1.0,2023,10,LIS,265.92,376.8733333333333,432.06,2023-03-22 02:32:44,True,-12.870000000000005,-4.839801444043323
Honolulu,Estados Unidos,2162,843.81,Várias companhias aéreas,HNL,2023-05-22,2023-05-29,http://kayak.com/flights/LIS-HNL/2023-05-22/2023-05-29/,843.81,1.0,2023,5,LIS,860.59,928.7211764705883,948.12,2023-03-22 02:32:44,True,-16.780000000000086,-1.9498251199758405
Lourdes,França,1555,233.52,Ryanair,LDE,2023-04-24,2023-04-29,http://kayak.com/flights/LIS-LDE/2023-04-24/2023-04-29/,233.52,1.0,2023,4,LIS,237.5,269.68083333333334,237.69,2023-03-22 02:32:44,True,-3.9799999999999898,-1.6757894736842063
