City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2335,817.94,Etihad Airways,ICN,2023-02-03,2023-02-09,http://kayak.com/flights/NAP-ICN/2023-02-03/2023-02-09/,817.94,1.0
Paris,França,150,45.14,Ryanair,PAR,2023-03-27,2023-03-31,http://kayak.com/flights/NAP-PAR/2023-03-27/2023-03-31/,45.14,1.0
Londres,Reino Unido,175,34.09,Ryanair,LON,2023-02-01,2023-02-06,http://kayak.com/flights/NAP-LON/2023-02-01/2023-02-06/,34.09,1.0
Nova Iorque,Estados Unidos,1135,313.18,ITA Airways,NYC,2023-02-02,2023-02-07,http://kayak.com/flights/NAP-NYC/2023-02-02/2023-02-07/,313.18,1.0
Los Angeles,Estados Unidos,1225,459.63,Brussels Airlines,LAX,2023-03-30,2023-04-03,http://kayak.com/flights/NAP-LAX/2023-03-30/2023-04-03/,459.63,1.0
Copenhaga,Dinamarca,785,91.19,Várias companhias aéreas,CPH,2023-02-21,2023-02-28,http://kayak.com/flights/NAP-CPH/2023-02-21/2023-02-28/,91.19,1.0
Banguecoque,Tailândia,2040,856.63,Várias companhias aéreas,BKK,2023-01-23,2023-01-29,http://kayak.com/flights/NAP-BKK/2023-01-23/2023-01-29/,856.63,1.0
Madrid,Espanha,890,69.09,Ryanair,MAD,2023-04-15,2023-04-19,http://kayak.com/flights/NAP-MAD/2023-04-15/2023-04-19/,69.09,1.0
Miami,Estados Unidos,1080,371.21,Várias companhias aéreas,MIA,2023-11-18,2023-11-24,http://kayak.com/flights/NAP-MIA/2023-11-18/2023-11-24/,371.21,1.0
Barcelona,Espanha,120,48.82,Ryanair,BCN,2023-03-01,2023-03-08,http://kayak.com/flights/NAP-BCN/2023-03-01/2023-03-08/,48.82,1.0
Frankfurt,Alemanha,680,65.4,Ryanair,FRA,2023-01-25,2023-01-30,http://kayak.com/flights/NAP-FRA/2023-01-25/2023-01-30/,65.4,1.0
São Francisco,Estados Unidos,2690,459.63,British Airways,SFO,2023-04-29,2023-05-06,http://kayak.com/flights/NAP-SFO/2023-04-29/2023-05-06/,459.63,1.0
Lisboa,Portugal,450,112.38,Várias companhias aéreas,LIS,2023-03-28,2023-04-02,http://kayak.com/flights/NAP-LIS/2023-03-28/2023-04-02/,112.38,1.0
Viena,Áustria,1470,75.54,Várias companhias aéreas,VIE,2023-02-21,2023-02-26,http://kayak.com/flights/NAP-VIE/2023-02-21/2023-02-26/,75.54,1.0
Boston,Estados Unidos,760,532.4,Air France,BOS,2023-02-21,2023-02-28,http://kayak.com/flights/NAP-BOS/2023-02-21/2023-02-28/,532.4,1.0
