City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,140,65.51,easyJet,PAR,2023-06-17,2023-06-21,http://kayak.com/flights/NAP-PAR/2023-06-17/2023-06-21/,65.51,1.0
Londres,Reino Unido,450,84.88,easyJet,LON,2023-06-01,2023-06-06,http://kayak.com/flights/NAP-LON/2023-06-01/2023-06-06/,84.88,1.0
Nova Iorque,Estados Unidos,860,818.34,Várias companhias aéreas,NYC,2023-06-22,2023-06-29,http://kayak.com/flights/NAP-NYC/2023-06-22/2023-06-29/,818.34,1.0
Copenhaga,Dinamarca,360,127.32,easyJet,CPH,2023-06-03,2023-06-10,http://kayak.com/flights/NAP-CPH/2023-06-03/2023-06-10/,127.32,1.0
Madrid,Espanha,165,107.95,Ryanair,MAD,2023-06-22,2023-06-26,http://kayak.com/flights/NAP-MAD/2023-06-22/2023-06-26/,107.95,1.0
Miami,Estados Unidos,1805,2250.2,American Airlines,MIA,2023-06-12,2023-06-16,http://kayak.com/flights/NAP-MIA/2023-06-12/2023-06-16/,2250.2,1.0
Barcelona,Espanha,120,47.06,easyJet,BCN,2023-06-07,2023-06-12,http://kayak.com/flights/NAP-BCN/2023-06-07/2023-06-12/,47.06,1.0
Lisboa,Portugal,375,100.57,easyJet,LIS,2023-06-15,2023-06-19,http://kayak.com/flights/NAP-LIS/2023-06-15/2023-06-19/,100.57,1.0
Amesterdão,Holanda,160,74.73,easyJet,AMS,2023-06-15,2023-06-19,http://kayak.com/flights/NAP-AMS/2023-06-15/2023-06-19/,74.73,1.0
Dubai,Emirados Árabes Unidos,1265,518.5,Turkish Airlines,DXB,2023-06-25,2023-06-30,http://kayak.com/flights/NAP-DXB/2023-06-25/2023-06-30/,518.5,1.0
Berlim,Alemanha,140,61.82,easyJet,BER,2023-06-05,2023-06-09,http://kayak.com/flights/NAP-BER/2023-06-05/2023-06-09/,61.82,1.0
Istambul,Turquia,755,215.89,Várias companhias aéreas,IST,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-IST/2023-06-01/2023-06-05/,215.89,1.0
Newark,Estados Unidos,1590,1098.81,Turkish Airlines,EWR,2023-06-22,2023-06-29,http://kayak.com/flights/NAP-EWR/2023-06-22/2023-06-29/,1098.81,1.0
Atenas,Grécia,330,116.25,Várias companhias aéreas,ATH,2023-06-20,2023-06-25,http://kayak.com/flights/NAP-ATH/2023-06-20/2023-06-25/,116.25,1.0
Orlando,Estados Unidos,1490,943.81,ITA Airways,MCO,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-MCO/2023-06-26/2023-06-30/,943.81,1.0
