City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Trapani,Itália,105,91.59,Ryanair,TPS,2023-07-18,2023-07-25,http://kayak.com/flights/MXP-TPS/2023-07-18/2023-07-25/,91.59,1.0,2023,7,MXP,122.84,190.24170212765958,184.19,2023-05-09 02:36:58,True,-31.25,-25.43959622272875,Tuesday,Tuesday,7 days
Tetuão,Marrocos,605,114.26,Ryanair,TTU,2023-05-16,2023-05-22,http://kayak.com/flights/MXP-TTU/2023-05-16/2023-05-22/,114.26,1.0,2023,5,MXP,132.37,235.94583333333333,203.69,2023-05-09 02:36:58,True,-18.11,-13.681347737402733,Tuesday,Monday,6 days
Cochabamba,Bolívia,2270,1207.86,Várias companhias aéreas,CBB,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-CBB/2023-06-05/2023-06-12/,1207.86,1.0,2023,6,MXP,1399.08,1460.0516666666667,1402.42,2023-05-09 02:36:58,True,-191.22000000000003,-13.667552963375934,Monday,Monday,7 days
Bogotá,Colômbia,2135,813.4,Turkish Airlines,BOG,2023-06-24,2023-07-01,http://kayak.com/flights/MXP-BOG/2023-06-24/2023-07-01/,813.4,1.0,2023,6,MXP,917.26,938.9807692307693,919.11,2023-05-09 02:36:58,True,-103.86000000000001,-11.322852844340755,Saturday,Saturday,7 days
Xangai,China,1095,795.27,Várias companhias aéreas,SHA,2023-07-13,2023-07-19,http://kayak.com/flights/MXP-SHA/2023-07-13/2023-07-19/,795.27,1.0,2023,7,MXP,873.53,958.7728571428571,903.21,2023-05-09 02:36:58,True,-78.25999999999999,-8.959051206026123,Thursday,Wednesday,6 days
Kuusamo,Finlândia,595,423.48,Finnair,KAO,2023-10-28,2023-11-01,http://kayak.com/flights/MXP-KAO/2023-10-28/2023-11-01/,423.48,1.0,2023,10,MXP,452.05,467.60125,467.82500000000005,2023-05-09 02:36:58,True,-28.569999999999993,-6.3200973343656655,Saturday,Wednesday,4 days
Santander,Espanha,580,97.03,Vueling,SDR,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-SDR/2023-06-07/2023-06-14/,97.03,1.0,2023,6,MXP,101.4,157.78385542168675,155.33,2023-05-09 02:36:58,True,-4.3700000000000045,-4.309664694280083,Wednesday,Wednesday,7 days
San Cristobal,Equador,3276,1712.04,Várias companhias aéreas,SCY,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-SCY/2023-06-07/2023-06-14/,1712.04,1.0,2023,6,MXP,1764.23,2312.165,1805.12,2023-05-09 02:36:58,True,-52.190000000000055,-2.9582310696451177,Wednesday,Wednesday,7 days
San Juan,Porto Rico,1915,685.55,Delta,SJU,2023-08-23,2023-08-27,http://kayak.com/flights/MXP-SJU/2023-08-23/2023-08-27/,685.55,1.0,2023,8,MXP,691.13,1037.671052631579,890.87,2023-05-09 02:36:58,True,-5.580000000000041,-0.8073734319158539,Wednesday,Sunday,4 days
Lille,França,1585,122.42,easyJet,LIL,2023-06-06,2023-06-13,http://kayak.com/flights/MXP-LIL/2023-06-06/2023-06-13/,122.42,1.0,2023,6,MXP,122.51,154.85999999999999,139.22,2023-05-09 02:36:58,True,-0.09000000000000341,-0.07346339074361555,Tuesday,Tuesday,7 days
Mitilene,Grécia,1360,246.65,Várias companhias aéreas,MJT,2023-09-07,2023-09-11,http://kayak.com/flights/MXP-MJT/2023-09-07/2023-09-11/,246.65,1.0,2023,9,MXP,246.83,265.08750000000003,246.83,2023-05-09 02:36:58,True,-0.18000000000000682,-0.07292468500587725,Thursday,Monday,4 days
Banja Luka,Bósnia-Herzegóvina,395,165.04,Ryanair,BNX,2023-09-18,2023-09-24,http://kayak.com/flights/MXP-BNX/2023-09-18/2023-09-24/,165.04,1.0,2023,9,MXP,165.16,165.16,165.16,2023-05-09 02:36:58,True,-0.12000000000000455,-0.07265681763139051,Monday,Sunday,6 days
Bristol,Reino Unido,125,110.63,easyJet,BRS,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-BRS/2023-06-07/2023-06-14/,110.63,1.0,2023,6,MXP,110.71,172.0455263157895,161.43,2023-05-09 02:36:58,True,-0.0799999999999983,-0.07226086171077437,Wednesday,Wednesday,7 days
Vigo,Espanha,625,110.63,Vueling,VGO,2023-11-07,2023-11-11,http://kayak.com/flights/MXP-VGO/2023-11-07/2023-11-11/,110.63,1.0,2023,11,MXP,110.71,110.71,110.71,2023-05-09 02:36:58,True,-0.0799999999999983,-0.07226086171077437,Tuesday,Saturday,4 days
Lajes,Portugal,1275,139.65,TAP AIR PORTUGAL,TER,2024-01-08,2024-01-14,http://kayak.com/flights/MXP-TER/2024-01-08/2024-01-14/,139.65,1.0,2024,1,MXP,139.75,198.17,226.83,2023-05-09 02:36:58,True,-0.09999999999999432,-0.071556350626114,Monday,Sunday,6 days
Dublin,Irlanda,595,69.83,Ryanair,DUB,2023-06-08,2023-06-14,http://kayak.com/flights/MXP-DUB/2023-06-08/2023-06-14/,69.83,1.0,2023,6,MXP,69.88,94.28489361702128,86.19,2023-05-09 02:36:58,True,-0.04999999999999716,-0.07155123068116365,Thursday,Wednesday,6 days
Bolonha,Itália,400,167.76,Várias companhias aéreas,BLQ,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-BLQ/2023-06-07/2023-06-14/,167.76,1.0,2023,6,MXP,167.88,563.421875,577.79,2023-05-09 02:36:58,True,-0.12000000000000455,-0.07147962830593552,Wednesday,Wednesday,7 days
Manama,Bahrain,1210,379.95,Várias companhias aéreas,BAH,2023-07-14,2023-07-21,http://kayak.com/flights/MXP-BAH/2023-07-14/2023-07-21/,379.95,1.0,2023,7,MXP,380.22,445.2066666666667,380.22,2023-05-09 02:36:58,True,-0.27000000000003865,-0.07101151964653059,Friday,Friday,7 days
Rzeszów,Polónia,635,155.07,Várias companhias aéreas,RZE,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-RZE/2023-06-07/2023-06-14/,155.07,1.0,2023,6,MXP,155.18,209.29399999999998,219.7,2023-05-09 02:36:58,True,-0.11000000000001364,-0.07088542337931025,Wednesday,Wednesday,7 days
Jaipur,Índia,2200,734.51,Várias companhias aéreas,JAI,2023-05-08,2023-05-15,http://kayak.com/flights/MXP-JAI/2023-05-08/2023-05-15/,734.51,1.0,2023,5,MXP,735.03,822.8968421052632,746.39,2023-05-09 02:36:58,True,-0.5199999999999818,-0.0707454117518988,Monday,Monday,7 days
Siem Reap,Cambodja,3200,918.59,Várias companhias aéreas,REP,2023-05-08,2023-05-15,http://kayak.com/flights/MXP-REP/2023-05-08/2023-05-15/,918.59,1.0,2023,5,MXP,919.24,1065.6971428571428,1164.41,2023-05-09 02:36:58,True,-0.6499999999999773,-0.0707105870066552,Monday,Monday,7 days
Taif,Arábia Saudita,655,538.64,Qatar Airways,TIF,2024-03-01,2024-03-07,http://kayak.com/flights/MXP-TIF/2024-03-01/2024-03-07/,538.64,1.0,2024,3,MXP,539.02,539.02,539.02,2023-05-09 02:36:58,True,-0.37999999999999545,-0.0704983117509546,Friday,Thursday,6 days
