City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2240,730.66,LOT,ICN,2023-10-19,2023-10-25,http://kayak.com/flights/MAD-ICN/2023-10-19/2023-10-25/,730.66,1
Paris,França,130,40.7,Ryanair,PAR,2023-10-18,2023-10-25,http://kayak.com/flights/MAD-PAR/2023-10-18/2023-10-25/,40.7,1
Nova Iorque,Estados Unidos,1495,278.26,PLAY,NYC,2023-11-06,2023-11-12,http://kayak.com/flights/MAD-NYC/2023-11-06/2023-11-12/,278.26,1
Los Angeles,Estados Unidos,1045,561.25,Várias companhias aéreas,LAX,2023-05-05,2023-05-09,http://kayak.com/flights/MAD-LAX/2023-05-05/2023-05-09/,561.25,1
Londres,Reino Unido,150,40.7,Ryanair,LON,2023-05-03,2023-05-10,http://kayak.com/flights/MAD-LON/2023-05-03/2023-05-10/,40.7,1
Copenhaga,Dinamarca,665,73.83,Ryanair,CPH,2023-04-18,2023-04-22,http://kayak.com/flights/MAD-CPH/2023-04-18/2023-04-22/,73.83,1
Barcelona,Espanha,90,33.13,Vueling,BCN,2023-05-04,2023-05-10,http://kayak.com/flights/MAD-BCN/2023-05-04/2023-05-10/,33.13,1
São Francisco,Estados Unidos,1300,435.37,TAP AIR PORTUGAL,SFO,2023-11-13,2023-11-20,http://kayak.com/flights/MAD-SFO/2023-11-13/2023-11-20/,435.37,1
Miami,Estados Unidos,1035,462.82,Várias companhias aéreas,MIA,2023-09-20,2023-09-26,http://kayak.com/flights/MAD-MIA/2023-09-20/2023-09-26/,462.82,1
Banguecoque,Tailândia,1145,687.13,Kuwait Airways,BKK,2024-01-07,2024-01-13,http://kayak.com/flights/MAD-BKK/2024-01-07/2024-01-13/,687.13,1
Lisboa,Portugal,85,31.24,easyJet,LIS,2023-05-04,2023-05-09,http://kayak.com/flights/MAD-LIS/2023-05-04/2023-05-09/,31.24,1
Boston,Estados Unidos,910,453.35,Várias companhias aéreas,BOS,2023-05-03,2023-05-09,http://kayak.com/flights/MAD-BOS/2023-05-03/2023-05-09/,453.35,1
Viena,Áustria,500,70.04,Ryanair,VIE,2023-07-31,2023-08-04,http://kayak.com/flights/MAD-VIE/2023-07-31/2023-08-04/,70.04,1
Frankfurt,Alemanha,895,105.06,Ryanair,FRA,2023-04-07,2023-04-13,http://kayak.com/flights/MAD-FRA/2023-04-07/2023-04-13/,105.06,1
Amesterdão,Holanda,160,121.15,Iberia,AMS,2023-11-13,2023-11-18,http://kayak.com/flights/MAD-AMS/2023-11-13/2023-11-18/,121.15,1
Roma,Itália,155,54.9,Várias companhias aéreas,ROM,2023-06-14,2023-06-21,http://kayak.com/flights/MAD-ROM/2023-06-14/2023-06-21/,54.9,1
Las Vegas,Estados Unidos,1319,665.36,Delta,LAS,2023-04-11,2023-04-17,http://kayak.com/flights/MAD-LAS/2023-04-11/2023-04-17/,665.36,1
Newark,Estados Unidos,1070,386.16,TAP AIR PORTUGAL,EWR,2023-11-06,2023-11-12,http://kayak.com/flights/MAD-EWR/2023-11-06/2023-11-12/,386.16,1
