City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Amã,Jordânia,305,51.26,Wizz Air,AMM,2023-12-10,2023-12-17,http://kayak.com/flights/MXP-AMM/2023-12-10/2023-12-17/,51.26,1.0,2023,12,MXP,59.87,59.95,59.95,2023-04-05 02:22:02,True,-8.61,-14.381159178219475,Sunday,Sunday,7 days
Szczecin,Polónia,1170,163.84,Ryanair,SZZ,2023-05-12,2023-05-16,http://kayak.com/flights/MXP-SZZ/2023-05-12/2023-05-16/,163.84,1.0,2023,5,MXP,185.75,256.655,256.375,2023-04-05 02:22:02,True,-21.909999999999997,-11.795423956931357,Friday,Tuesday,4 days
São Paulo,Brasil,1780,609.59,Delta,SAO,2023-05-17,2023-05-24,http://kayak.com/flights/MXP-SAO/2023-05-17/2023-05-24/,609.59,1.0,2023,5,MXP,683.9,865.3379310344827,868.51,2023-04-05 02:22:02,True,-74.30999999999995,-10.865623629185546,Wednesday,Wednesday,7 days
Perugia,Itália,530,94.28,Várias companhias aéreas,PEG,2023-05-11,2023-05-18,http://kayak.com/flights/MXP-PEG/2023-05-11/2023-05-18/,94.28,1.0,2023,5,MXP,105.48,680.1635,824.73,2023-04-05 02:22:02,True,-11.200000000000003,-10.618126659082293,Thursday,Thursday,7 days
Kayseri,Turquia,680,291.98,Turkish Airlines,ASR,2023-11-06,2023-11-11,http://kayak.com/flights/MXP-ASR/2023-11-06/2023-11-11/,291.98,1.0,2023,11,MXP,325.2,325.2125,325.2,2023-04-05 02:22:02,True,-33.21999999999997,-10.215252152521517,Monday,Saturday,5 days
Olbia,Itália,90,33.87,Várias companhias aéreas,OLB,2023-07-05,2023-07-12,http://kayak.com/flights/MXP-OLB/2023-07-05/2023-07-12/,33.87,1.0,2023,7,MXP,37.62,49.26626666666667,46.87,2023-04-05 02:22:02,True,-3.75,-9.968102073365232,Wednesday,Wednesday,7 days
Jacarta,Indonésia,2190,612.33,Air China,JKT,2023-05-05,2023-05-12,http://kayak.com/flights/MXP-JKT/2023-05-05/2023-05-12/,612.33,1.0,2023,5,MXP,670.4,718.5615151515151,709.06,2023-04-05 02:22:02,True,-58.069999999999936,-8.661992840095456,Friday,Friday,7 days
Orlando,Estados Unidos,1220,461.31,Várias companhias aéreas,MCO,2023-09-21,2023-09-28,http://kayak.com/flights/MXP-MCO/2023-09-21/2023-09-28/,461.31,1.0,2023,9,MXP,493.63,579.7175,605.935,2023-04-05 02:22:02,True,-32.31999999999999,-6.547414055061481,Thursday,Thursday,7 days
Newcastle upon Tyne,Reino Unido,1080,117.16,Ryanair,NCL,2023-05-27,2023-05-31,http://kayak.com/flights/MXP-NCL/2023-05-27/2023-05-31/,117.16,1.0,2023,5,MXP,123.87,163.01875,147.06,2023-04-05 02:22:02,True,-6.710000000000008,-5.416969403406804,Saturday,Wednesday,4 days
San Andrés,Colômbia,3405,826.51,Várias companhias aéreas,ADZ,2023-05-22,2023-05-27,http://kayak.com/flights/MXP-ADZ/2023-05-22/2023-05-27/,826.51,1.0,2023,5,MXP,864.24,865.2599999999999,865.26,2023-04-05 02:22:02,True,-37.73000000000002,-4.365685457743221,Monday,Saturday,5 days
Fortaleza,Brasil,2870,631.56,Delta,FOR,2023-05-12,2023-05-19,http://kayak.com/flights/MXP-FOR/2023-05-12/2023-05-19/,631.56,1.0,2023,5,MXP,655.57,790.0433333333333,746.28,2023-04-05 02:22:02,True,-24.010000000000105,-3.662461674573288,Friday,Friday,7 days
Manizales,Colômbia,2510,1529.45,Várias companhias aéreas,MZL,2023-04-04,2023-04-08,http://kayak.com/flights/MXP-MZL/2023-04-04/2023-04-08/,1529.45,1.0,2023,4,MXP,1541.3,1541.3,1541.3,2023-04-05 02:22:02,True,-11.849999999999909,-0.7688315058716609,Tuesday,Saturday,4 days
