City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1035,895.32,Lufthansa,ICN,2023-12-22,2023-12-29,http://kayak.com/flights/NAP-ICN/2023-12-22/2023-12-29/,895.32,1.0
Paris,França,140,86.44,easyJet,PAR,2023-09-07,2023-09-14,http://kayak.com/flights/NAP-PAR/2023-09-07/2023-09-14/,86.44,1.0
Nova Iorque,Estados Unidos,1480,338.48,British Airways,NYC,2023-11-17,2023-11-23,http://kayak.com/flights/NAP-NYC/2023-11-17/2023-11-23/,338.48,1.0
Londres,Reino Unido,175,52.78,Wizz Air Malta,LON,2023-05-04,2023-05-09,http://kayak.com/flights/NAP-LON/2023-05-04/2023-05-09/,52.78,1.0
Los Angeles,Estados Unidos,1262,880.76,Várias companhias aéreas,LAX,2023-04-24,2023-05-01,http://kayak.com/flights/NAP-LAX/2023-04-24/2023-05-01/,880.76,1.0
Copenhaga,Dinamarca,850,148.31,Ryanair,CPH,2023-06-27,2023-07-01,http://kayak.com/flights/NAP-CPH/2023-06-27/2023-07-01/,148.31,1.0
Madrid,Espanha,165,76.43,Ryanair,MAD,2023-10-10,2023-10-17,http://kayak.com/flights/NAP-MAD/2023-10-10/2023-10-17/,76.43,1.0
Barcelona,Espanha,125,60.06,Vueling,BCN,2023-10-25,2023-10-30,http://kayak.com/flights/NAP-BCN/2023-10-25/2023-10-30/,60.06,1.0
São Francisco,Estados Unidos,1830,760.66,Brussels Airlines,SFO,2023-12-19,2023-12-26,http://kayak.com/flights/NAP-SFO/2023-12-19/2023-12-26/,760.66,1.0
Banguecoque,Tailândia,1405,914.42,Etihad Airways,BKK,2023-09-01,2023-09-07,http://kayak.com/flights/NAP-BKK/2023-09-01/2023-09-07/,914.42,1.0
Miami,Estados Unidos,1095,492.24,Air France,MIA,2023-05-04,2023-05-10,http://kayak.com/flights/NAP-MIA/2023-05-04/2023-05-10/,492.24,1.0
Boston,Estados Unidos,1230,575.95,Lufthansa,BOS,2023-05-23,2023-05-30,http://kayak.com/flights/NAP-BOS/2023-05-23/2023-05-30/,575.95,1.0
Lisboa,Portugal,475,148.31,Várias companhias aéreas,LIS,2024-03-06,2024-03-10,http://kayak.com/flights/NAP-LIS/2024-03-06/2024-03-10/,148.31,1.0
