City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,140,67.25,easyJet,PAR,2023-06-22,2023-06-28,http://kayak.com/flights/NAP-PAR/2023-06-22/2023-06-28/,67.25,1.0
Londres,Reino Unido,1535,105.93,easyJet,LON,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-LON/2023-06-01/2023-06-05/,105.93,1.0
Nova Iorque,Estados Unidos,1325,396.08,Brussels Airlines,NYC,2023-06-01,2023-06-08,http://kayak.com/flights/NAP-NYC/2023-06-01/2023-06-08/,396.08,1.0
Copenhaga,Dinamarca,365,136.33,easyJet,CPH,2023-06-02,2023-06-07,http://kayak.com/flights/NAP-CPH/2023-06-02/2023-06-07/,136.33,1.0
Banguecoque,Tailândia,2185,803.2,KLM,BKK,2023-06-12,2023-06-18,http://kayak.com/flights/NAP-BKK/2023-06-12/2023-06-18/,803.2,1.0
Madrid,Espanha,350,99.48,Várias companhias aéreas,MAD,2023-06-22,2023-06-26,http://kayak.com/flights/NAP-MAD/2023-06-22/2023-06-26/,99.48,1.0
Miami,Estados Unidos,1480,630.96,British Airways,MIA,2023-06-12,2023-06-16,http://kayak.com/flights/NAP-MIA/2023-06-12/2023-06-16/,630.96,1.0
Barcelona,Espanha,125,64.48,Várias companhias aéreas,BCN,2023-06-03,2023-06-08,http://kayak.com/flights/NAP-BCN/2023-06-03/2023-06-08/,64.48,1.0
Lisboa,Portugal,420,128.04,Várias companhias aéreas,LIS,2023-06-09,2023-06-13,http://kayak.com/flights/NAP-LIS/2023-06-09/2023-06-13/,128.04,1.0
Amesterdão,Holanda,160,90.27,easyJet,AMS,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-AMS/2023-06-26/2023-06-30/,90.27,1.0
Dubai,Emirados Árabes Unidos,1860,477.13,Turkish Airlines,DXB,2023-06-03,2023-06-10,http://kayak.com/flights/NAP-DXB/2023-06-03/2023-06-10/,477.13,1.0
Berlim,Alemanha,505,87.51,easyJet,BER,2023-06-05,2023-06-11,http://kayak.com/flights/NAP-BER/2023-06-05/2023-06-11/,87.51,1.0
Istambul,Turquia,140,257.91,Turkish Airlines,IST,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-IST/2023-06-26/2023-06-30/,257.91,1.0
Newark,Estados Unidos,1715,401.6,SWISS,EWR,2023-06-01,2023-06-08,http://kayak.com/flights/NAP-EWR/2023-06-01/2023-06-08/,401.6,1.0
Atenas,Grécia,105,66.32,easyJet,ATH,2023-06-24,2023-06-29,http://kayak.com/flights/NAP-ATH/2023-06-24/2023-06-29/,66.32,1.0
Milão,Itália,95,42.38,easyJet,MIL,2023-06-15,2023-06-19,http://kayak.com/flights/NAP-MIL/2023-06-15/2023-06-19/,42.38,1.0
