City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1175,518.66,Lufthansa,ICN,2024-01-22,2024-01-29,http://kayak.com/flights/OPO-ICN/2024-01-22/2024-01-29/,518.66,1.0
Paris,França,130,63.42,Várias companhias aéreas,PAR,2023-06-14,2023-06-20,http://kayak.com/flights/OPO-PAR/2023-06-14/2023-06-20/,63.42,1.0
Nova Iorque,Estados Unidos,850,404.14,Várias companhias aéreas,NYC,2023-09-21,2023-09-28,http://kayak.com/flights/OPO-NYC/2023-09-21/2023-09-28/,404.14,1.0
Los Angeles,Estados Unidos,1695,620.88,Vueling,LAX,2023-09-20,2023-09-27,http://kayak.com/flights/OPO-LAX/2023-09-20/2023-09-27/,620.88,1.0
Londres,Reino Unido,145,46.38,Ryanair,LON,2023-05-04,2023-05-09,http://kayak.com/flights/OPO-LON/2023-05-04/2023-05-09/,46.38,1.0
Copenhaga,Dinamarca,210,118.31,Ryanair,CPH,2023-04-05,2023-04-12,http://kayak.com/flights/OPO-CPH/2023-04-05/2023-04-12/,118.31,1.0
Banguecoque,Tailândia,1140,851.81,KLM,BKK,2023-10-18,2023-10-25,http://kayak.com/flights/OPO-BKK/2023-10-18/2023-10-25/,851.81,1.0
Madrid,Espanha,85,38.81,easyJet,MAD,2023-05-14,2023-05-21,http://kayak.com/flights/OPO-MAD/2023-05-14/2023-05-21/,38.81,1.0
Barcelona,Espanha,115,45.43,Várias companhias aéreas,BCN,2023-09-20,2023-09-24,http://kayak.com/flights/OPO-BCN/2023-09-20/2023-09-24/,45.43,1.0
Miami,Estados Unidos,1310,399.41,Iberia,MIA,2023-09-01,2023-09-08,http://kayak.com/flights/OPO-MIA/2023-09-01/2023-09-08/,399.41,1.0
São Francisco,Estados Unidos,1660,838.56,Várias companhias aéreas,SFO,2023-05-22,2023-05-27,http://kayak.com/flights/OPO-SFO/2023-05-22/2023-05-27/,838.56,1.0
Boston,Estados Unidos,1015,495.0,Várias companhias aéreas,BOS,2023-09-18,2023-09-25,http://kayak.com/flights/OPO-BOS/2023-09-18/2023-09-25/,495.0,1.0
Lisboa,Portugal,60,74.77,TAP AIR PORTUGAL,LIS,2023-08-14,2023-08-18,http://kayak.com/flights/OPO-LIS/2023-08-14/2023-08-18/,74.77,1.0
Viena,Áustria,1015,93.7,Várias companhias aéreas,VIE,2023-05-23,2023-05-30,http://kayak.com/flights/OPO-VIE/2023-05-23/2023-05-30/,93.7,1.0
Frankfurt,Alemanha,160,93.7,Ryanair,FRA,2023-04-05,2023-04-12,http://kayak.com/flights/OPO-FRA/2023-04-05/2023-04-12/,93.7,1.0
Amesterdão,Holanda,1000,152.38,Várias companhias aéreas,AMS,2023-10-18,2023-10-22,http://kayak.com/flights/OPO-AMS/2023-10-18/2023-10-22/,152.38,1.0
Las Vegas,Estados Unidos,1263,710.79,KLM,LAS,2023-09-19,2023-09-25,http://kayak.com/flights/OPO-LAS/2023-09-19/2023-09-25/,710.79,1.0
Roma,Itália,190,63.42,Wizz Air,ROM,2023-06-12,2023-06-16,http://kayak.com/flights/OPO-ROM/2023-06-12/2023-06-16/,63.42,1.0
Newark,Estados Unidos,1335,412.66,Várias companhias aéreas,EWR,2023-09-21,2023-09-28,http://kayak.com/flights/OPO-EWR/2023-09-21/2023-09-28/,412.66,1.0
Atlanta,Estados Unidos,1215,620.88,Várias companhias aéreas,ATL,2023-04-01,2023-04-08,http://kayak.com/flights/OPO-ATL/2023-04-01/2023-04-08/,620.88,1.0
Nova Deli,Índia,835,760.0,Turkish Airlines,DEL,2023-10-21,2023-10-28,http://kayak.com/flights/OPO-DEL/2023-10-21/2023-10-28/,760.0,1.0
Seattle,Estados Unidos,1095,733.5,KLM,SEA,2023-04-09,2023-04-16,http://kayak.com/flights/OPO-SEA/2023-04-09/2023-04-16/,733.5,1.0
Berlim,Alemanha,675,100.33,Vueling,BER,2023-11-10,2023-11-14,http://kayak.com/flights/OPO-BER/2023-11-10/2023-11-14/,100.33,1.0
Munique,Alemanha,1620,201.6,Várias companhias aéreas,MUC,2023-03-21,2023-03-25,http://kayak.com/flights/OPO-MUC/2023-03-21/2023-03-25/,201.6,1.0
Dubai,Emirados Árabes Unidos,665,534.75,Air France,DXB,2023-06-03,2023-06-09,http://kayak.com/flights/OPO-DXB/2023-06-03/2023-06-09/,534.75,1.0
Singapura,Singapura,2275,1027.85,Turkish Airlines,SIN,2023-04-16,2023-04-21,http://kayak.com/flights/OPO-SIN/2023-04-16/2023-04-21/,1027.85,1.0
Dallas,Estados Unidos,1499,671.04,Delta,DFW,2023-04-06,2023-04-10,http://kayak.com/flights/OPO-DFW/2023-04-06/2023-04-10/,671.04,1.0
Cancún,México,1730,516.77,Air France,CUN,2023-09-04,2023-09-11,http://kayak.com/flights/OPO-CUN/2023-09-04/2023-09-11/,516.77,1.0
Cidade do México,México,1585,770.42,American Airlines,MEX,2023-05-15,2023-05-19,http://kayak.com/flights/OPO-MEX/2023-05-15/2023-05-19/,770.42,1.0
Bogotá,Colômbia,2390,848.02,Aeromexico,BOG,2023-03-31,2023-04-07,http://kayak.com/flights/OPO-BOG/2023-03-31/2023-04-07/,848.02,1.0
Denver,Estados Unidos,1250,956.87,Air Canada,DEN,2023-05-16,2023-05-20,http://kayak.com/flights/OPO-DEN/2023-05-16/2023-05-20/,956.87,1.0
Atenas,Grécia,890,156.17,Várias companhias aéreas,ATH,2023-05-04,2023-05-08,http://kayak.com/flights/OPO-ATH/2023-05-04/2023-05-08/,156.17,1.0
