City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1910,929.17,Várias companhias aéreas,ICN,2023-05-08,2023-05-15,http://kayak.com/flights/NAP-ICN/2023-05-08/2023-05-15/,929.17,1.0
Paris,França,520,80.64,Ryanair,PAR,2023-05-27,2023-06-02,http://kayak.com/flights/NAP-PAR/2023-05-27/2023-06-02/,80.64,1.0
Nova Iorque,Estados Unidos,924,387.62,Várias companhias aéreas,NYC,2024-01-15,2024-01-22,http://kayak.com/flights/NAP-NYC/2024-01-15/2024-01-22/,387.62,1.0
Londres,Reino Unido,180,53.15,Ryanair,LON,2023-05-04,2023-05-09,http://kayak.com/flights/NAP-LON/2023-05-04/2023-05-09/,53.15,1.0
Los Angeles,Estados Unidos,920,531.48,Lufthansa,LAX,2023-04-28,2023-05-05,http://kayak.com/flights/NAP-LAX/2023-04-28/2023-05-05/,531.48,1.0
Copenhaga,Dinamarca,830,170.44,Várias companhias aéreas,CPH,2023-05-08,2023-05-15,http://kayak.com/flights/NAP-CPH/2023-05-08/2023-05-15/,170.44,1.0
Barcelona,Espanha,120,66.9,easyJet,BCN,2023-05-30,2023-06-06,http://kayak.com/flights/NAP-BCN/2023-05-30/2023-06-06/,66.9,1.0
Madrid,Espanha,165,89.81,Ryanair,MAD,2023-09-13,2023-09-20,http://kayak.com/flights/NAP-MAD/2023-09-13/2023-09-20/,89.81,1.0
São Francisco,Estados Unidos,1030,583.71,British Airways,SFO,2023-05-13,2023-05-19,http://kayak.com/flights/NAP-SFO/2023-05-13/2023-05-19/,583.71,1.0
Banguecoque,Tailândia,2200,756.9,KLM,BKK,2023-09-09,2023-09-16,http://kayak.com/flights/NAP-BKK/2023-09-09/2023-09-16/,756.9,1.0
Miami,Estados Unidos,1965,501.24,Iberia,MIA,2024-01-25,2024-01-31,http://kayak.com/flights/NAP-MIA/2024-01-25/2024-01-31/,501.24,1.0
Boston,Estados Unidos,1705,542.48,ITA Airways,BOS,2023-04-19,2023-04-25,http://kayak.com/flights/NAP-BOS/2023-04-19/2023-04-25/,542.48,1.0
Lisboa,Portugal,365,139.29,Várias companhias aéreas,LIS,2023-05-21,2023-05-25,http://kayak.com/flights/NAP-LIS/2023-05-21/2023-05-25/,139.29,1.0
Viena,Áustria,845,103.55,Ryanair,VIE,2023-08-06,2023-08-12,http://kayak.com/flights/NAP-VIE/2023-08-06/2023-08-12/,103.55,1.0
Frankfurt,Alemanha,1035,175.03,Ryanair,FRA,2023-05-06,2023-05-13,http://kayak.com/flights/NAP-FRA/2023-05-06/2023-05-13/,175.03,1.0
Amesterdão,Holanda,165,112.71,easyJet,AMS,2024-01-08,2024-01-14,http://kayak.com/flights/NAP-AMS/2024-01-08/2024-01-14/,112.71,1.0
Berlim,Alemanha,350,115.46,Ryanair,BER,2023-06-09,2023-06-13,http://kayak.com/flights/NAP-BER/2023-06-09/2023-06-13/,115.46,1.0
Roma,Itália,825,108.13,Várias companhias aéreas,ROM,2023-06-15,2023-06-22,http://kayak.com/flights/NAP-ROM/2023-06-15/2023-06-22/,108.13,1.0
Istambul,Turquia,1070,185.11,Air Serbia,IST,2023-10-20,2023-10-26,http://kayak.com/flights/NAP-IST/2023-10-20/2023-10-26/,185.11,1.0
Las Vegas,Estados Unidos,1150,974.07,Várias companhias aéreas,LAS,2023-04-09,2023-04-16,http://kayak.com/flights/NAP-LAS/2023-04-09/2023-04-16/,974.07,1.0
Manila,Filipinas,1470,757.82,Várias companhias aéreas,MNL,2023-05-08,2023-05-15,http://kayak.com/flights/NAP-MNL/2023-05-08/2023-05-15/,757.82,1.0
Newark,Estados Unidos,924,387.62,Várias companhias aéreas,EWR,2024-01-15,2024-01-22,http://kayak.com/flights/NAP-EWR/2024-01-15/2024-01-22/,387.62,1.0
Munique,Alemanha,105,160.36,Lufthansa,MUC,2023-12-07,2023-12-11,http://kayak.com/flights/NAP-MUC/2023-12-07/2023-12-11/,160.36,1.0
Nova Deli,Índia,2045,740.41,Várias companhias aéreas,DEL,2023-08-07,2023-08-12,http://kayak.com/flights/NAP-DEL/2023-08-07/2023-08-12/,740.41,1.0
Dubai,Emirados Árabes Unidos,1010,278.57,Várias companhias aéreas,DXB,2023-06-08,2023-06-15,http://kayak.com/flights/NAP-DXB/2023-06-08/2023-06-15/,278.57,1.0
Atenas,Grécia,105,87.06,easyJet,ATH,2023-09-04,2023-09-10,http://kayak.com/flights/NAP-ATH/2023-09-04/2023-09-10/,87.06,1.0
