City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1270,587.36,Air China,ICN,2023-11-13,2023-11-19,http://kayak.com/flights/MAD-ICN/2023-11-13/2023-11-19/,587.36,1
Paris,França,130,56.97,Ryanair,PAR,2024-01-16,2024-01-23,http://kayak.com/flights/MAD-PAR/2024-01-16/2024-01-23/,56.97,1
Londres,Reino Unido,145,50.43,Ryanair,LON,2023-09-20,2023-09-26,http://kayak.com/flights/MAD-LON/2023-09-20/2023-09-26/,50.43,1
Nova Iorque,Estados Unidos,1495,273.61,PLAY,NYC,2024-03-11,2024-03-17,http://kayak.com/flights/MAD-NYC/2024-03-11/2024-03-17/,273.61,1
Los Angeles,Estados Unidos,2060,559.35,ITA Airways,LAX,2023-12-05,2023-12-10,http://kayak.com/flights/MAD-LAX/2023-12-05/2023-12-10/,559.35,1
Copenhaga,Dinamarca,200,75.64,Iberia Express,CPH,2024-03-14,2024-03-19,http://kayak.com/flights/MAD-CPH/2024-03-14/2024-03-19/,75.64,1
São Francisco,Estados Unidos,985,439.82,TAP AIR PORTUGAL,SFO,2024-03-05,2024-03-12,http://kayak.com/flights/MAD-SFO/2024-03-05/2024-03-12/,439.82,1
Barcelona,Espanha,85,36.42,Vueling,BCN,2023-12-28,2024-01-03,http://kayak.com/flights/MAD-BCN/2023-12-28/2024-01-03/,36.42,1
Banguecoque,Tailândia,1930,508.92,Várias companhias aéreas,BKK,2023-06-04,2023-06-11,http://kayak.com/flights/MAD-BKK/2023-06-04/2023-06-11/,508.92,1
Miami,Estados Unidos,760,409.01,TAP AIR PORTUGAL,MIA,2024-01-21,2024-01-28,http://kayak.com/flights/MAD-MIA/2024-01-21/2024-01-28/,409.01,1
Boston,Estados Unidos,1500,293.22,PLAY,BOS,2023-11-20,2023-11-26,http://kayak.com/flights/MAD-BOS/2023-11-20/2023-11-26/,293.22,1
Frankfurt,Alemanha,915,117.66,Várias companhias aéreas,FRA,2023-07-04,2023-07-11,http://kayak.com/flights/MAD-FRA/2023-07-04/2023-07-11/,117.66,1
Viena,Áustria,565,89.65,Ryanair,VIE,2023-09-06,2023-09-11,http://kayak.com/flights/MAD-VIE/2023-09-06/2023-09-11/,89.65,1
Lisboa,Portugal,80,42.96,easyJet,LIS,2023-06-29,2023-07-05,http://kayak.com/flights/MAD-LIS/2023-06-29/2023-07-05/,42.96,1
Amesterdão,Holanda,165,109.26,Iberia Express,AMS,2024-02-01,2024-02-08,http://kayak.com/flights/MAD-AMS/2024-02-01/2024-02-08/,109.26,1
Istambul,Turquia,1685,160.62,Várias companhias aéreas,IST,2024-03-02,2024-03-08,http://kayak.com/flights/MAD-IST/2024-03-02/2024-03-08/,160.62,1
Nova Deli,Índia,905,517.32,Várias companhias aéreas,DEL,2024-03-21,2024-03-28,http://kayak.com/flights/MAD-DEL/2024-03-21/2024-03-28/,517.32,1
Dubai,Emirados Árabes Unidos,810,384.73,Pegasus Airlines,DXB,2023-06-09,2023-06-13,http://kayak.com/flights/MAD-DXB/2023-06-09/2023-06-13/,384.73,1
Telavive,Israel,1725,153.15,Várias companhias aéreas,TLV,2023-09-07,2023-09-11,http://kayak.com/flights/MAD-TLV/2023-09-07/2023-09-11/,153.15,1
