City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Liverpool,Reino Unido,970,162.25,Ryanair,LPL,2023-07-06,2023-07-12,http://kayak.com/flights/MXP-LPL/2023-07-06/2023-07-12/,162.25,1.0,2023,7,MXP,269.78,275.81333333333333,278.83,2023-04-15 02:31:29,True,-107.52999999999997,-39.85840314330195,Thursday,Wednesday,6 days
Hyderabad,Índia,1910,462.27,Várias companhias aéreas,HYD,2023-05-02,2023-05-09,http://kayak.com/flights/MXP-HYD/2023-05-02/2023-05-09/,462.27,1.0,2023,5,MXP,733.38,734.255,734.255,2023-04-15 02:31:29,True,-271.11,-36.967192996809295,Tuesday,Tuesday,7 days
Crotone,Itália,1120,161.35,Ryanair,CRV,2023-05-17,2023-05-24,http://kayak.com/flights/MXP-CRV/2023-05-17/2023-05-24/,161.35,1.0,2023,5,MXP,246.67,1255.9285714285713,1425.87,2023-04-15 02:31:29,True,-85.32,-34.58872177403008,Wednesday,Wednesday,7 days
Pamplona,Espanha,1095,190.35,Iberia,PNA,2023-09-29,2023-10-03,http://kayak.com/flights/MXP-PNA/2023-09-29/2023-10-03/,190.35,1.0,2023,9,MXP,289.33,290.0175,289.78999999999996,2023-04-15 02:31:29,True,-98.97999999999999,-34.210071544603046,Friday,Tuesday,4 days
San Jose,Estados Unidos,1240,463.18,British Airways,SJC,2024-01-28,2024-02-03,http://kayak.com/flights/MXP-SJC/2024-01-28/2024-02-03/,463.18,1.0,2024,1,MXP,539.13,539.13,539.13,2023-04-15 02:31:29,True,-75.94999999999999,-14.087511360896258,Sunday,Saturday,6 days
Recife,Brasil,1960,860.19,Várias companhias aéreas,REC,2023-06-14,2023-06-21,http://kayak.com/flights/MXP-REC/2023-06-14/2023-06-21/,860.19,1.0,2023,6,MXP,938.49,950.7925,938.49,2023-04-15 02:31:29,True,-78.29999999999995,-8.343189591791065,Wednesday,Wednesday,7 days
Natal,Brasil,1580,1332.43,LATAM Airlines,NAT,2023-07-13,2023-07-20,http://kayak.com/flights/MXP-NAT/2023-07-13/2023-07-20/,1332.43,1.0,2023,7,MXP,1448.49,2199.5042857142857,2754.62,2023-04-15 02:31:29,True,-116.05999999999995,-8.012481963976274,Thursday,Thursday,7 days
Vasco da Gama,Índia,1625,1066.85,IndiGo,GOI,2023-08-04,2023-08-11,http://kayak.com/flights/MXP-GOI/2023-08-04/2023-08-11/,1066.85,1.0,2023,8,MXP,1153.79,1273.6092307692306,1312.24,2023-04-15 02:31:29,True,-86.94000000000005,-7.535166711446628,Friday,Friday,7 days
Estocolmo,Suécia,645,78.86,Ryanair,STO,2023-05-17,2023-05-24,http://kayak.com/flights/MXP-STO/2023-05-17/2023-05-24/,78.86,1.0,2023,5,MXP,84.43,129.43310344827586,121.58,2023-04-15 02:31:29,True,-5.570000000000007,-6.597181096766561,Wednesday,Wednesday,7 days
New Windsor,Estados Unidos,1885,359.85,Várias companhias aéreas,SWF,2023-04-19,2023-04-25,http://kayak.com/flights/MXP-SWF/2023-04-19/2023-04-25/,359.85,1.0,2023,4,MXP,370.05,504.96810126582284,473.13,2023-04-15 02:31:29,True,-10.199999999999989,-2.756384272395619,Wednesday,Tuesday,6 days
