City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1220,582.34,Lufthansa,ICN,2023-11-23,2023-11-30,http://kayak.com/flights/LIS-ICN/2023-11-23/2023-11-30/,582.34,1
Paris,França,160,59.24,easyJet,PAR,2023-09-09,2023-09-16,http://kayak.com/flights/LIS-PAR/2023-09-09/2023-09-16/,59.24,1
Londres,Reino Unido,170,64.71,Ryanair,LON,2024-01-23,2024-01-27,http://kayak.com/flights/LIS-LON/2024-01-23/2024-01-27/,64.71,1
Nova Iorque,Estados Unidos,1520,361.8,PLAY,NYC,2023-10-16,2023-10-22,http://kayak.com/flights/LIS-NYC/2023-10-16/2023-10-22/,361.8,1
Los Angeles,Estados Unidos,1830,652.51,Aer Lingus,LAX,2023-10-01,2023-10-07,http://kayak.com/flights/LIS-LAX/2023-10-01/2023-10-07/,652.51,1
Copenhaga,Dinamarca,655,160.4,Ryanair,CPH,2023-10-04,2023-10-09,http://kayak.com/flights/LIS-CPH/2023-10-04/2023-10-09/,160.4,1
Madrid,Espanha,80,49.22,easyJet,MAD,2023-10-11,2023-10-15,http://kayak.com/flights/LIS-MAD/2023-10-11/2023-10-15/,49.22,1
Barcelona,Espanha,130,54.68,Vueling,BCN,2024-02-23,2024-02-27,http://kayak.com/flights/LIS-BCN/2024-02-23/2024-02-27/,54.68,1
Frankfurt,Alemanha,805,147.64,Várias companhias aéreas,FRA,2023-05-30,2023-06-06,http://kayak.com/flights/LIS-FRA/2023-05-30/2023-06-06/,147.64,1
Viena,Áustria,775,137.61,Várias companhias aéreas,VIE,2023-06-14,2023-06-21,http://kayak.com/flights/LIS-VIE/2023-06-14/2023-06-21/,137.61,1
Amesterdão,Holanda,185,105.72,easyJet,AMS,2023-10-18,2023-10-23,http://kayak.com/flights/LIS-AMS/2023-10-18/2023-10-23/,105.72,1
Miami,Estados Unidos,1315,355.42,Várias companhias aéreas,MIA,2024-03-04,2024-03-11,http://kayak.com/flights/LIS-MIA/2024-03-04/2024-03-11/,355.42,1
São Francisco,Estados Unidos,1370,586.9,Lufthansa,SFO,2024-03-04,2024-03-11,http://kayak.com/flights/LIS-SFO/2024-03-04/2024-03-11/,586.9,1
Roma,Itália,190,68.35,Ryanair,ROM,2023-10-22,2023-10-26,http://kayak.com/flights/LIS-ROM/2023-10-22/2023-10-26/,68.35,1
Boston,Estados Unidos,1390,456.58,Várias companhias aéreas,BOS,2023-10-09,2023-10-16,http://kayak.com/flights/LIS-BOS/2023-10-09/2023-10-16/,456.58,1
Istambul,Turquia,780,250.62,Várias companhias aéreas,IST,2023-11-01,2023-11-07,http://kayak.com/flights/LIS-IST/2023-11-01/2023-11-07/,250.62,1
Berlim,Alemanha,480,152.2,Várias companhias aéreas,BER,2023-11-27,2023-12-04,http://kayak.com/flights/LIS-BER/2023-11-27/2023-12-04/,152.2,1
Palma de Maiorca,Espanha,735,71.09,Várias companhias aéreas,PMI,2023-06-13,2023-06-20,http://kayak.com/flights/LIS-PMI/2023-06-13/2023-06-20/,71.09,1
Atenas,Grécia,650,116.65,Ryanair,ATH,2023-10-11,2023-10-17,http://kayak.com/flights/LIS-ATH/2023-10-11/2023-10-17/,116.65,1
Munique,Alemanha,2570,144.9,Vueling,MUC,2024-01-09,2024-01-16,http://kayak.com/flights/LIS-MUC/2024-01-09/2024-01-16/,144.9,1
Telavive,Israel,600,197.76,Várias companhias aéreas,TLV,2023-12-09,2023-12-16,http://kayak.com/flights/LIS-TLV/2023-12-09/2023-12-16/,197.76,1
Bruxelas,Bélgica,755,86.58,Ryanair,BRU,2023-06-22,2023-06-27,http://kayak.com/flights/LIS-BRU/2023-06-22/2023-06-27/,86.58,1
Zurique,Suíça,2115,110.27,Várias companhias aéreas,ZRH,2023-06-21,2023-06-27,http://kayak.com/flights/LIS-ZRH/2023-06-21/2023-06-27/,110.27,1
Milão,Itália,175,56.51,easyJet,MIL,2024-02-09,2024-02-13,http://kayak.com/flights/LIS-MIL/2024-02-09/2024-02-13/,56.51,1
Banguecoque,Tailândia,2145,783.74,Etihad Airways,BKK,2023-09-17,2023-09-22,http://kayak.com/flights/LIS-BKK/2023-09-17/2023-09-22/,783.74,1
Málaga,Espanha,75,43.75,Ryanair,AGP,2023-06-01,2023-06-08,http://kayak.com/flights/LIS-AGP/2023-06-01/2023-06-08/,43.75,1
Dublin,Irlanda,170,72.0,Ryanair,DUB,2023-10-11,2023-10-15,http://kayak.com/flights/LIS-DUB/2023-10-11/2023-10-15/,72.0,1
Porto,Portugal,60,74.73,TAP AIR PORTUGAL,OPO,2023-05-29,2023-06-04,http://kayak.com/flights/LIS-OPO/2023-05-29/2023-06-04/,74.73,1
Dubai,Emirados Árabes Unidos,1050,426.5,Lufthansa,DXB,2023-11-16,2023-11-23,http://kayak.com/flights/LIS-DXB/2023-11-16/2023-11-23/,426.5,1
Newark,Estados Unidos,795,368.18,British Airways,EWR,2023-10-17,2023-10-24,http://kayak.com/flights/LIS-EWR/2023-10-17/2023-10-24/,368.18,1
Lyon,França,150,75.64,easyJet,LYS,2023-12-06,2023-12-10,http://kayak.com/flights/LIS-LYS/2023-12-06/2023-12-10/,75.64,1
Oslo,Noruega,640,134.88,Lufthansa,OSL,2024-02-29,2024-03-04,http://kayak.com/flights/LIS-OSL/2024-02-29/2024-03-04/,134.88,1
Manchester,Reino Unido,180,187.74,easyJet,MAN,2023-07-13,2023-07-17,http://kayak.com/flights/LIS-MAN/2023-07-13/2023-07-17/,187.74,1
Estocolmo,Suécia,910,169.51,Várias companhias aéreas,STO,2023-06-01,2023-06-06,http://kayak.com/flights/LIS-STO/2023-06-01/2023-06-06/,169.51,1
Varsóvia,Polónia,945,152.2,Várias companhias aéreas,WAW,2023-06-21,2023-06-27,http://kayak.com/flights/LIS-WAW/2023-06-21/2023-06-27/,152.2,1
Marselha,França,140,89.31,Ryanair,MRS,2023-06-21,2023-06-27,http://kayak.com/flights/LIS-MRS/2023-06-21/2023-06-27/,89.31,1
Dusseldorf,Alemanha,1335,151.28,Várias companhias aéreas,DUS,2023-06-08,2023-06-15,http://kayak.com/flights/LIS-DUS/2023-06-08/2023-06-15/,151.28,1
Nice,França,155,100.25,easyJet,NCE,2023-09-01,2023-09-05,http://kayak.com/flights/LIS-NCE/2023-09-01/2023-09-05/,100.25,1
Cairo,Egito,705,229.66,Várias companhias aéreas,CAI,2023-06-13,2023-06-17,http://kayak.com/flights/LIS-CAI/2023-06-13/2023-06-17/,229.66,1
Genebra,Suíça,160,60.15,easyJet,GVA,2023-12-05,2023-12-10,http://kayak.com/flights/LIS-GVA/2023-12-05/2023-12-10/,60.15,1
Praga,República Checa,1650,144.9,Ryanair,PRG,2023-09-27,2023-10-02,http://kayak.com/flights/LIS-PRG/2023-09-27/2023-10-02/,144.9,1
