City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,140,66.59,easyJet,PAR,2023-06-22,2023-06-28,http://kayak.com/flights/NAP-PAR/2023-06-22/2023-06-28/,66.59,1.0
Londres,Reino Unido,450,85.09,easyJet,LON,2023-06-01,2023-06-06,http://kayak.com/flights/NAP-LON/2023-06-01/2023-06-06/,85.09,1.0
Copenhaga,Dinamarca,360,127.63,easyJet,CPH,2023-06-03,2023-06-10,http://kayak.com/flights/NAP-CPH/2023-06-03/2023-06-10/,127.63,1.0
Madrid,Espanha,165,108.21,Ryanair,MAD,2023-06-22,2023-06-26,http://kayak.com/flights/NAP-MAD/2023-06-22/2023-06-26/,108.21,1.0
Barcelona,Espanha,120,47.17,easyJet,BCN,2023-06-07,2023-06-12,http://kayak.com/flights/NAP-BCN/2023-06-07/2023-06-12/,47.17,1.0
Lisboa,Portugal,390,111.91,easyJet,LIS,2023-06-01,2023-06-07,http://kayak.com/flights/NAP-LIS/2023-06-01/2023-06-07/,111.91,1.0
Viena,Áustria,105,137.8,Ryanair,VIE,2023-06-09,2023-06-13,http://kayak.com/flights/NAP-VIE/2023-06-09/2023-06-13/,137.8,1.0
Amesterdão,Holanda,160,69.37,easyJet,AMS,2023-06-21,2023-06-26,http://kayak.com/flights/NAP-AMS/2023-06-21/2023-06-26/,69.37,1.0
Dubai,Emirados Árabes Unidos,1265,519.76,Turkish Airlines,DXB,2023-06-25,2023-06-30,http://kayak.com/flights/NAP-DXB/2023-06-25/2023-06-30/,519.76,1.0
Munique,Alemanha,715,142.43,ITA Airways,MUC,2023-06-05,2023-06-11,http://kayak.com/flights/NAP-MUC/2023-06-05/2023-06-11/,142.43,1.0
Istambul,Turquia,490,283.93,Várias companhias aéreas,IST,2023-06-19,2023-06-25,http://kayak.com/flights/NAP-IST/2023-06-19/2023-06-25/,283.93,1.0
Newark,Estados Unidos,1590,1101.48,Turkish Airlines,EWR,2023-06-22,2023-06-29,http://kayak.com/flights/NAP-EWR/2023-06-22/2023-06-29/,1101.48,1.0
Atenas,Grécia,1040,177.57,ITA Airways,ATH,2023-06-20,2023-06-25,http://kayak.com/flights/NAP-ATH/2023-06-20/2023-06-25/,177.57,1.0
Telavive,Israel,1900,198.84,Várias companhias aéreas,TLV,2023-06-16,2023-06-20,http://kayak.com/flights/NAP-TLV/2023-06-16/2023-06-20/,198.84,1.0
Tóquio,Japão,1905,865.65,ITA Airways,TYO,2023-06-12,2023-06-18,http://kayak.com/flights/NAP-TYO/2023-06-12/2023-06-18/,865.65,1.0
Denpasar,Indonésia,2180,1039.51,Várias companhias aéreas,DPS,2023-06-20,2023-06-27,http://kayak.com/flights/NAP-DPS/2023-06-20/2023-06-27/,1039.51,1.0
Bruxelas,Bélgica,145,90.64,Ryanair,BRU,2023-06-14,2023-06-18,http://kayak.com/flights/NAP-BRU/2023-06-14/2023-06-18/,90.64,1.0
Palma de Maiorca,Espanha,115,73.07,easyJet,PMI,2023-06-01,2023-06-06,http://kayak.com/flights/NAP-PMI/2023-06-01/2023-06-06/,73.07,1.0
Oslo,Noruega,1885,240.46,Várias companhias aéreas,OSL,2023-06-01,2023-06-08,http://kayak.com/flights/NAP-OSL/2023-06-01/2023-06-08/,240.46,1.0
Málaga,Espanha,365,213.64,Várias companhias aéreas,AGP,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-AGP/2023-06-01/2023-06-05/,213.64,1.0
Helsínquia,Finlândia,475,235.84,Várias companhias aéreas,HEL,2023-06-21,2023-06-27,http://kayak.com/flights/NAP-HEL/2023-06-21/2023-06-27/,235.84,1.0
Veneza,Itália,80,80.47,Volotea,VCE,2023-06-18,2023-06-25,http://kayak.com/flights/NAP-VCE/2023-06-18/2023-06-25/,80.47,1.0
Praga,República Checa,120,70.29,Várias companhias aéreas,PRG,2023-06-03,2023-06-07,http://kayak.com/flights/NAP-PRG/2023-06-03/2023-06-07/,70.29,1.0
Cairo,Egito,600,259.88,Várias companhias aéreas,CAI,2023-06-22,2023-06-27,http://kayak.com/flights/NAP-CAI/2023-06-22/2023-06-27/,259.88,1.0
Nice,França,90,38.85,easyJet,NCE,2023-06-18,2023-06-22,http://kayak.com/flights/NAP-NCE/2023-06-18/2023-06-22/,38.85,1.0
Marselha,França,105,136.88,Ryanair,MRS,2023-06-04,2023-06-11,http://kayak.com/flights/NAP-MRS/2023-06-04/2023-06-11/,136.88,1.0
Buenos Aires,Argentina,2090,1084.83,KLM,BUE,2023-06-03,2023-06-10,http://kayak.com/flights/NAP-BUE/2023-06-03/2023-06-10/,1084.83,1.0
Billund,Dinamarca,480,165.55,Lufthansa,BLL,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-BLL/2023-06-01/2023-06-05/,165.55,1.0
Edimburgo,Reino Unido,195,115.61,Várias companhias aéreas,EDI,2023-06-20,2023-06-25,http://kayak.com/flights/NAP-EDI/2023-06-20/2023-06-25/,115.61,1.0
Marraquexe,Marrocos,455,170.17,Várias companhias aéreas,RAK,2023-06-24,2023-06-28,http://kayak.com/flights/NAP-RAK/2023-06-24/2023-06-28/,170.17,1.0
Estugarda,Alemanha,740,177.57,ITA Airways,STR,2023-06-02,2023-06-07,http://kayak.com/flights/NAP-STR/2023-06-02/2023-06-07/,177.57,1.0
Valência,Espanha,860,111.91,Ryanair,VLC,2023-06-17,2023-06-21,http://kayak.com/flights/NAP-VLC/2023-06-17/2023-06-21/,111.91,1.0
Brisbane,Austrália,2655,2249.19,Várias companhias aéreas,BNE,2023-06-09,2023-06-16,http://kayak.com/flights/NAP-BNE/2023-06-09/2023-06-16/,2249.19,1.0
Luqa,Malta,75,48.1,Várias companhias aéreas,MLA,2023-06-07,2023-06-11,http://kayak.com/flights/NAP-MLA/2023-06-07/2023-06-11/,48.1,1.0
Toulouse,França,310,82.31,Várias companhias aéreas,TLS,2023-06-04,2023-06-11,http://kayak.com/flights/NAP-TLS/2023-06-04/2023-06-11/,82.31,1.0
Malé,Maldivas,1245,880.44,Várias companhias aéreas,MLE,2023-06-05,2023-06-10,http://kayak.com/flights/NAP-MLE/2023-06-05/2023-06-10/,880.44,1.0
Sevilha,Espanha,175,95.26,Ryanair,SVQ,2023-06-05,2023-06-09,http://kayak.com/flights/NAP-SVQ/2023-06-05/2023-06-09/,95.26,1.0
Santa Cruz de Tenerife,Espanha,745,141.5,Várias companhias aéreas,TCI,2023-06-02,2023-06-06,http://kayak.com/flights/NAP-TCI/2023-06-02/2023-06-06/,141.5,1.0
Casablanca,Marrocos,1325,208.09,Várias companhias aéreas,CMN,2023-06-22,2023-06-29,http://kayak.com/flights/NAP-CMN/2023-06-22/2023-06-29/,208.09,1.0
Palermo,Itália,60,47.17,easyJet,PMO,2023-06-01,2023-06-08,http://kayak.com/flights/NAP-PMO/2023-06-01/2023-06-08/,47.17,1.0
Nova Iorque,Estados Unidos,1021,477.22,ITA Airways,LGA,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-LGA/2023-06-01/2023-06-05/,477.22,1.0
Lárnaca,Chipre,670,129.48,easyJet,LCA,2023-06-10,2023-06-17,http://kayak.com/flights/NAP-LCA/2023-06-10/2023-06-17/,129.48,1.0
Túnis,Tunísia,1185,219.19,ITA Airways,TUN,2023-06-05,2023-06-09,http://kayak.com/flights/NAP-TUN/2023-06-05/2023-06-09/,219.19,1.0
Granadilla de Abona,Espanha,745,141.5,Várias companhias aéreas,TFS,2023-06-02,2023-06-06,http://kayak.com/flights/NAP-TFS/2023-06-02/2023-06-06/,141.5,1.0
Reiquiavique,Islândia,690,319.07,easyJet,REK,2023-06-20,2023-06-25,http://kayak.com/flights/NAP-REK/2023-06-20/2023-06-25/,319.07,1.0
Gdansk,Polónia,655,225.66,Várias companhias aéreas,GDN,2023-06-20,2023-06-25,http://kayak.com/flights/NAP-GDN/2023-06-20/2023-06-25/,225.66,1.0
Heraclião,Grécia,135,82.31,Volotea,HER,2023-06-22,2023-06-29,http://kayak.com/flights/NAP-HER/2023-06-22/2023-06-29/,82.31,1.0
Split,Croácia,65,61.04,easyJet,SPU,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-SPU/2023-06-26/2023-06-30/,61.04,1.0
Ibiza,Espanha,120,71.22,easyJet,IBZ,2023-06-25,2023-06-30,http://kayak.com/flights/NAP-IBZ/2023-06-25/2023-06-30/,71.22,1.0
Breslavia,Polónia,125,156.3,Ryanair,WRO,2023-06-12,2023-06-19,http://kayak.com/flights/NAP-WRO/2023-06-12/2023-06-19/,156.3,1.0
Tirana,Albânia,560,104.51,ITA Airways,TIA,2023-06-22,2023-06-26,http://kayak.com/flights/NAP-TIA/2023-06-22/2023-06-26/,104.51,1.0
Cagliari,Itália,70,46.25,easyJet,CAG,2023-06-15,2023-06-22,http://kayak.com/flights/NAP-CAG/2023-06-15/2023-06-22/,46.25,1.0
Zanzibar,Tanzânia,2415,775.94,KLM,ZNZ,2023-06-12,2023-06-18,http://kayak.com/flights/NAP-ZNZ/2023-06-12/2023-06-18/,775.94,1.0
Dubrovnik,Croácia,1055,219.19,Várias companhias aéreas,DBV,2023-06-20,2023-06-24,http://kayak.com/flights/NAP-DBV/2023-06-20/2023-06-24/,219.19,1.0
Turim,Itália,1380,279.3,KLM,TRN,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-TRN/2023-06-26/2023-06-30/,279.3,1.0
Basileia,Suíça,110,55.49,easyJet,EAP,2023-06-04,2023-06-11,http://kayak.com/flights/NAP-EAP/2023-06-04/2023-06-11/,55.49,1.0
Thera,Grécia,120,114.68,Volotea,JTR,2023-06-20,2023-06-24,http://kayak.com/flights/NAP-JTR/2023-06-20/2023-06-24/,114.68,1.0
Hurghada,Egito,1080,451.32,Turkish Airlines,HRG,2023-06-05,2023-06-12,http://kayak.com/flights/NAP-HRG/2023-06-05/2023-06-12/,451.32,1.0
Corfú,Grécia,880,118.38,Várias companhias aéreas,CFU,2023-06-06,2023-06-10,http://kayak.com/flights/NAP-CFU/2023-06-06/2023-06-10/,118.38,1.0
Olbia,Itália,65,40.7,easyJet,OLB,2023-06-13,2023-06-17,http://kayak.com/flights/NAP-OLB/2023-06-13/2023-06-17/,40.7,1.0
