City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,130,50.83,Ryanair,PAR,2023-09-15,2023-09-20,http://kayak.com/flights/OPO-PAR/2023-09-15/2023-09-20/,50.83,1
Incheon,Coreia do Sul,2540,952.96,Várias companhias aéreas,ICN,2023-05-29,2023-06-05,http://kayak.com/flights/OPO-ICN/2023-05-29/2023-06-05/,952.96,1
Londres,Reino Unido,145,62.63,Ryanair,LON,2023-05-04,2023-05-09,http://kayak.com/flights/OPO-LON/2023-05-04/2023-05-09/,62.63,1
Nova Iorque,Estados Unidos,1595,414.77,Air Europa,NYC,2023-10-16,2023-10-20,http://kayak.com/flights/OPO-NYC/2023-10-16/2023-10-20/,414.77,1
Copenhaga,Dinamarca,1195,139.77,Várias companhias aéreas,CPH,2023-05-24,2023-05-28,http://kayak.com/flights/OPO-CPH/2023-05-24/2023-05-28/,139.77,1
Los Angeles,Estados Unidos,1955,747.85,Lufthansa,LAX,2023-05-21,2023-05-28,http://kayak.com/flights/OPO-LAX/2023-05-21/2023-05-28/,747.85,1
Madrid,Espanha,85,33.59,easyJet,MAD,2023-05-23,2023-05-30,http://kayak.com/flights/OPO-MAD/2023-05-23/2023-05-30/,33.59,1
Barcelona,Espanha,115,40.85,Vueling,BCN,2024-01-13,2024-01-20,http://kayak.com/flights/OPO-BCN/2024-01-13/2024-01-20/,40.85,1
Lisboa,Portugal,60,77.15,TAP AIR PORTUGAL,LIS,2023-09-07,2023-09-12,http://kayak.com/flights/OPO-LIS/2023-09-07/2023-09-12/,77.15,1
Viena,Áustria,1730,105.28,Ryanair,VIE,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-VIE/2023-06-06/2023-06-13/,105.28,1
Frankfurt,Alemanha,965,147.03,Ryanair,FRA,2023-05-11,2023-05-15,http://kayak.com/flights/OPO-FRA/2023-05-11/2023-05-15/,147.03,1
Amesterdão,Holanda,400,129.79,Várias companhias aéreas,AMS,2023-10-06,2023-10-11,http://kayak.com/flights/OPO-AMS/2023-10-06/2023-10-11/,129.79,1
Miami,Estados Unidos,755,372.11,TAP AIR PORTUGAL,MIA,2023-09-25,2023-10-02,http://kayak.com/flights/OPO-MIA/2023-09-25/2023-10-02/,372.11,1
Roma,Itália,190,78.06,Wizz Air,ROM,2023-06-14,2023-06-21,http://kayak.com/flights/OPO-ROM/2023-06-14/2023-06-21/,78.06,1
Berlim,Alemanha,1535,126.16,Ryanair,BER,2023-05-09,2023-05-15,http://kayak.com/flights/OPO-BER/2023-05-09/2023-05-15/,126.16,1
Palma de Maiorca,Espanha,580,67.17,Ryanair,PMI,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-PMI/2023-06-01/2023-06-08/,67.17,1
São Francisco,Estados Unidos,1445,671.61,Várias companhias aéreas,SFO,2023-05-13,2023-05-18,http://kayak.com/flights/OPO-SFO/2023-05-13/2023-05-18/,671.61,1
Boston,Estados Unidos,1856,541.83,British Airways,BOS,2023-06-08,2023-06-13,http://kayak.com/flights/OPO-BOS/2023-06-08/2023-06-13/,541.83,1
