City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,130,52.51,Ryanair,PAR,2023-06-12,2023-06-17,http://kayak.com/flights/OPO-PAR/2023-06-12/2023-06-17/,52.51,1.0
Londres,Reino Unido,145,87.51,TAP AIR PORTUGAL,LON,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-LON/2023-06-07/2023-06-11/,87.51,1.0
Nova Iorque,Estados Unidos,890,431.08,Iberia,NYC,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-NYC/2023-06-07/2023-06-13/,431.08,1.0
Madrid,Espanha,75,46.98,Air Europa,MAD,2023-06-08,2023-06-15,http://kayak.com/flights/OPO-MAD/2023-06-08/2023-06-15/,46.98,1.0
Miami,Estados Unidos,765,443.05,Air Europa,MIA,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-MIA/2023-06-07/2023-06-13/,443.05,1.0
Barcelona,Espanha,115,64.48,Ryanair,BCN,2023-06-26,2023-06-30,http://kayak.com/flights/OPO-BCN/2023-06-26/2023-06-30/,64.48,1.0
Frankfurt,Alemanha,760,139.09,Air Europa,FRA,2023-06-16,2023-06-20,http://kayak.com/flights/OPO-FRA/2023-06-16/2023-06-20/,139.09,1.0
Viena,Áustria,1175,130.8,Várias companhias aéreas,VIE,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-VIE/2023-06-06/2023-06-13/,130.8,1.0
Amesterdão,Holanda,165,137.25,Transavia,AMS,2023-06-09,2023-06-13,http://kayak.com/flights/OPO-AMS/2023-06-09/2023-06-13/,137.25,1.0
Roma,Itália,180,104.09,Ryanair,ROM,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-ROM/2023-06-01/2023-06-05/,104.09,1.0
Bogotá,Colômbia,780,533.32,Air Europa,BOG,2023-06-10,2023-06-15,http://kayak.com/flights/OPO-BOG/2023-06-10/2023-06-15/,533.32,1.0
Berlim,Alemanha,340,109.62,Ryanair,BER,2023-06-23,2023-06-28,http://kayak.com/flights/OPO-BER/2023-06-23/2023-06-28/,109.62,1.0
Istambul,Turquia,805,224.75,Várias companhias aéreas,IST,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-IST/2023-06-08/2023-06-12/,224.75,1.0
Cidade do México,México,1150,677.93,KLM,MEX,2023-06-20,2023-06-25,http://kayak.com/flights/OPO-MEX/2023-06-20/2023-06-25/,677.93,1.0
Newark,Estados Unidos,1675,485.42,Várias companhias aéreas,EWR,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-EWR/2023-06-07/2023-06-11/,485.42,1.0
Zurique,Suíça,155,80.14,easyJet,ZRH,2023-06-21,2023-06-28,http://kayak.com/flights/OPO-ZRH/2023-06-21/2023-06-28/,80.14,1.0
Atenas,Grécia,615,162.12,Várias companhias aéreas,ATH,2023-06-16,2023-06-21,http://kayak.com/flights/OPO-ATH/2023-06-16/2023-06-21/,162.12,1.0
Milão,Itália,155,24.87,Ryanair,MIL,2023-06-14,2023-06-20,http://kayak.com/flights/OPO-MIL/2023-06-14/2023-06-20/,24.87,1.0
Telavive,Israel,1660,209.09,easyJet,TLV,2023-06-18,2023-06-25,http://kayak.com/flights/OPO-TLV/2023-06-18/2023-06-25/,209.09,1.0
Tóquio,Japão,2875,1029.79,Várias companhias aéreas,NRT,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-NRT/2023-06-07/2023-06-11/,1029.79,1.0
Orlando,Estados Unidos,2005,669.64,SWISS,MCO,2023-06-08,2023-06-15,http://kayak.com/flights/OPO-MCO/2023-06-08/2023-06-15/,669.64,1.0
Denpasar,Indonésia,2670,1103.48,Várias companhias aéreas,DPS,2023-06-25,2023-06-30,http://kayak.com/flights/OPO-DPS/2023-06-25/2023-06-30/,1103.48,1.0
Dublin,Irlanda,1025,112.38,Várias companhias aéreas,DUB,2023-06-01,2023-06-07,http://kayak.com/flights/OPO-DUB/2023-06-01/2023-06-07/,112.38,1.0
Dusseldorf,Alemanha,1565,172.25,KLM,DUS,2023-06-05,2023-06-09,http://kayak.com/flights/OPO-DUS/2023-06-05/2023-06-09/,172.25,1.0
Fort Lauderdale,Estados Unidos,2228,766.36,Várias companhias aéreas,FLL,2023-06-23,2023-06-30,http://kayak.com/flights/OPO-FLL/2023-06-23/2023-06-30/,766.36,1.0
Bruxelas,Bélgica,150,110.54,Ryanair,BRU,2023-06-06,2023-06-10,http://kayak.com/flights/OPO-BRU/2023-06-06/2023-06-10/,110.54,1.0
Palma de Maiorca,Espanha,580,77.38,Air Europa,PMI,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-PMI/2023-06-01/2023-06-08/,77.38,1.0
Málaga,Espanha,885,79.22,Várias companhias aéreas,AGP,2023-06-04,2023-06-11,http://kayak.com/flights/OPO-AGP/2023-06-04/2023-06-11/,79.22,1.0
San José,Costa Rica,1930,1202.96,United Airlines,SJO,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-SJO/2023-06-16/2023-06-23/,1202.96,1.0
Estocolmo,Suécia,795,208.17,Várias companhias aéreas,STO,2023-06-11,2023-06-18,http://kayak.com/flights/OPO-STO/2023-06-11/2023-06-18/,208.17,1.0
Praga,República Checa,1355,125.27,TAP AIR PORTUGAL,PRG,2023-06-05,2023-06-09,http://kayak.com/flights/OPO-PRG/2023-06-05/2023-06-09/,125.27,1.0
Budapeste,Hungria,610,175.94,Várias companhias aéreas,BUD,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-BUD/2023-06-07/2023-06-11/,175.94,1.0
Genebra,Suíça,135,70.93,easyJet,GVA,2023-06-15,2023-06-20,http://kayak.com/flights/OPO-GVA/2023-06-15/2023-06-20/,70.93,1.0
Marselha,França,130,85.67,Ryanair,MRS,2023-06-23,2023-06-30,http://kayak.com/flights/OPO-MRS/2023-06-23/2023-06-30/,85.67,1.0
Nice,França,145,96.72,easyJet,NCE,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-NCE/2023-06-07/2023-06-13/,96.72,1.0
Nápoles,Itália,445,123.43,easyJet,NAP,2023-06-07,2023-06-14,http://kayak.com/flights/OPO-NAP/2023-06-07/2023-06-14/,123.43,1.0
Edimburgo,Reino Unido,1610,258.83,KLM,EDI,2023-06-17,2023-06-21,http://kayak.com/flights/OPO-EDI/2023-06-17/2023-06-21/,258.83,1.0
Marraquexe,Marrocos,115,81.98,Ryanair,RAK,2023-06-09,2023-06-16,http://kayak.com/flights/OPO-RAK/2023-06-09/2023-06-16/,81.98,1.0
Salt Lake City,Estados Unidos,1095,779.26,KLM,SLC,2023-06-14,2023-06-21,http://kayak.com/flights/OPO-SLC/2023-06-14/2023-06-21/,779.26,1.0
Rio de Janeiro,Brasil,1220,808.73,KLM,RIO,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-RIO/2023-06-16/2023-06-23/,808.73,1.0
Alicante,Espanha,100,66.32,Ryanair,ALC,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-ALC/2023-06-07/2023-06-11/,66.32,1.0
Valência,Espanha,460,88.43,Várias companhias aéreas,VLC,2023-06-18,2023-06-25,http://kayak.com/flights/OPO-VLC/2023-06-18/2023-06-25/,88.43,1.0
Punta Cana,República Dominicana,1005,630.04,Air Europa,PUJ,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-PUJ/2023-06-16/2023-06-23/,630.04,1.0
Luqa,Malta,490,147.38,Ryanair,MLA,2023-06-14,2023-06-21,http://kayak.com/flights/OPO-MLA/2023-06-14/2023-06-21/,147.38,1.0
Birmingham,Reino Unido,140,93.04,Ryanair,BHX,2023-06-06,2023-06-10,http://kayak.com/flights/OPO-BHX/2023-06-06/2023-06-10/,93.04,1.0
Funchal,Portugal,120,46.98,Várias companhias aéreas,FNC,2023-06-09,2023-06-14,http://kayak.com/flights/OPO-FNC/2023-06-09/2023-06-14/,46.98,1.0
Santo Domingo,República Dominicana,1050,583.06,Air Europa,SDQ,2023-06-03,2023-06-10,http://kayak.com/flights/OPO-SDQ/2023-06-03/2023-06-10/,583.06,1.0
