City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,1350,784.28,Turkish Airlines,ICN,2023-03-07,2023-03-13,http://kayak.com/flights/OPO-ICN/2023-03-07/2023-03-13/,784.28,1
Paris,França,135,44.61,Ryanair,PAR,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-PAR/2023-03-08/2023-03-15/,44.61,1
Londres,Reino Unido,145,37.17,Ryanair,LON,2023-03-04,2023-03-08,http://kayak.com/flights/OPO-LON/2023-03-04/2023-03-08/,37.17,1
Nova Iorque,Estados Unidos,1830,405.15,KLM,NYC,2023-02-22,2023-02-26,http://kayak.com/flights/OPO-NYC/2023-02-22/2023-02-26/,405.15,1
Los Angeles,Estados Unidos,2155,707.16,SWISS,LAX,2023-03-07,2023-03-14,http://kayak.com/flights/OPO-LAX/2023-03-07/2023-03-14/,707.16,1
Copenhaga,Dinamarca,205,207.23,Ryanair,CPH,2023-02-27,2023-03-03,http://kayak.com/flights/OPO-CPH/2023-02-27/2023-03-03/,207.23,1
Madrid,Espanha,75,36.25,Várias companhias aéreas,MAD,2023-02-14,2023-02-19,http://kayak.com/flights/OPO-MAD/2023-02-14/2023-02-19/,36.25,1
Barcelona,Espanha,120,38.1,Ryanair,BCN,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-BCN/2023-03-08/2023-03-15/,38.1,1
Miami,Estados Unidos,1430,432.1,Lufthansa,MIA,2023-02-24,2023-03-01,http://kayak.com/flights/OPO-MIA/2023-02-24/2023-03-01/,432.1,1
Lisboa,Portugal,60,73.41,TAP AIR PORTUGAL,LIS,2023-02-23,2023-02-28,http://kayak.com/flights/OPO-LIS/2023-02-23/2023-02-28/,73.41,1
Frankfurt,Alemanha,700,116.16,Ryanair,FRA,2023-02-24,2023-03-03,http://kayak.com/flights/OPO-FRA/2023-02-24/2023-03-03/,116.16,1
Banguecoque,Tailândia,1930,1099.3,Várias companhias aéreas,BKK,2023-02-21,2023-02-26,http://kayak.com/flights/OPO-BKK/2023-02-21/2023-02-26/,1099.3,1
São Francisco,Estados Unidos,1975,601.22,Delta,SFO,2023-02-27,2023-03-06,http://kayak.com/flights/OPO-SFO/2023-02-27/2023-03-06/,601.22,1
Boston,Estados Unidos,1040,436.75,Várias companhias aéreas,BOS,2023-12-06,2023-12-10,http://kayak.com/flights/OPO-BOS/2023-12-06/2023-12-10/,436.75,1
Amesterdão,Holanda,545,141.25,Várias companhias aéreas,AMS,2023-02-28,2023-03-07,http://kayak.com/flights/OPO-AMS/2023-02-28/2023-03-07/,141.25,1
Viena,Áustria,335,233.24,Iberia,VIE,2023-02-18,2023-02-22,http://kayak.com/flights/OPO-VIE/2023-02-18/2023-02-22/,233.24,1
Roma,Itália,190,50.18,Wizz Air,ROM,2023-03-04,2023-03-08,http://kayak.com/flights/OPO-ROM/2023-03-04/2023-03-08/,50.18,1
Berlim,Alemanha,925,103.15,Várias companhias aéreas,BER,2023-03-06,2023-03-11,http://kayak.com/flights/OPO-BER/2023-03-06/2023-03-11/,103.15,1
Istambul,Turquia,445,190.5,Várias companhias aéreas,IST,2023-10-06,2023-10-12,http://kayak.com/flights/OPO-IST/2023-10-06/2023-10-12/,190.5,1
Munique,Alemanha,355,259.26,Várias companhias aéreas,MUC,2023-02-23,2023-02-27,http://kayak.com/flights/OPO-MUC/2023-02-23/2023-02-27/,259.26,1
Zurique,Suíça,160,86.42,TAP AIR PORTUGAL,ZRH,2023-05-09,2023-05-16,http://kayak.com/flights/OPO-ZRH/2023-05-09/2023-05-16/,86.42,1
Las Vegas,Estados Unidos,2056,724.81,Várias companhias aéreas,LAS,2023-02-10,2023-02-17,http://kayak.com/flights/OPO-LAS/2023-02-10/2023-02-17/,724.81,1
Newark,Estados Unidos,1305,426.53,Lufthansa,EWR,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-EWR/2023-03-08/2023-03-15/,426.53,1
Atenas,Grécia,1610,228.6,SWISS,ATH,2023-09-14,2023-09-21,http://kayak.com/flights/OPO-ATH/2023-09-14/2023-09-21/,228.6,1
Dublin,Irlanda,830,72.49,Várias companhias aéreas,DUB,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-DUB/2023-03-08/2023-03-15/,72.49,1
Dubai,Emirados Árabes Unidos,940,510.16,Várias companhias aéreas,DXB,2023-04-20,2023-04-24,http://kayak.com/flights/OPO-DXB/2023-04-20/2023-04-24/,510.16,1
Manchester,Reino Unido,145,40.89,Ryanair,MAN,2023-03-01,2023-03-05,http://kayak.com/flights/OPO-MAN/2023-03-01/2023-03-05/,40.89,1
Milão,Itália,1150,260.19,Austrian Airlines,MIL,2023-04-15,2023-04-21,http://kayak.com/flights/OPO-MIL/2023-04-15/2023-04-21/,260.19,1
Atlanta,Estados Unidos,1285,544.54,Várias companhias aéreas,ATL,2023-03-07,2023-03-14,http://kayak.com/flights/OPO-ATL/2023-03-07/2023-03-14/,544.54,1
Bruxelas,Bélgica,150,55.76,Ryanair,BRU,2023-03-09,2023-03-13,http://kayak.com/flights/OPO-BRU/2023-03-09/2023-03-13/,55.76,1
Málaga,Espanha,465,75.27,Várias companhias aéreas,AGP,2023-06-09,2023-06-16,http://kayak.com/flights/OPO-AGP/2023-06-09/2023-06-16/,75.27,1
Palma de Maiorca,Espanha,980,93.86,Air Europa,PMI,2023-09-04,2023-09-11,http://kayak.com/flights/OPO-PMI/2023-09-04/2023-09-11/,93.86,1
Nova Deli,Índia,910,812.16,Várias companhias aéreas,DEL,2023-02-20,2023-02-27,http://kayak.com/flights/OPO-DEL/2023-02-20/2023-02-27/,812.16,1
Telavive,Israel,2540,356.83,Várias companhias aéreas,TLV,2023-02-17,2023-02-24,http://kayak.com/flights/OPO-TLV/2023-02-17/2023-02-24/,356.83,1
Oslo,Noruega,405,259.26,KLM,OSL,2023-05-02,2023-05-09,http://kayak.com/flights/OPO-OSL/2023-05-02/2023-05-09/,259.26,1
Cancún,México,1628,719.24,American Airlines,CUN,2023-08-20,2023-08-26,http://kayak.com/flights/OPO-CUN/2023-08-20/2023-08-26/,719.24,1
Lyon,França,130,65.05,easyJet,LYS,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-LYS/2023-06-07/2023-06-11/,65.05,1
Chicago,Estados Unidos,1615,554.76,Várias companhias aéreas,ORD,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-ORD/2023-03-08/2023-03-15/,554.76,1
Hamburgo,Alemanha,1050,129.17,SWISS,HAM,2023-03-08,2023-03-15,http://kayak.com/flights/OPO-HAM/2023-03-08/2023-03-15/,129.17,1
