CityOrigin,City,Country,year_depart,month_depart,minPrice,meanPrice,medianPrice,timestamp
LIS,Ancona,Itália,2023,5,199.47,1631.45,632.345,2023-03-24 20:14:07
LIS,Bangor,Estados Unidos,2023,4,784.07,1565.6933333333334,1566.37,2023-03-24 20:14:07
LIS,Nimes,França,2023,4,161.78,311.0022222222222,310.85,2023-03-24 20:14:07
LIS,Klagenfurt,Áustria,2023,4,191.19,355.68,329.3,2023-03-24 20:14:07
LIS,Catânia,Itália,2023,7,143.4,209.3625,205.55,2023-03-24 20:14:07
LIS,Régio da Calábria,Itália,2023,6,241.75,334.32625,334.44,2023-03-24 20:14:07
LIS,Dublin,Irlanda,2023,8,76.3,103.92,103.92,2023-03-24 20:14:07
LIS,Abu Dhabi,Emirados Árabes Unidos,2023,12,193.03,276.375,249.36,2023-03-24 20:14:07
LIS,Dubai,Emirados Árabes Unidos,2023,4,454.08,1618.4566666666667,664.82,2023-03-24 20:14:07
LIS,Trapani,Itália,2023,7,173.73,229.87555555555556,237.64,2023-03-24 20:14:07
LIS,Cidade do Cabo,África do Sul,2023,9,592.88,853.61,853.61,2023-03-24 20:14:07
LIS,Siālkot,Paquistão,2023,4,1158.17,1449.824,1450.68,2023-03-24 20:14:07
LIS,San Jose,Estados Unidos,2023,9,606.66,754.7,754.7,2023-03-24 20:14:07
LIS,Seul,Coreia do Sul,2023,10,776.71,1012.245,1012.245,2023-03-24 20:14:07
LIS,Incheon,Coreia do Sul,2023,10,776.71,956.01,956.01,2023-03-24 20:14:07
LIS,Frankfurt,Alemanha,2023,6,148.91,207.14333333333335,182.33,2023-03-24 20:14:07
LIS,Berlim,Alemanha,2023,9,125.01,169.3875,170.43,2023-03-24 20:14:07
LIS,Oakland,Estados Unidos,2023,9,849.33,1300.6321428571428,1465.185,2023-03-24 20:14:07
LIS,Funchal,Portugal,2023,10,45.04,58.93571428571429,52.74,2023-03-24 20:14:07
LIS,Reus,Espanha,2023,6,229.8,313.1588461538462,311.56,2023-03-24 20:14:07
LIS,Lahore,Paquistão,2023,6,792.34,944.2746666666666,945.27,2023-03-24 20:14:07
LIS,Bergen,Noruega,2023,6,309.77,388.2628571428572,358.3,2023-03-24 20:14:07
LIS,Kiruna,Suécia,2023,4,614.94,709.7871428571428,709.72,2023-03-24 20:14:07
LIS,Amesterdão,Holanda,2023,12,90.08,115.14099999999999,100.765,2023-03-24 20:14:07
LIS,Pequim,China,2023,5,978.01,1082.77375,1058.71,2023-03-24 20:14:07
LIS,Dresden,Alemanha,2023,4,246.35,381.401875,395.475,2023-03-24 20:14:07
LIS,São Francisco,Estados Unidos,2023,9,545.08,591.1609523809524,582.67,2023-03-24 20:14:07
LIS,Mascate,Omã,2023,7,697.66,732.98,732.94,2023-03-24 20:14:07
LIS,Luanda,Angola,2023,6,435.7,494.77250000000004,508.66,2023-03-24 20:14:07
LIS,Bristol,Reino Unido,2023,6,122.26,190.77094339622641,187.4,2023-03-24 20:14:07
LIS,Antália,Turquia,2023,5,251.86,291.85,308.82,2023-03-24 20:14:07
LIS,Vitória,Brasil,2023,6,921.02,954.095,954.095,2023-03-24 20:14:07
LIS,Singapura,Singapura,2023,4,654.46,1322.9291489361701,848.42,2023-03-24 20:14:07
LIS,Calvi,França,2023,8,352.05,406.80428571428575,411.94,2023-03-24 20:14:07
LIS,Raleigh,Estados Unidos,2023,4,656.3,1084.7320689655173,767.48,2023-03-24 20:14:07
LIS,Vila do Porto,Portugal,2023,5,106.63,182.64894736842106,136.34,2023-03-24 20:14:07
LIS,Nova Iorque,Estados Unidos,2023,12,402.61,414.25,408.3,2023-03-24 20:14:07
LIS,Newark,Estados Unidos,2023,12,402.61,419.7768181818182,410.24,2023-03-24 20:14:07
LIS,Banja Luka,Bósnia-Herzegóvina,2023,8,328.15,330.53,330.53,2023-03-24 20:14:07
LIS,Lamezia Terme,Itália,2023,7,217.85,229.61714285714285,229.91,2023-03-24 20:14:07
LIS,Islamabad,Paquistão,2023,8,797.85,803.63,803.63,2023-03-24 20:14:07
LIS,Minneapolis,Estados Unidos,2023,4,687.55,788.761,786.81,2023-03-24 20:14:07
LIS,Billings,Estados Unidos,2023,3,876.9,884.472857142857,883.25,2023-03-24 20:14:07
LIS,Dakhla,Sara Ocidental,2023,3,566.22,712.0784615384616,573.08,2023-03-24 20:14:07
LIS,Panama City,Estados Unidos,2023,10,533.13,536.99,536.99,2023-03-24 20:14:07
LIS,Okinawa,Japão,2023,5,1313.51,1323.02,1323.02,2023-03-24 20:14:07
LIS,Aalborg,Dinamarca,2023,4,263.81,358.2335294117647,420.92,2023-03-24 20:14:07
LIS,Rzeszów,Polónia,2023,6,244.51,248.005,246.28,2023-03-24 20:14:07
LIS,Samarcanda,Uzbequistão,2023,4,933.89,940.65,940.65,2023-03-24 20:14:07
LIS,Mombaça,Quénia,2023,4,920.1,960.3226666666667,937.22,2023-03-24 20:14:07
LIS,São José do Rio Preto,Brasil,2023,10,911.83,918.43,918.43,2023-03-24 20:14:07
LIS,Reynosa,México,2023,10,887.01,893.43,893.43,2023-03-24 20:14:07
LIS,Surabaia,Indonésia,2023,8,1540.55,1551.7,1551.7,2023-03-24 20:14:07
LIS,Krabi,Tailândia,2023,10,881.5,969.6485714285715,887.88,2023-03-24 20:14:07
LIS,Fayetteville,Estados Unidos,2023,7,1296.05,1305.43,1305.43,2023-03-24 20:14:07
LIS,Limoges,França,2023,4,214.17,216.02,215.72,2023-03-24 20:14:07
